"","baseMean","lgFC_PcDC_vs_PMoDC","lfcSE","stat","pvalue","padj"
"Rap2a",57.9587118332606,-0.763885761920576,0.204659626786876,-3.73246924131281,0.000189611856622953,0.00251724312006765
"Pcbp1",1623.92315890484,0.267589176135923,0.0716969535444121,3.73222519099319,0.000189795708518774,0.0025174077580679
"Pla2g4f",1.36277092735571,-4.63310918486599,1.24192929105541,-3.73057404977437,0.000191043980933875,0.00252988295158949
"Tle3",242.443478984706,-0.54323209115771,0.145618117728462,-3.73052542933352,0.000191080854955578,0.00252988295158949
"Rassf4",152.035873014573,-0.883720375813098,0.23712495129591,-3.72681310416084,0.000193916140055876,0.00256510872472111
"Elovl6",26.564935311914,1.07635029334135,0.288842729956835,3.72642334983539,0.000194216096989241,0.00256676413329705
"Mab21l3",3.76452171145922,-3.13894123961036,0.842515948654258,-3.7256757508557,0.000194792673652485,0.00257206908924409
"G0s2",108.836208957745,1.09985933207307,0.295357049481801,3.72382962926652,0.000196223370245505,0.00258863229588028
"Rad54l",32.4496026357086,1.12679642500819,0.30278594056636,3.7214291485943,0.000198098450061807,0.00261102292841787
"Tpm1",218.638836694607,-0.420773725469379,0.113160129132055,-3.71839205819876,0.000200494930943508,0.00264023952559958
"Usp1",180.881015404348,0.485943417148909,0.130709255842118,3.71774297097884,0.000201010627347957,0.00264465863920256
"Mki67",224.781671529952,0.732493398137871,0.197046604155287,3.71736118609085,0.00020131453522075,0.00264628587345235
"Ncoa7",117.324676042593,-0.824800455677633,0.221892471947641,-3.71711779330783,0.00020150850566059,0.00264646635833134
"Gvin-ps7",368.336091992082,-0.581845205011628,0.156607095870384,-3.71531827327411,0.000202948079897032,0.00266299075704033
"Sugt1",273.425490812832,-0.384686827473327,0.10356741137943,-3.71436171233425,0.000203717233602366,0.00267069655444959
"Aunip",16.9785176281951,1.24504257563095,0.335358345980254,3.7125737008026,0.000205162290292003,0.00268724166668821
"Gpr85",4.89348667919541,-2.27948339883081,0.614208745697979,-3.71125193966497,0.000206236710856553,0.00269890697460497
"Nme1",50.6946199678102,1.04419800505811,0.281574986073198,3.70841891753361,0.000208557419928913,0.00272684647980073
"Rcc1",144.801151228735,0.609650175278696,0.164555720087482,3.70482517991225,0.000211536575981333,0.00276333767360669
"Anp32e",515.776577251538,0.547357907823091,0.147774757675133,3.70400138991531,0.000212225093686025,0.00276986760052614
"Dctpp1",178.065051448274,0.587357677814337,0.158592340733355,3.7035690065378,0.000212587318216955,0.00277035117703524
"Pus7l",31.0055711240526,0.958261597422182,0.258744388943642,3.7035067749079,0.000212639499865062,0.00277035117703524
"2610318N02Rik",18.9332345248114,1.22275010348312,0.330233694899092,3.70268122959636,0.000213332864371517,0.0027769206095452
"Nxf1",391.928370993306,-0.460357313920163,0.124347873750003,-3.70217278379602,0.000213760957094984,0.00278002846149304
"Myc",366.149641374931,0.456555286955208,0.123332918942927,3.70181206176173,0.000214065160848796,0.00278152102366625
"Krr1",91.8807797602626,0.523726365154555,0.141560867198875,3.69965496480597,0.000215892782422958,0.00280278843882961
"Gm36723",3.16649231881795,-2.75041475402874,0.743562610947425,-3.69896860537977,0.000216477373020558,0.00280672437006982
"Zcchc2",191.766289965605,-0.675848242046031,0.182718462011886,-3.69885032198918,0.000216578268152905,0.00280672437006982
"Dync2i2",18.4329579025667,1.21586640873149,0.328773117250713,3.69819290244555,0.000217139848852948,0.00280904352485271
"Pcyox1l",17.6720201789918,1.49855251788926,0.405206604797886,3.69824306945028,0.00021709694707255,0.00280904352485271
"Ceacam10",13.9788072978611,1.54388761117157,0.417503028715738,3.69790757188194,0.000217384009053996,0.00280972658885547
"Akr1a1",1162.49663382628,-0.436375705980894,0.1180515111248,-3.69648555806773,0.000218604688735647,0.0028205383521138
"Pxmp2",12.5255119242991,-1.24541072947251,0.336907377837904,-3.6965967841515,0.000218508978950764,0.0028205383521138
"G6pc3",84.2104180126558,0.724660905945531,0.196073925718825,3.69585554677328,0.000219147555275285,0.00282506018797806
"Wnt11",5.68541558855524,-2.05078488383198,0.555083746780368,-3.69455040924378,0.000220276192288785,0.00283711871173354
"Plpp5",66.7642749382982,0.840258839012142,0.227448656445865,3.69427919312477,0.000220511414252232,0.00283765915465865
"Bmyc",183.928760027554,-0.674290505656058,0.18255515514761,-3.69362620908098,0.000221078705913784,0.00284246816018572
"Chst13",15.7400650042002,1.27292565108591,0.344657456344146,3.69330657919923,0.000221356889335003,0.00284355486098499
"St3gal5",73.5631775375452,-1.2879804892554,0.348876835823764,-3.69179136302997,0.000222680104224329,0.00285805242161348
"Pml",600.509989979649,-0.504087061316167,0.136560120396778,-3.69131969019604,0.000223093521955398,0.00285836141611789
"Trp53",185.526071226525,0.731252508281262,0.19809414343669,3.69143931059712,0.000222988607424167,0.00285836141611789
"Atp2a2",232.856471294528,0.391359039542881,0.106070070963043,3.6896273943216,0.000224582744291656,0.00287493324710932
"Crem",119.271119850052,-0.622450735176188,0.168931024546363,-3.68464429105121,0.00022902225620041,0.00292921061654236
"Kars",377.855385005751,0.386775428548488,0.104981497915366,3.68422470843671,0.000229399803428837,0.0029314859127464
"Ggta1",167.123071963788,-0.502759792409966,0.136481291121364,-3.68372681910587,0.000229848570134966,0.00293466656981887
"Eci1",122.749634258747,0.505246091433599,0.137166485116471,3.6834514714333,0.000230097105222664,0.00293528739877009
"Ifi203",273.783155505903,-0.894746907062898,0.242949925583296,-3.68284495216333,0.000230645453289721,0.00293972846410849
"Pabpc4",179.008433405837,0.629633688797423,0.171006008956498,3.68193897184979,0.000231466825732439,0.00294763868363347
"Mcm10",47.4714163128354,0.884513997927224,0.240309317789178,3.68073117623846,0.000232566097152404,0.00295907106108211
"Gata1",47.7010719876427,1.19228966633398,0.323955834758635,3.68040806310002,0.000232861007131454,0.00296025815386246
"Pdia6",657.593528634533,0.487860141624342,0.132617164297563,3.67871040078714,0.000234416262188617,0.00297745153781615
"Tmem120b",18.4672795652817,-1.36268449880029,0.370502306053748,-3.67793796836073,0.000235127121378817,0.00298389932861294
"Plet1",10.7438021122703,1.5955015447876,0.433875022959791,3.67732978474647,0.000235688247383685,0.00298843742343233
"Sh2d5",9.9761778362396,1.52002890031045,0.413533260609509,3.67571135165785,0.000237187582868946,0.00300485356278235
"3110082I17Rik",64.8780375747942,0.784148740733652,0.213708153369918,3.66925046316006,0.000243262658775329,0.0030791600162053
"Impdh1",145.781113388901,0.754038443172183,0.205561027224866,3.66819748544713,0.000244266484845879,0.00308920309818435
"Heatr3",48.2458066413563,0.68964921110676,0.188032526524371,3.66771230411232,0.000244730325094268,0.00309240564832972
"Lrrc59",175.825204468731,0.531580625095081,0.144952722301483,3.66726900091923,0.000245154851466773,0.00309510634917164
"Gjb3",2.55900042951416,2.84306922515865,0.77635931268512,3.6620533542975,0.0002502017318926,0.00315354000188595
"Xylt1",43.3797331006261,0.879785254890799,0.240244443273742,3.66204205559228,0.000250212770019555,0.00315354000188595
"Med8",216.380042527902,0.353158027245965,0.0964712706857676,3.66075853189799,0.000251469669431688,0.00316666308427571
"Rpia",215.754750654835,0.629261373634777,0.171979469282594,3.65893310556032,0.000253267433139938,0.00318656874104003
"Bcl9",55.9178433512113,-0.736936804178534,0.201428815357835,-3.65854707961906,0.000253649149966976,0.00318863910014136
"Hcfc1r1",231.915798785168,-0.45794447154926,0.125222584705265,-3.65704375634092,0.00025514083982227,0.00320190850522256
"Pacs1",137.290538045563,-0.527145019474957,0.144139044045754,-3.65719797133956,0.000254987440394884,0.00320190850522256
"Ahsa1",117.316275138364,0.671850610715095,0.183729648644487,3.65673485837396,0.000255448364485832,0.00320303017570066
"Zc3h7a",363.959517315523,-0.296659423386488,0.0811863284361153,-3.65405640458204,0.000258129522229048,0.00323388717993952
"Rpl37",6214.65957995505,-0.535690627172778,0.146751579101474,-3.65032274577683,0.00026191100202075,0.00327846482751122
"H4c9",60.3602896244834,0.826116412408233,0.226460212923677,3.64795388003391,0.000264337072456438,0.00330601468047519
"Tal1",32.3099235554553,1.39414803546825,0.382342321751076,3.64633459639843,0.000266007565092005,0.00332407581127311
"Gas7",61.0172610640742,0.790516406546876,0.216878613698417,3.64497168746264,0.00026742124023932,0.00333889971975674
"Tmem131",170.329826210161,-0.659953687144129,0.181151893829624,-3.64309570931024,0.000269378616891725,0.00336048108056176
"Gm16096",6.70487995900002,1.93077748126403,0.530082822739117,3.64240718325308,0.000270100380940142,0.00336662469723609
"Sh2b2",64.9364527836098,0.846383719739416,0.232584672185703,3.6390348159471,0.000273661803275563,0.00340812235580584
"Fnbp1",249.395815784783,-0.402359960545922,0.110585357238991,-3.63845603605875,0.000274277437014195,0.00341289458277918
"Gm20627",8.3075728681289,-1.85377632316484,0.509645677232321,-3.63738260909413,0.000275422651926962,0.00342424284355934
"Prpf19",411.596842234385,0.47211171090862,0.129839631077399,3.63611408158722,0.000276781792090096,0.0034382293174779
"Stk26",51.2206592938524,0.754066244772542,0.20741388164783,3.63556305287646,0.000277374137514491,0.00343979794224848
"Uba7",382.127821044995,-0.551429157159577,0.151676507225753,-3.63556075522519,0.000277376609931363,0.00343979794224848
"Mrto4",150.132783620748,0.848097462172563,0.233306080798692,3.63512797981611,0.000277842671894855,0.00344267000120857
"Grwd1",74.8575741383598,0.711796697273756,0.19582606700865,3.6348414087401,0.000278151688092005,0.00344359294793838
"Prc1",58.2795316582843,0.862228860708658,0.237277042452667,3.63384865133195,0.000279224693584295,0.0034539647648679
"Kif2c",55.4186327648464,0.869326585064385,0.239318401660514,3.63251040886347,0.000280677250291564,0.00346609257025318
"Tapbp",1527.079466929,-0.507610922275863,0.139738659287504,-3.63257329692482,0.000280608832006541,0.00346609257025318
"Pole",41.832928450684,0.720864770270295,0.198476062718572,3.63199854126712,0.000281234711970899,0.00346714464808456
"Ptpro",33.5684679352949,-1.30070221948352,0.358111899522276,-3.63211113961494,0.000281111995105646,0.00346714464808456
"Kmt5a",418.774831908093,0.463777214630415,0.127783447266981,3.62939977398976,0.00028408100192639,0.00349929643564193
"Selenoh",400.294534108418,0.483574076137025,0.133326848435281,3.62698197559031,0.000286753302530654,0.00352925292628466
"Il1rl1",35.305179780131,1.08036725501291,0.297948508089172,3.62602001916912,0.000287823050976296,0.0035386439303624
"Vps13d",108.640060969852,-0.473239245028259,0.130517695105569,-3.62586272034209,0.000287998331184572,0.0035386439303624
"Nagk",117.989917200073,-0.460224577755183,0.127003422726768,-3.62371791148731,0.000290398320468575,0.0035651492804683
"Ltb4r1",140.584352530406,0.784309138511245,0.216636660365869,3.62038972160417,0.00029415960741712,0.00360830870150842
"Map4k4",260.666769378979,-0.708502608675791,0.195768466886653,-3.61908442122093,0.000295647186088636,0.00362352890929837
"Epb41l2",228.322632820603,-0.648269361592807,0.179148042202639,-3.61862375732543,0.000296173859305131,0.00362695644385091
"Kcnab2",212.707810799415,0.582533189967094,0.160993506587097,3.61836450622277,0.00029647064525449,0.00362756540355973
"Cln3",214.349399400761,0.654687943179492,0.180995208680259,3.61715621067099,0.000297857558218034,0.00364150085538334
"Ifi208",85.9239421615774,-0.995692595985156,0.275316344006355,-3.61654009164881,0.00029856709263618,0.00364713861994761
"S100a8",2509.89491766755,1.85582261065553,0.513218774856716,3.61604582991659,0.000299137437874854,0.0036510681631891
"Mndal",316.501633283915,-1.08695251909272,0.300734351314458,-3.61432777579893,0.000301127906148454,0.00367230983885195
"Slc35b1",132.973437197053,0.637503044955575,0.176407354800657,3.61381216602881,0.00030172768643707,0.00367657063896722
"Mmp25",340.954889306214,-0.906832595051439,0.250967609400419,-3.61334515325676,0.000302271901920486,0.00368014787387935
"Usp39",134.411535880516,0.479403545057116,0.132737748133436,3.61165946988335,0.000304243905205349,0.00370108803656184
"Dgka",426.667887388245,-0.551430414496755,0.152721325840697,-3.61069687852206,0.000305375393896839,0.00371177724220802
"Angpt1",3.62684025538253,2.53009809986698,0.700886746755324,3.60985296352055,0.000306370623593254,0.00372079393401138
"Pygl",293.373434240612,0.816858859294704,0.226370450596012,3.60850480769019,0.00030796680847002,0.00373708813947546
"Bbc3",72.5312440416565,-0.997543582950265,0.276504527060482,-3.60769349259899,0.000308931136018815,0.00374569436016867
"Hlf",4.92483561455613,1.89481103501784,0.52532800245029,3.60691039917891,0.000309864600177966,0.00375391247888868
"Map3k15",17.1598146158328,-1.14244593822209,0.316810353299919,-3.60608776298595,0.000310848043991454,0.00376272203621313
"Dgkg",23.0841289026665,1.3566183589881,0.376403048836508,3.60416410861049,0.000313159149458392,0.00378757478706554
"Mrps11",93.3279012957231,0.606050996193297,0.168192495433362,3.60331770232528,0.000314181121602525,0.00379680774361306
"Sf3a3",262.743863536832,0.316394390186325,0.0878267759880309,3.60248212036661,0.00031519308616091,0.00380590467442487
"Cenpp",16.8191143173557,1.1494257743568,0.319236923639656,3.60054144505612,0.000317555203170891,0.00383127612831405
"Wnt6",3.61352065016385,-2.49075476543454,0.691880584795068,-3.59997782879295,0.000318244314606703,0.00383643782542711
"Arcn1",287.653290619071,0.368140107827154,0.102274146376027,3.59954221933692,0.000318777875927302,0.00383657012478736
"Bace1",26.0234019238393,0.996641742164525,0.276878884341305,3.59955850203433,0.000318757916819664,0.00383657012478736
"Gm15417",12.7180859707529,-1.57562238902416,0.437887655343765,-3.5982343183144,0.000320384909489906,0.00384645267869198
"Il18",30.8102880924631,-1.33616790848791,0.371314573814598,-3.59847957154268,0.000320082987441459,0.00384645267869198
"Otud5",314.908293292591,-0.366499114722867,0.101850748753896,-3.59839391665588,0.00032018840368189,0.00384645267869198
"Stard3nl",75.6900087184797,-0.627926012473818,0.174539328140872,-3.59761905332313,0.000321143512768843,0.00385241029247134
"Esco2",15.1025408696145,1.13500772013419,0.315630184574378,3.59600499446759,0.000323141597104342,0.00387321475125147
"Suox",35.3353028214651,-0.899416332602109,0.250204457467017,-3.59472545656255,0.000324733831306628,0.00388912466971878
"6530402F18Rik",99.4869785513479,0.858847054102925,0.238996680139475,3.59355223512608,0.000326200217376549,0.00390350268275458
"Pak1",38.3608750218248,1.03877680553649,0.289203966325656,3.59184840627939,0.000328340837470853,0.00392591898744668
"A430093F15Rik",13.7810688775863,-1.57058665010466,0.437332672280813,-3.59128587835345,0.000329050456035872,0.00393120247841718
"Hnrnpu",464.225487026939,0.350848336450191,0.0977100225568229,3.59070980918213,0.000329778643904659,0.00393669904752204
"Cd5l",47.849184090249,-3.87624978865592,1.07994584012029,-3.58930017103835,0.00033156688057141,0.0039482942830691
"Cinp",82.0779324643576,0.618750397424521,0.172396636545949,3.58910945028562,0.000331809520528992,0.0039482942830691
"Gm45745",34.0939543461158,-1.1401558647753,0.317617262126397,-3.58971630553748,0.000331038039561166,0.0039482942830691
"Hgh1",60.0417412910444,0.854898238819805,0.238193139070069,3.58909682351648,0.000331825590499712,0.0039482942830691
"Gpr84",162.409848604667,0.858600854790545,0.239297373159069,3.58800785589822,0.000333214252472492,0.00396160718141992
"Cd8a",301.091834620033,-0.739680912070193,0.206227190037959,-3.58672836464505,0.000334852819829292,0.0039746515388468
"Xpot",179.890670690456,0.496641494139529,0.138461710358757,3.58685078244895,0.000334695721167425,0.0039746515388468
"Lockd",52.8456471358593,0.70835721083205,0.197586588487023,3.58504702295912,0.000337017477315854,0.00399711439372268
"Stard4",85.728823936238,0.871737573398405,0.243245903638467,3.58377082762329,0.00033866925867345,0.00401346305496552
"Cdc6",30.4476980412685,0.877614862599779,0.244900788206991,3.58355262563719,0.000338952434907766,0.00401357951754091
"Ftsj1",67.1515675085848,0.620856898223152,0.173319073571464,3.5821614172612,0.000340763120162807,0.00403176864895286
"Tk2",102.456400191055,-0.473729522176541,0.132272890213375,-3.58145589328506,0.000341684828010655,0.00403941894499231
"Fam118a",21.9744801566269,-0.871417001564182,0.243607597424473,-3.57713392676249,0.000347382214761549,0.00410346987879632
"C1ra",5.36654941503892,-1.85489144796133,0.518883021483938,-3.57477768815133,0.000350525609124615,0.00413727292506168
"Spc25",52.3519533955334,0.814474013610565,0.227942865991951,3.57314983325393,0.00035271280407679,0.00415974466044941
"Dnase1l1",57.5779205751945,-0.697933624720492,0.195384913035087,-3.57209578712538,0.000354135827548295,0.00417317524549889
"Rrp1b",115.231645071887,0.539131575415442,0.150998143780553,3.57045167521375,0.000356366197759739,0.00419609052261928
"Birc2",179.694636504708,-0.75430013385293,0.211298159697438,-3.56983768781056,0.000357202484879934,0.00420000022117145
"Eif4g1",361.466780192431,0.486811816364214,0.136369953964571,3.56978793503655,0.000357270331420223,0.00420000022117145
"Tmem184b",220.667311686183,-0.626075297106507,0.175398918633122,-3.56943647079179,0.000357749957275296,0.00420227409813853
"Gadd45g",134.795666794899,0.609139551813501,0.170734864635755,3.56775139695712,0.000360057869608175,0.00422600295719971
"Dntt",17.0129492467084,-1.18898987226438,0.333548348755705,-3.56467023956162,0.000364313930526756,0.00427254108779901
"Adcy6",94.9504386477839,-0.734010463190009,0.20597043366905,-3.56366906703417,0.000365706963822855,0.00428545518739902
"Rnf43",12.5022275609818,-1.27682972705957,0.35847343931794,-3.56185308872247,0.000368246436929723,0.00431177227546979
"Zfp862-ps",9.39595891363903,-1.36744113728489,0.384058288201721,-3.5605041716133,0.000370143430541182,0.00433053066982963
"Rasgrp1",101.681960181694,-0.65387874936846,0.183722821856839,-3.55905021901947,0.00037219836486638,0.00435110556634798
"Nbl1",5.24368087064994,-2.23999183568975,0.629455646648104,-3.5586174301841,0.000372812100856849,0.00435481310809954
"Ets2",163.060463921114,-0.753303192490414,0.211774080086758,-3.55710761289487,0.000374960581286991,0.0043764278338926
"Vti1b",157.20260102581,-0.5606606528621,0.157665086950373,-3.55602285646521,0.000376511336173945,0.0043910372907403
"Rab44",156.268486502289,1.19250066086649,0.335438550251628,3.5550495313432,0.000377907891138023,0.00440382663934889
"Fmn1",3.03115814045852,-3.17681244023174,0.894000582245138,-3.55347916245612,0.000380171313867091,0.00442668945401309
"Rnase6",155.198803156762,-0.565657002542364,0.159217899842846,-3.55272242066179,0.000381266548275289,0.00443592450738991
"Mrpl40",228.148960660293,0.363572915578789,0.10245303681369,3.54867875941971,0.000387169101599132,0.00450019107190389
"Whrn",37.658589288901,-0.908204081441845,0.255938868542699,-3.54851956099168,0.000387403222426379,0.00450019107190389
"Ccnd2",916.427667979685,-0.585944256136959,0.165277060552373,-3.54522432924856,0.000392279076898435,0.00455091384280592
"Phf10",170.519306008907,0.473085858417024,0.13344593330209,3.54515005973295,0.000392389629162453,0.00455091384280592
"Tnfrsf25",16.3418689163412,-1.31186726958159,0.370380994837526,-3.54194002356158,0.000397195774426877,0.00460301938114431
"Ncapd2",139.142274842078,0.440821106731513,0.124484044327371,3.54118561228805,0.00039833325182212,0.0046125608332052
"Oas2",221.130580506762,-0.784136602258261,0.221550418556356,-3.53931447012275,0.000401167649512523,0.00463806661243494
"Psme1",2048.45421212264,-0.375514372108554,0.106094879250656,-3.5394203260402,0.000401006797937969,0.00463806661243494
"Crnde",2.02604905674844,4.36795757516737,1.23451980031125,3.53818348969866,0.000402889978190212,0.0046543143585892
"Actn4",638.99182832215,0.507802594197408,0.143575809996575,3.53682555724061,0.000404967049704356,0.0046746314393153
"Gga2",205.955693041027,-0.74602187860189,0.210964744467934,-3.53623957634914,0.000405866442598464,0.00468133305316045
"Prss28",2.04964268253517,4.20206290223913,1.18909380272956,3.53383634881731,0.000409574590868047,0.00472039538282224
"Plaur",310.47216404734,0.765708851231067,0.216705674034493,3.53340471883163,0.000410243933231706,0.00472440131109109
"Asns",216.923549933901,0.876585809939676,0.248144368685033,3.53256378367513,0.000411550933552422,0.00473573852456914
"Nod1",64.3813227187889,-0.704326528456875,0.199409469798483,-3.53206158748953,0.000412333311899931,0.00474102585640304
"Cdca5",38.9735182780132,0.756596140482891,0.21422668106528,3.5317549463054,0.000412811715271934,0.00474281253156323
"Mcu",59.4787128969963,0.955686824755719,0.270640313967595,3.53120645902793,0.000413668725778119,0.00474894284644263
"Vps53",167.982164017021,0.357271337970932,0.10119714714806,3.53044871362048,0.000414855435638418,0.00475884559490539
"Cdc25c",30.2260798827992,0.93300866380916,0.264296808539207,3.53015486250472,0.000415316492712492,0.00476041534933452
"Tapbpl",236.12779128894,-0.487935518610622,0.138230779385025,-3.52986158930304,0.000415777120140235,0.00476197773402424
"Klf6",556.307408457095,-0.696636566845323,0.197448203806714,-3.52819905886444,0.000418397393200003,0.00478825325358975
"Bahd1",133.206008194758,-0.467017592835958,0.132392777376761,-3.52751564012384,0.000419478978562268,0.00479689240049049
"Gbp6",25.4736723488841,-1.17180065125997,0.332244463242595,-3.52692303680122,0.000420418951612517,0.00480389997395066
"Prdx6",891.401688176507,0.501019909980764,0.142082407081739,3.52626282360582,0.000421468481999452,0.00481214752814771
"Prdm1",25.5308386881525,-0.916749384458303,0.260021219990898,-3.52567142208775,0.00042241070049059,0.00481915797614867
"Hpgds",16.3827064208218,1.58222671785183,0.448808025804973,3.52539755726066,0.0004228476868131,0.00482039797009065
"Sin3b",482.243901162038,-0.265807896831193,0.0754300320782805,-3.52390009002437,0.000425244561081812,0.00484396112518561
"Rsad2",163.533633757344,-1.4370358490707,0.407853372091438,-3.5234129405421,0.000426027032535987,0.0048491123400976
"Mapkapk5",177.706522286638,-0.362408185615573,0.10287163443881,-3.52291657066206,0.000426825696646985,0.00485443973963415
"Sytl1",25.1047451145632,0.824986756241043,0.234256345512047,3.52172639950373,0.000428746392232867,0.0048725102764359
"Aco2",456.249863632634,0.338240343911041,0.0960721633542723,3.52069040710323,0.000430424840867027,0.00488756083839344
"Ccl7",4.09240575058859,-2.83914572557759,0.806461286791053,-3.52049846915118,0.000430736479253634,0.00488756083839344
"Nt5c2",153.809244251862,0.357787102242731,0.101636122982769,3.52027499419067,0.000431099587850343,0.00488790366672323
"Ccna2",160.611509264588,0.742466461874059,0.210994923777647,3.51888305453497,0.000433367693123334,0.00490982857880394
"Clspn",27.94795472818,0.865645007667827,0.246103677539261,3.51739972487705,0.000435796973033335,0.00493354429841824
"Gm13546",9.986906036658,-2.34943195072086,0.668010348171424,-3.51705921495388,0.000436356424442643,0.00493607194151874
"Rangap1",413.196805898712,0.328374353359739,0.0933786642597288,3.51658867647088,0.000437130613764861,0.00494102294219357
"Acot1",10.073375501417,1.55807227006209,0.4431352675176,3.51601956393643,0.000438068702868048,0.00494401442291434
"Rbm47",48.7299334530517,-0.72219481973414,0.205395078579016,-3.5161252388835,0.000437894373015104,0.00494401442291434
"Gm10134",4.93845141781202,-2.59488552529651,0.738469464612133,-3.51386976665234,0.000441629276498732,0.00497654847799761
"Tyk2",220.640671634488,-0.383281760772901,0.10907430398263,-3.51395101117434,0.000441494226615419,0.00497654847799761
"Cenpa",407.316729103464,0.374786183339289,0.106687933979712,3.51292005908147,0.000443210804207013,0.00499054005994753
"Acaa2",113.822578812779,0.51136765211809,0.145604556744439,3.51203055420599,0.000444696870592827,0.00500343613096895
"Naaladl1",1.79078334649031,4.55788271285502,1.29810537999011,3.51118082022721,0.000446120835361208,0.00501561426156862
"Golim4",40.1804607720191,0.881787461090414,0.251229122175648,3.5098934926577,0.000448286219036264,0.00503610294882132
"Slc38a10",248.76235622598,0.431517304487799,0.122964412164762,3.50928611694254,0.000449311273854652,0.00504375950612222
"2210408F21Rik",15.4665722879076,-1.10689441810867,0.315438132395299,-3.50906978082642,0.00044967690766023,0.00504400766629118
"Cnpy2",218.329940916531,0.499162727563862,0.142310589801393,3.50755856089478,0.000452238804835391,0.00506887203923515
"Zfp516",62.0924922668547,-0.574710658696907,0.163926848222841,-3.50589708109101,0.000455071146672685,0.00509672741921818
"Pgd",978.404024328917,0.606917086881711,0.173133862280374,3.50547881788063,0.000455786767841651,0.00510085145748396
"Nfkbiz",145.186047090069,-0.579073967158269,0.165349975572038,-3.50211099309164,0.000461587284301945,0.00516183251744513
"Alas1",841.225391757035,0.644266577324821,0.183977749795721,3.50187225379253,0.000462001076307525,0.0051625280086936
"Nhej1",23.9174448687132,0.871909190412067,0.249040741503436,3.50107048809939,0.00046339326134205,0.00517414696295461
"Mob1a",581.952390432273,-0.357851648262091,0.10223438742956,-3.50030608349518,0.000464724216595164,0.00518506510050668
"Palm",43.5419308975312,1.29247190880735,0.369465474659539,3.49822107193739,0.000468372721864829,0.00522180461286354
"Cd320",35.2194824962555,0.957821647979887,0.273907552956735,3.49687928514764,0.000470734791725389,0.00524415701586031
"Ptbp1",627.028554603935,0.550537087293536,0.157469803314916,3.4961438682472,0.000472034123154954,0.00525464520870674
"Csrnp1",443.940033321751,-0.458244635411854,0.131085205978446,-3.49577690320906,0.000472683725929242,0.00525789026349928
"Ogfrl1",361.533963786976,-0.419732825766139,0.120122256722417,-3.49421362217722,0.000475460405912293,0.00528477300530674
"Ppil1",77.078986584902,0.841414063238782,0.240932877259452,3.49231733256849,0.000478848992492816,0.00531841131374585
"Adgrg6",14.9747986735503,-1.85926541763379,0.532573840909103,-3.49109414472935,0.000481046712747349,0.00533878222469336
"Tmem150c",17.2307119489501,-1.13203436702888,0.324489791449668,-3.48865941813293,0.000485449250700954,0.00538357352571156
"Ifi207",54.7280499749155,-1.4479241602364,0.415062415360888,-3.48844922269692,0.000485831088561337,0.00538374179120461
"Tmem131l",312.203410085812,-0.441598014429958,0.126784275528888,-3.48306611831638,0.000495705921084063,0.00548902717894215
"Ppp1r12b",26.6351955677912,-0.970066944016248,0.278640379489908,-3.48142988389585,0.00049874433947417,0.00551851027618632
"Gpaa1",167.523296260198,0.543505948599071,0.156146037943588,3.48075401564418,0.000500004458826642,0.00552828725071656
"Fads2",50.5133528736149,1.10872014838136,0.318770970625387,3.4781088949417,0.000504964739054068,0.00557892946842053
"Fbxo6",147.920333347641,-0.479283781238269,0.137887882997801,-3.47589484165126,0.000509151888164309,0.00562096028114026
"Ptma",2103.77514921586,0.381176392601323,0.10968930345732,3.47505527509927,0.000510748096906264,0.0056343458353679
"Rrs1",140.258817448619,0.462615079487281,0.133135047862496,3.47478058493717,0.000511271357930655,0.00563588389526712
"Trim30c",26.1185109661999,-1.31508976058325,0.378500397830499,-3.47447391897373,0.00051185612043421,0.00563809708652326
"Dguok",94.5741944050131,-0.667785927681898,0.192427736405409,-3.47032054815112,0.000519837576436825,0.0057046151979237
"Ikbkb",263.496692066483,-0.358251431620305,0.103221029388803,-3.47072136115672,0.000519062314348807,0.0057046151979237
"Micu1",127.404190988956,0.476026236363071,0.137164989533949,3.47046456957045,0.000519558882629752,0.0057046151979237
"Rdh11",90.3231696324989,0.537171183772137,0.154754316463218,3.47112246074126,0.000518287576834005,0.0057046151979237
"Tfr2",10.7579187651483,1.49473406924275,0.430675344844605,3.47067480675513,0.0005191523056388,0.0057046151979237
"Nubp2",120.794536623828,0.474661253967796,0.136799084775876,3.46976922210741,0.000520905727739636,0.00571206781209939
"Kcnk12",16.0124559577513,1.36746916710265,0.394150281196735,3.46941060894509,0.000521601610473108,0.00571543018401242
"Bola2",639.568678028522,0.375270667206057,0.108178159785218,3.4690058321489,0.000522388113804018,0.00571977977254615
"Xylt2",40.2075732164157,-0.964180279414301,0.277978106615292,-3.46854754553991,0.000523279923653444,0.00572527505141842
"Gm18078",4.11426108890358,5.24679959843327,1.51385445050391,3.46585472380571,0.000528548788909011,0.00577431686573736
"Polb",152.850382561323,-0.490011712651758,0.141379771060524,-3.4659252096397,0.000528410246143907,0.00577431686573736
"Snrpd2",446.641222986118,0.417278709179785,0.120434712830518,3.46477107283014,0.000530683013937039,0.00579332244880115
"Hmgcs1",233.652335417732,0.816922516054936,0.235990796852351,3.4616710776482,0.000536832809120402,0.00585610411316112
"Mylk3",12.2982930264388,1.51312859943391,0.437473721809558,3.45878740596129,0.00054261301267355,0.00591476381966275
"Dtl",26.6982302992643,0.790878543318554,0.228708755377837,3.45801603446264,0.000544168996120428,0.00592732445848386
