"","baseMean","lgFC_PcDC_vs_PMoDC","lfcSE","stat","pvalue","padj"
"Adgrg3",173.957190539593,1.53989243101247,0.241438089158489,6.37800123576037,1.79414066820041e-10,1.17604318889226e-08
"Rnf213",927.414032025235,-1.09897856854568,0.172408186499852,-6.37428297841659,1.8382090887487e-10,1.19957440222654e-08
"Cd177",125.256306503132,2.19996794436205,0.34536857296648,6.36991352590605,1.89134806802664e-10,1.22443249454179e-08
"Gpr68",40.6714185958412,-1.46252534354231,0.22960369875047,-6.36978128619678,1.89297947463724e-10,1.22443249454179e-08
"Phf11a",138.467011469512,-1.43481141798869,0.22562076579711,-6.35939432666824,2.02550818819726e-10,1.30440950558335e-08
"Bst2",1220.08914050371,-1.19010259439415,0.18719174794781,-6.35766590910809,2.04842379367192e-10,1.31340640010851e-08
"Ptgs1",104.501849439999,1.55119276421374,0.245304654699766,6.32353579312336,2.55644952323077e-10,1.63201514563467e-08
"Slc22a3",12.8182736483811,3.05640634664264,0.483488310307826,6.32157237616912,2.58915056907349e-10,1.64573583574485e-08
"Thop1",44.1239667582232,1.43810536412666,0.22756577183768,6.31951524393767,2.62385066008811e-10,1.66060341560662e-08
"Tspo",1301.16895233447,-0.939054454606775,0.148813937858476,-6.3102587574816,2.78569321818956e-10,1.75546495805482e-08
"Tspan13",264.752399128373,-0.771654860483433,0.122553636441436,-6.2964664524841,3.04507144122981e-10,1.91071726374262e-08
"Gbp2",1182.21138319245,-1.40345991060212,0.223267671197698,-6.28599699666948,3.25756241418175e-10,2.0353527203162e-08
"Tnfaip3",521.621502524119,-0.916174135209969,0.145771390872336,-6.285006472994,3.27840031767409e-10,2.03969287561053e-08
"Spcs2",624.223819691521,0.468814513770084,0.0746357582275095,6.28136599538539,3.35611009493006e-10,2.07923057062692e-08
"Parp9",420.570540052819,-0.859542218423907,0.137418278882351,-6.25493366249912,3.97684915470848e-10,2.45344857725146e-08
"Nr4a2",46.607495408389,-2.10318086707105,0.337206640159163,-6.23706836282446,4.45847182998341e-10,2.73906869789315e-08
"Agpat2",130.116127340415,1.11539628355724,0.179037249629753,6.22996770707697,4.66531330899531e-10,2.85419980483242e-08
"Ckap4",444.818454724072,0.925689114249671,0.148887480760287,6.21737374776363,5.05544624876587e-10,3.08004635977715e-08
"Calhm6",93.6143186039496,-1.5045066559383,0.242065512988256,-6.21528708226725,5.12308978668955e-10,3.10836063380011e-08
"Scpep1",414.617591839297,-1.04719735852151,0.168566753778845,-6.21236000009474,5.21946775057808e-10,3.15380432023613e-08
"Shmt1",99.7713961312246,0.912230677685348,0.146880605558782,6.21069523927224,5.2750691124557e-10,3.17433769582734e-08
"Galm",21.1735742120931,-1.62407926476337,0.261591485492901,-6.20845614184734,5.35076509923359e-10,3.20674628375702e-08
"Arap3",155.580371385995,1.08783531844745,0.175470955201929,6.19951784724477,5.66363951046764e-10,3.38045605415433e-08
"Prg2",946.514747083372,1.83241434052733,0.295897059589137,6.1927426486485,5.91262254213008e-10,3.51477881725085e-08
"Trbv14",15.2951224670543,-3.01329576331473,0.486738584485454,-6.19078877114329,5.98638870109722e-10,3.5442800523472e-08
"Zmiz1",285.338020951091,-0.848431998945484,0.137081389938582,-6.18925734066175,6.04483291912852e-10,3.56450930729173e-08
"Rab11fip1",64.1114132773115,-1.11524366683245,0.180438067015122,-6.18075600831494,6.37953501719018e-10,3.74682850629614e-08
"Eef1g",2781.26375933307,0.460014859466474,0.0744671575553454,6.17741934254147,6.51578436022908e-10,3.81160405423281e-08
"Map3k14",156.518633703923,-1.00089973061911,0.162079075424554,-6.1753790734389,6.60049101305888e-10,3.845833712093e-08
"Ffar2",92.7504687694466,1.44532791498527,0.234324725452854,6.16805551438093,6.91348741827062e-10,4.01228204594733e-08
"Penk",28.2110164268748,-1.73603143116552,0.281583123337983,-6.1652538354785,7.03701637463144e-10,4.06789415073675e-08
"Azin2",7.21036887681698,-3.82685395837607,0.621464109687237,-6.15780364259812,7.37607288311217e-10,4.24580937817696e-08
"Snx20",413.429263337792,-0.559660624439129,0.0908948053627325,-6.15723442286608,7.40262344761494e-10,4.24580937817696e-08
"Tubb6",104.078480482277,-0.832043782889147,0.13516038417063,-6.15597379361362,7.46175625879897e-10,4.26307265167102e-08
"Sulf2",21.4669618988663,-1.89553851064415,0.308022769263897,-6.15389088012569,7.56047135034897e-10,4.30272871461914e-08
"Slc41a1",91.2775901377057,-0.889912146789232,0.14463610324185,-6.15276633456577,7.61429505903597e-10,4.3166291255531e-08
"Cttnbp2nl",16.3298579822444,-2.17768016254497,0.354281736454541,-6.14674689228412,7.90881790424431e-10,4.46635281876997e-08
"Aacs",117.409721889031,1.03120578461918,0.16782966189484,6.14435954274475,8.02867976332577e-10,4.49943148721039e-08
"Eef2k",53.5200314296406,1.17535218575989,0.191272345879504,6.14491436467415,8.00066671711833e-10,4.49943148721039e-08
"Npc2",1482.01679941193,-1.01723737686705,0.165683882774266,-6.13962782519394,8.27150424492997e-10,4.6178896132436e-08
"Angptl4",13.526335893203,2.05395060486077,0.334829679583031,6.1343146384711,8.55270997646929e-10,4.75679699183707e-08
"Eef1a1",413.600765478041,-0.998955917476965,0.162941087773266,-6.13077972614875,8.7449413394161e-10,4.84535749760931e-08
"Cblb",113.158748698599,-0.909971787827636,0.148458295791474,-6.12947752751917,8.81681269266438e-10,4.86681431452598e-08
"Ybx3",587.115145516666,0.659974303178216,0.107691964203753,6.12835236183032,8.87937685392136e-10,4.88299214779503e-08
"Plppr3",30.3214500132352,1.63655470342416,0.267300612723921,6.12252507297641,9.21039174681666e-10,5.04612619472048e-08
"Stat1",2132.98513068461,-0.926020915937082,0.151354735826059,-6.11821566654703,9.46289426771073e-10,5.16519243616345e-08
"Cd274",375.330953223487,-1.1111724602573,0.182195276125233,-6.09879950725797,1.06868008213704e-09,5.81164060963636e-08
"Gm16685",9.74680342157895,-2.31455288224198,0.380390933814787,-6.08466889321012,1.16732293229231e-09,6.32465041138301e-08
"Sqle",107.095806789203,1.01542076768808,0.167509562843929,6.06186745669059,1.34550075896921e-09,7.26323075145035e-08
"Palld",20.137280113535,-1.83976697868887,0.303626515312642,-6.05930933533415,1.36707265845204e-09,7.35264756192354e-08
"Kif23",108.253000366609,0.93399281342231,0.154326556679511,6.05205502875262,1.43009596847616e-09,7.66353981939249e-08
"Ptger3",12.5629687944196,2.27273793124654,0.375633327490658,6.05041609707291,1.44472191581702e-09,7.713764323615e-08
"Alox15",692.917798798155,1.15415374357461,0.190973523818266,6.04352750317851,1.50780658712868e-09,8.02142178217771e-08
"Mtmr1",94.1406844085331,-0.847319298026938,0.14060955436855,-6.02604354897564,1.68021927473078e-09,8.90637531078415e-08
"Arsb",76.3996715914828,1.30740217088024,0.217251235540972,6.01792743606131,1.76664349538828e-09,9.33080087870006e-08
"Rgs10",268.46414534283,-0.821072208537461,0.136752010529763,-6.00409606671751,1.92400764200818e-09,1.01255212213642e-07
"Tfdp1",198.015454053675,0.822545292791772,0.137421072696567,5.98558340908889,2.15615591900076e-09,1.13067276281029e-07
"Arl11",66.7517154844848,1.38585662150007,0.231589711879272,5.984102705834,2.175859917822e-09,1.13694488161496e-07
"Sqstm1",1627.28575388162,-0.829069917792365,0.138621801569734,-5.98080466711652,2.22038007957541e-09,1.15609364214205e-07
"Vwa5a",66.8875552025283,-1.49690368514661,0.250315637316065,-5.9800646144073,2.23049126384694e-09,1.15725453099168e-07
"Nrg1",43.2105325419654,-1.42464082877289,0.238485358376908,-5.97370353663958,2.31927107061899e-09,1.19907947640488e-07
"Ppp1r15a",395.661848267796,-0.951678819261598,0.159694849323526,-5.95935825916081,2.53230393574328e-09,1.304625217141e-07
"Dop1b",139.566220179205,-0.884268979885658,0.148401325492329,-5.95863262644085,2.54357175275475e-09,1.30584839320622e-07
"Cct5",916.196887297262,0.567084639496217,0.0953125235961392,5.94973900700693,2.68570397364331e-09,1.37401363919877e-07
"Nlrc5",389.11784857478,-0.927159270032819,0.156130582545395,-5.9383578471133,2.87891118833917e-09,1.46266619302367e-07
"Skil",133.80815312929,-0.912001798188052,0.153576074322034,-5.9384367142741,2.87752687669156e-09,1.46266619302367e-07
"Snrpa1",244.751266573669,0.596695661500992,0.10066352093089,5.92762557859121,3.07346294605187e-09,1.55612608403033e-07
"Hacd1",29.029480750744,1.89390489245087,0.319768926400888,5.92272962156591,3.16641218450998e-09,1.5976780104866e-07
"Padi4",122.992743026449,1.15626557501331,0.195582157689068,5.91191747077214,3.38147964781601e-09,1.70035156400282e-07
"Rrp15",163.51949497667,0.789637729940903,0.133611294542657,5.9099624222921,3.42185782033447e-09,1.71478287972597e-07
"Daxx",655.906716932377,-0.954596006168198,0.161646650574889,-5.9054487227123,3.51688166152273e-09,1.75045333681825e-07
"Mbd2",721.443102116492,-0.452989205576524,0.0767060242573371,-5.90552319667636,3.51529316721437e-09,1.75045333681825e-07
"Ifit3b",134.935846054083,-1.64583771500965,0.278726756865547,-5.90484291324631,3.52982927756171e-09,1.75096227305536e-07
"Dmkn",36.7844283715664,1.7359668329879,0.29497207643166,5.88519040170941,3.97595999863982e-09,1.96562359124675e-07
"Kif20a",82.504017965682,0.852032702986309,0.145025223305597,5.87506561662662,4.2267589372129e-09,2.07563550083937e-07
"Lpcat3",220.975297237878,0.803940418872123,0.136835087951616,5.87525049975772,4.22204415817967e-09,2.07563550083937e-07
"Abcg1",70.6279902491277,-1.03326490438772,0.17611769979088,-5.866899838089,4.44018713130406e-09,2.17317558829792e-07
"Dlgap4",236.904747117688,-0.584648992897812,0.0996792811531706,-5.86530105488441,4.48318513381538e-09,2.17968898409971e-07
"Rbpj",179.261639141751,-0.616520641269308,0.105112524413131,-5.86533949889885,4.48214647399844e-09,2.17968898409971e-07
"Atmin",87.5289958624248,-0.882081723403697,0.150447218785526,-5.86306433926953,4.54402045972296e-09,2.18753614459384e-07
"Ptprf",11.4312109066461,-2.22340659004792,0.379175601724318,-5.86379128809152,4.52416094633728e-09,2.18753614459384e-07
"Srsf3",954.708983199883,0.450473742350325,0.0768281178237561,5.86339682801697,4.53492669541437e-09,2.18753614459384e-07
"Adgrg1",111.935909868607,1.73751500042281,0.296433777994303,5.86139343558952,4.58999000910121e-09,2.20244520600108e-07
"Mogs",305.67236778516,0.709745801763652,0.121193840352667,5.85628609257973,4.73332555043568e-09,2.26382472498525e-07
"Cd40",340.691248295067,-0.891192512977204,0.152238369308498,-5.85392839548404,4.80095388929435e-09,2.28871447910744e-07
"Ido1",34.4266824853013,-1.67961157987584,0.286996979544512,-5.85236674804564,4.84626493918936e-09,2.30283844990671e-07
"Ly6c1",32.3554737012,-1.74839459521393,0.299144040337117,-5.84465795555746,5.07610183184318e-09,2.40427107086946e-07
"Plekha1",73.6683020407285,-1.13338075121778,0.194084730998789,-5.8396183222927,5.23205470113489e-09,2.47016910536218e-07
"Ttc39a",9.68119239382196,-2.72503615892252,0.467287425775074,-5.83160600652284,5.48964183878126e-09,2.58347471534696e-07
"Cd1d1",81.8732449213661,-0.944266582599025,0.162118059829293,-5.82456133260734,5.72628062752196e-09,2.68622934357524e-07
"Zbp1",1053.17737887658,-0.842500883650702,0.145003346827818,-5.81021681279617,6.23919873670891e-09,2.9175208614999e-07
"P2rx1",102.917390106769,1.29234341415726,0.222662197390572,5.80405398537573,6.47304202095293e-09,3.00771126562189e-07
"Stk16",177.939335418644,0.726490569400909,0.125167774938891,5.80413424905569,6.46994239275653e-09,3.00771126562189e-07
"Cd70",10.8016129355871,-2.52654918666708,0.435452047599777,-5.80212953548728,6.54779452355018e-09,3.03284753909424e-07
"Mcub",41.2713002964061,-1.46427739208303,0.252508489704442,-5.79892340965227,6.67420041502723e-09,3.08167561930329e-07
"Dhcr24",68.7821937466632,1.64113306037642,0.283216246240691,5.79462895282394,6.84723951333468e-09,3.14181305544666e-07
"Perp",25.650495794185,1.87628018580079,0.323781284420884,5.79490006396358,6.83618763611789e-09,3.14181305544666e-07
"Pla1a",24.5785396885862,-1.54690397095569,0.267044831076683,-5.79267520258234,6.92739979824307e-09,3.16869193886614e-07
"Muc13",46.3192535117497,1.79808024299781,0.310674266007768,5.78767036646947,7.13692890438455e-09,3.2543952516484e-07
"Ube2c",473.745110606949,0.965509889089583,0.166907559506989,5.78469837999851,7.26425509350531e-09,3.30219992377518e-07
"Aurka",94.7267160387575,0.890705728430808,0.154451797382241,5.76688483738695,8.07501902568733e-09,3.65914631581692e-07
"Lamp1",1433.28763335472,-0.482743661490747,0.0837169603649447,-5.7663782749199,8.09931589348566e-09,3.65914631581692e-07
"Atad3a",219.350478821653,0.641367501527508,0.111245980689132,5.7653094300976,8.15081563628139e-09,3.67111736158036e-07
"Phyh",131.866221518241,-0.907184613491802,0.157372959026092,-5.76455204951312,8.18750080822124e-09,3.67636313049274e-07
"Csf2rb2",982.953798593642,-0.727419138380567,0.12627255742041,-5.76070646893376,8.37625978161525e-09,3.74965312114197e-07
"Tamalin",75.3743269422889,-1.26736380257409,0.220173415979941,-5.75620720118888,8.60247881624366e-09,3.83921569783908e-07
"Serpina3f",192.020136003035,-1.64974083619922,0.286999105169112,-5.74824383242282,9.01751354192807e-09,4.01224701018575e-07
"1700020L24Rik",53.4401262141469,1.78972640131921,0.311805340530121,5.73988373090843,9.47415743508515e-09,4.20269044167237e-07
"Eva1b",81.0070519742016,-1.12454471681792,0.196101688950916,-5.73449786605046,9.78016561459175e-09,4.32536661804369e-07
"Pbxip1",209.45986220686,-0.848390279971767,0.14797530562815,-5.73332338372527,9.84816089286412e-09,4.34235875044816e-07
"Dnajc12",38.1016290650701,-1.1974933309371,0.208971835366896,-5.7304053861356,1.00190899749742e-08,4.40449994319002e-07
"Bmp2k",172.016518324907,-0.831312903661206,0.145524422531318,-5.71253188434609,1.11307553008533e-08,4.87859343529637e-07
"Nolc1",379.413665156002,0.681082983472203,0.119420727596943,5.70322252407411,1.17563344141587e-08,5.1374481608063e-07
"Poc1a",74.0457619324831,1.60317641038673,0.281256261634689,5.70005588877884,1.19768156145136e-08,5.21826657768257e-07
"Prss57",67.9376846457279,1.82915472832324,0.321076475710398,5.69694408248423,1.21973909952702e-08,5.29864769182107e-07
"Marcksl1",586.557095488386,-1.14834674633236,0.201644278054211,-5.69491362419733,1.23434394807984e-08,5.3462749821995e-07
"Riox1",87.6153545906291,0.867709770791059,0.152491890964502,5.69020270719216,1.26888649398324e-08,5.47972364445761e-07
"Rbfa",231.967560505024,0.62029304040505,0.10908184746426,5.68649188498832,1.29675544974538e-08,5.5791166005805e-07
"Spc24",139.982381810503,0.81754986426524,0.143779652955967,5.68613046044574,1.29950138077949e-08,5.5791166005805e-07
"Ptpn7",172.512695979335,0.843347955813441,0.148395268635286,5.68311889974172,1.32260249379832e-08,5.66174122928301e-07
"Itga2b",110.22971230025,1.50588378711088,0.26543279076501,5.67331482583874,1.400604858696e-08,5.97822126169573e-07
"Hspd1",601.895379218086,0.61603106747858,0.108750903875012,5.66460641271166,1.4736238900556e-08,6.25936999023766e-07
"Mcm6",413.128306565691,0.598919275421842,0.105733064487767,5.6644463898153,1.47499967079087e-08,6.25936999023766e-07
"Tkt",1236.0329720064,0.95590811894474,0.168798887239005,5.66300012150706,1.48749054357151e-08,6.29418549027681e-07
"Cd3g",168.720765178919,-0.868192163247109,0.153396245043268,-5.65980062290455,1.5154895677652e-08,6.38671545063353e-07
"Slc37a2",44.9163222956026,-1.1159066863831,0.197173725688807,-5.65951007156147,1.51805740807131e-08,6.38671545063353e-07
"Gucd1",209.240132002494,-0.633206022299619,0.111949792999804,-5.65616072466278,1.54796518551286e-08,6.48925604971028e-07
"Isyna1",198.058300167193,1.0547155436428,0.186484062354931,5.65579455061086,1.55126940914548e-08,6.48925604971028e-07
"Gsto1",307.973438396275,-0.610417776243045,0.108106284847295,-5.64645965870797,1.63785575464303e-08,6.8319988765408e-07
"Psat1",336.590588291842,0.857825203888908,0.152254473911333,5.6341543328866,1.75919428943267e-08,7.31735120445888e-07
"Marco",18.8055803399416,-3.00902691122343,0.534187340348406,-5.63290569421001,1.77198366868258e-08,7.34972774216562e-07
"Cyp1b1",13.411926746775,-2.15341924466815,0.383216849638351,-5.61932296740181,1.91707199126236e-08,7.92911775991696e-07
"Tmem40",51.3092352295472,1.87886518851759,0.334421506699606,5.61825466029397,1.92896049940347e-08,7.9558783743655e-07
"4930520O04Rik",5.86566584013258,-2.99708312732304,0.533946378833625,-5.61307885235592,1.98757970400355e-08,8.17468705711039e-07
"Exosc5",201.585926014704,0.76126159860905,0.135727859011419,5.60873503902396,2.03810770156814e-08,8.35908809556563e-07
"Trafd1",502.947181625073,-0.787421894072331,0.140533468165188,-5.60309159343286,2.10561883419092e-08,8.61192237950565e-07
"Thap12",130.624011242777,-0.822789310438535,0.146902560880045,-5.60091876894094,2.13218643007523e-08,8.69635926466515e-07
"Mir22hg",81.8321669220636,-1.03889033433755,0.186222722703397,-5.57875171867308,2.42250722512535e-08,9.85309517632008e-07
"Tmem109",179.430986662266,-0.684099822036826,0.122646332021735,-5.57782536794979,2.43543963516522e-08,9.87833153677652e-07
"F13a1",95.2354988956501,-1.98539932480785,0.356118103198264,-5.57511484807191,2.47366615935633e-08,1.000574110684e-06
"Dtnbp1",308.86433620826,0.527310365681435,0.0946521387508066,5.57103487190818,2.53230631364228e-08,1.02147949459367e-06
"Acvrl1",22.3807250149733,-2.05028768626502,0.368187159564042,-5.56860181841403,2.56791557120846e-08,1.03300559813846e-06
"Avpi1",76.0259530489048,-0.973491330772222,0.175202238485803,-5.55638637488701,2.75416862736667e-08,1.10490322283128e-06
"Cacna1d",9.32127979501262,-2.32334426640117,0.418233043910991,-5.55514276125832,2.77384960774194e-08,1.10976658829632e-06
"Mrpl41",209.742440169317,0.648358048471719,0.116770656242757,5.55240562426772,2.81764844610721e-08,1.12422641669e-06
"Ybx1",1926.82998263878,0.546344278529306,0.0984285881118076,5.55066662044058,2.84582327328365e-08,1.13239087050471e-06
"Sik3",171.806831272846,-0.547315557636466,0.09864315071045,-5.54843953882836,2.88230523328231e-08,1.14380777676444e-06
"Prr5l",36.2925118825733,-1.29821021230084,0.234060532248854,-5.54647210201413,2.91491111652599e-08,1.15362910846229e-06
"Batf3",80.4073382551694,-1.03213553818843,0.186122250005307,-5.5454709910234,2.93163939836975e-08,1.15713067973825e-06
"Stfa2l1",24.7824947389745,7.12116141308389,1.28430912701374,5.54474095317063,2.94389681309958e-08,1.15885353637376e-06
