"","baseMean","lgFC_LcDC_vs_LMoDC","lfcSE","stat","pvalue","padj"
"Gm9895",8.44623673039131,-1.77810679033547,0.579534856623906,-3.06816194058435,0.00215379866502409,0.0260579901602717
"Gbe1",32.3745784686754,0.858946894924582,0.280091823652004,3.06666179585366,0.00216463623198552,0.0261633076788161
"Adipor2",360.913169701898,0.451729221401225,0.147334719591169,3.06600659134998,0.00216938532431139,0.0261949007467048
"Tmem119",15.8549613126974,-1.24696476506584,0.406839269721472,-3.06500590741777,0.00217665697770528,0.0262568611627221
"Nectin2",12.8179252677377,-1.31757858626078,0.429947048718465,-3.064513619033,0.0021802424751499,0.026274277686777
"Fam118b",65.9051953431185,0.561451421205949,0.183267278577913,3.06356609626446,0.00218715883641994,0.0263317611434739
"Romo1",500.662684745663,-0.335794927387836,0.109679039983247,-3.0616143926782,0.0022014685471477,0.0264780550356941
"Edem2",147.523980996051,-0.603654453243555,0.197284160447189,-3.05982219695304,0.00221468428441058,0.0265588922787381
"Pitpnm1",296.232679500449,-0.374403519874423,0.12235184936788,-3.06005607441772,0.00221295554542553,0.0265588922787381
"Ppm1a",124.147951709447,0.513516593388796,0.167823466796246,3.05986167007415,0.00221439242635885,0.0265588922787381
"Aebp2",479.42092870693,0.336587955853711,0.110034799132445,3.05892279994597,0.00222134384452589,0.0266127405123473
"Hnrnph3",141.001007987237,0.503664924391131,0.16475645494684,3.05702695869272,0.00223544169967701,0.0267294335006214
"Itga5",7.73822992431583,-1.65615214829737,0.541736617476935,-3.05711686245371,0.00223477130985183,0.0267294335006214
"Adgrl2",21.5647316305773,0.852800430599508,0.279047241705213,3.05611489075535,0.00224225318705798,0.0267847732218377
"Hspa2",20.9573228711781,-1.19467947920659,0.391072452521124,-3.05488016735736,0.00225150462374131,0.0268430113936428
"Tpt1-ps3",123.771748113583,2.82263267139566,0.92396930115267,3.05489875894618,0.00225136506321681,0.0268430113936428
"Lsm7",59.9493176948131,0.898752148161475,0.294328834436747,3.05356473103087,0.00226139928712882,0.0269348023830062
"Guk1",219.965818429537,-0.377991891000124,0.12382246708946,-3.05269229312828,0.00226798368923901,0.0269870260907703
"Ube2r2",87.2895452578992,-0.738216759326072,0.241966795916031,-3.05090108141223,0.00228155727736126,0.0271222332157635
"Kdr",27.4646339981498,-1.61423274703735,0.529354321793145,-3.04943717389379,0.00229270581189389,0.0271938398122306
"Mapk11",21.1498079142521,-0.930714023226728,0.305228453102803,-3.04923742778744,0.00229423086123726,0.0271938398122306
"Psmb5",265.614537584827,-0.526020750160719,0.172503025598624,-3.04934216855217,0.00229343105604877,0.0271938398122306
"Arl14ep",87.396165543936,0.480486087733706,0.157592716882679,3.04891049052354,0.00229672901253912,0.0271971732874806
"Ints6l",58.5119061168458,0.920711055951263,0.302113045005656,3.04757133520674,0.0023069876216785,0.0272923087201078
"Actb",19224.7623658898,-0.633369783830257,0.207893737955128,-3.0466034718514,0.00231442805481058,0.0273539531564704
"Eepd1",26.4809258168292,0.901363301772024,0.295982820418219,3.04532303766284,0.00232430514198004,0.0274442497418779
"Rnaseh2b",121.246398307807,0.440946404372359,0.144843069484135,3.04430447340566,0.00233218975330028,0.0274844417804878
"Tnrc18",187.928414598749,-0.429454932342873,0.141058773142511,-3.04451061621668,0.00233059204674415,0.0274844417804878
"Stim2",85.5987119779349,0.542505845391695,0.178268986813063,3.04318690025752,0.00234086895848303,0.027560249887399
"Cxxc5",132.527204698652,-0.5587745952261,0.18367556595921,-3.04218251517565,0.00234869435691988,0.0276190697088736
"Dennd5a",297.885202802026,0.334143535467568,0.10984452090365,3.04196816298797,0.00235036752331791,0.0276190697088736
"Sos2",74.5522029274581,0.664785311210694,0.218624432954421,3.04076402727269,0.00235978693491338,0.0277032211650883
"Tmem51",57.3000052088327,0.935344787092733,0.307646105232429,3.04032708746978,0.00236321345606353,0.0277169241672919
"Tmem160",289.517426950599,-0.479707239058421,0.157861518676912,-3.03878515219542,0.00237534188673595,0.0278325637693186
"Cntnap1",8.97780277961389,1.25029524419764,0.411526046318026,3.03819224903062,0.00238002064648808,0.0278342166740856
"Gbf1",179.37853751023,0.425522058355933,0.140049178861514,3.03837596060956,0.002378570027244,0.0278342166740856
"Safb2",299.353773957546,0.33861238081263,0.111496189422751,3.03698612989133,0.00238956450886901,0.027919216566481
"Zyx",958.653905119253,0.452983415279083,0.149191055644787,3.03626389210358,0.00239529623957427,0.027959556866886
"Nuak2",38.654348955381,-1.08873632717915,0.358664473102755,-3.03552877083322,0.00240114313628646,0.0280011634942608
"Nob1",217.025374709623,0.380778283074701,0.125502685098799,3.03402499137722,0.00241314438756215,0.0280345221085346
"Pfkfb3",179.297781269166,-0.54905132292291,0.180927002048087,-3.03465661127233,0.00240809693074483,0.0280345221085346
"Pik3r5",239.297077764204,0.394206861493984,0.129917207183179,3.03429291655081,0.00241100213873421,0.0280345221085346
"Sap18b",16.8709623887411,-1.15848711080657,0.381829145035967,-3.03404579212371,0.00241297800871126,0.0280345221085346
"Ager",10.1011160479854,-1.38615779129611,0.456932595210362,-3.0336154737614,0.00241642213366741,0.0280460423233981
"Polr1e",57.0555470606327,-0.679486793494142,0.224043752704152,-3.03283079886364,0.00242271399564903,0.0280924908304559
"Alad",117.020521725,-0.563613598453742,0.185958840173397,-3.03085133209156,0.00243865289532767,0.0281608437622105
"Galk1",79.1457145874073,-0.81800913213138,0.269944833980404,-3.03028259540896,0.00244325014511123,0.0281608437622105
"Lars",193.453391217317,0.350260110074436,0.115604156700204,3.02982280284925,0.00244697256688266,0.0281608437622105
"Mcm3ap",156.880548506985,0.501942051814639,0.165588047392773,3.03126982724809,0.00243527514499877,0.0281608437622105
"Ppp2r5e",122.02353893344,0.74581675768117,0.246142987171565,3.03001424599322,0.00244542203752492,0.0281608437622105
"Rnf6",168.452214337021,0.504163232716472,0.166335802906617,3.03099647764659,0.00243748091387853,0.0281608437622105
"Rps15a",50.2225522695686,-2.09286867902385,0.690644145810151,-3.03031407957398,0.00244299544300761,0.0281608437622105
"Sec11a",272.363687977731,0.508496846746664,0.167733719528778,3.03157199503599,0.00243283895641934,0.0281608437622105
"Slk",240.878428794711,0.463749688257638,0.15308705494334,3.02932007170221,0.00245104855302278,0.0281813155093565
"Fcgr1",25.1206741897703,-1.4122056455835,0.466364002196995,-3.0281188919615,0.00246081251012424,0.0282670860245358
"Brox",121.001537660966,0.437756117849727,0.144684159632041,3.02559809562445,0.00248141897334115,0.0284771262534605
"Rdx",145.809413686951,0.468439929866522,0.154883211041521,3.02447196643505,0.00249067553014178,0.0285566424334387
"Epb41",435.846271863787,0.504513357501505,0.166872722849725,3.02334227479369,0.00249999310078461,0.0286248290216138
"Fbxw5",115.547291387665,-0.586711541398258,0.194088758047234,-3.0229032701393,0.00250362255788976,0.0286248290216138
"Rps19-ps4",5.53347963556245,-2.03806789699864,0.674191100906584,-3.02298249599862,0.00250296720435131,0.0286248290216138
"Arhgap33",14.3450136752282,1.4657691495593,0.48523763813246,3.02072435106358,0.0025217081408423,0.0288047630091745
"Mon2",181.928449263116,0.369404862322706,0.122313923206633,3.02013746790418,0.00252659980751097,0.0288337920358554
"Chpt1",91.1073602132311,-0.557679853374144,0.184827547333685,-3.0172983487538,0.00255038662622596,0.0290568529815447
"Gm2451",19.7665898327802,-1.53473508664681,0.508655394215099,-3.01723938073052,0.00255088283837004,0.0290568529815447
"Mpi",28.4672376049524,-0.697970423579882,0.231383517082538,-3.01650883511682,0.00255703766016898,0.0290999424999564
"Rbm8a",410.545205147869,-0.358232752132292,0.118851384949931,-3.01412349787264,0.00257722873303392,0.0292754093489446
"Tmem134",467.605778641909,-0.452509161143641,0.150118337964502,-3.01434966093645,0.00257530810190185,0.0292754093489446
"Dhcr24",68.7821937466632,0.85669618255013,0.284375215381231,3.01255572290873,0.00259057870578594,0.0293455397623102
"Mir142hg",272.681665398687,-0.592379069649083,0.196619314265137,-3.01282237639315,0.00258830363533197,0.0293455397623102
"Mmp19",32.7412077651761,-1.0533332455637,0.349637001357767,-3.01264809351763,0.0025897903987582,0.0293455397623102
"Bace1",26.0234019238393,-0.945111316278519,0.313970747210947,-3.01018908504724,0.00261085098213748,0.0295478965395412
"Erlin1",40.6336071235095,0.762050478378292,0.253242036703154,3.00917844564468,0.00261955208068895,0.0296190460146471
"Atp6v1c1",195.094900504879,0.332296170575085,0.110461709733575,3.00824757625568,0.0026275898445945,0.0296825710989736
"Dhx34",52.3333867752877,-0.642186425155178,0.213640799067557,-3.00591660374808,0.00264781606828233,0.0298835395820494
"Cxcl11",22.7634819017209,-3.4198102801444,1.13785261022605,-3.0054949555066,0.00265148994160011,0.0298974987164983
"Cystm1",58.4280635358789,0.811481770343617,0.270256226250307,3.00263857600096,0.00267650087345515,0.0300965286118679
"Gm45220",20.0192240825272,-1.14169789269551,0.380201997389986,-3.00287189581602,0.00267444982875868,0.0300965286118679
"Usp32",94.5602553327988,0.537381642918488,0.178944708918103,3.00305969462572,0.00267279998910408,0.0300965286118679
"Dnmt3l",39.7207106003214,0.743908983890369,0.248009529270119,2.99951774465949,0.00270407372186385,0.0303787329851883
"Pdk3",113.454994165089,-0.473384107596166,0.157932208077459,-2.99738801450804,0.00272303883011737,0.0305638063750045
"Aqp1",38.6881119229433,-3.57865022166527,1.194585506897,-2.99572546377279,0.00273792811338511,0.0307028355530243
"Fam221a",15.6581035388008,1.0873855511113,0.363263129248218,2.99338265725363,0.00275903582209902,0.0308830761546631
"Gm6548",53.5203368083567,-1.2590951609494,0.420609108459938,-2.99350426708443,0.00275793652103296,0.0308830761546631
"Scamp1",40.741467202917,0.80650585387783,0.269493171761962,2.99267639549027,0.00276542804371234,0.0309264095171039
"Tmsb10",431.965169179618,-1.03138625992561,0.344750178648383,-2.99169173448796,0.00277436257465949,0.0309980692767966
"Fau",3209.68364438984,-0.420450136637216,0.140577844783391,-2.99087055492324,0.00278183387625871,0.0310447251367184
"Ten1",183.53470946478,0.401590946945747,0.134280958548814,2.99067679651513,0.00278359941721472,0.0310447251367184
"Lgmn",344.301400398657,-0.520087104963955,0.174002484577113,-2.98896367042086,0.00279925413315698,0.0310626269774089
"Nab2",113.724431754527,-0.469899516594196,0.15715550737805,-2.99002894924843,0.00278951008373299,0.0310626269774089
"Pdp2",27.3081125503773,1.0879821538234,0.363901597093295,2.9897702085228,0.00279187391902707,0.0310626269774089
"Slamf7",395.752332002537,-0.612567250459918,0.204894912533828,-2.98966549673986,0.00279283107768293,0.0310626269774089
"Spsb1",35.0018981552294,-0.874838642612696,0.292657667115874,-2.98929001667438,0.00279626576346782,0.0310626269774089
"Zfx",47.0965070590674,0.701505166553583,0.23470824911794,2.98883899134316,0.00280039659577879,0.0310626269774089
"Klf5",8.96067000318424,1.34740000496884,0.451745708094878,2.98265148030106,0.00285763197115117,0.0316688609052237
"Hsd17b4",131.599324132013,0.440916798746859,0.147980393607268,2.97956227848014,0.00288660544441796,0.0319610790542595
"Rheb",361.077649820227,0.485891392863447,0.163113442792485,2.97885560224245,0.00289327090115431,0.0320059940625438
"Mfsd8",12.3859033282814,1.57456312028169,0.528686783624481,2.97825322866417,0.00289896365082867,0.0320199945406738
"Zfp513",177.555044083106,-0.413642332114309,0.138891471657228,-2.97816940938707,0.00289975659721948,0.0320199945406738
"Tspan17",18.3857555413074,1.16880452835141,0.392503973942596,2.97781578263038,0.00290310415391354,0.0320281310793267
"Rps19",10200.4049319389,-0.240932704844382,0.0809310912906862,-2.97701045422711,0.00291074084625316,0.0320547295348598
"Ulk1",101.347747806191,0.465834283340712,0.156473682819125,2.97707751839132,0.00291010419736005,0.0320547295348598
"Atxn1",56.6127983710845,0.597943108994953,0.200885356051923,2.97653906061923,0.0029152194358399,0.0320581059202902
"Litaf",423.327077430834,0.415616760862094,0.139636078831082,2.97642818633477,0.00291627373712454,0.0320581059202902
"Hspa5",1490.45788254857,-0.515320211547967,0.173181852907281,-2.97560167475435,0.00292414399135871,0.0321158446606881
"C2cd5",78.8974032467981,0.59041643102511,0.198464826492234,2.97491722568892,0.00293067615765291,0.0321506900278688
"Sirt6",26.6743917335436,-0.765951447843815,0.257486879900213,-2.97472029697456,0.00293255804867829,0.0321506900278688
"Smad4",199.803567931429,0.481068529462533,0.161748556973975,2.97417509288775,0.00293777388474596,0.0321791160875567
"Arhgap21",42.3008293991908,0.673182398370466,0.226370246167297,2.97381131031221,0.00294125881237733,0.0321885487156513
"Fmnl2",34.1493138957228,1.00307777853149,0.337416301526308,2.97281955256473,0.0029507787234967,0.0322639513189461
"Chst3",187.730825296608,-0.549710084789644,0.185072314969257,-2.97024481960449,0.00297562505576074,0.0324488606080646
"Gm16096",6.70487995900002,1.58465359414133,0.533505630198453,2.97026592493854,0.00297542061438857,0.0324488606080646
"Tmem198b",26.6614817299099,-1.0120085247838,0.340662307780124,-2.97070882710333,0.00297113330229733,0.0324488606080646
"Sting1",181.102016093133,-0.376402707483047,0.126828485389728,-2.96780889818568,0.0029993074213956,0.0326780670032693
"Plpp3",23.02544608683,2.14352377456111,0.72266450512837,2.9661395562528,0.00301563615406508,0.0328268184011272
"2900093K20Rik",10.8774932882269,1.89954703791467,0.640473609922534,2.9658474736288,0.00301850149295935,0.0328288797124338
"Arg2",57.1897936761188,0.880686366158014,0.297100985080537,2.96426605896067,0.00303405838456608,0.0329688469989873
"Exosc5",201.585926014704,-0.419521240146807,0.141626417215053,-2.96216799377043,0.00305481060734433,0.0331649703813276
"Abhd16a",210.000969625134,0.405267994599387,0.136831173074104,2.96181042297945,0.00305836026801348,0.0331741501043231
"Wdr46",98.2921311802108,-0.480633213459499,0.162307260805959,-2.96125515933698,0.00306387991299379,0.0332046632266853
"Bcl7b",156.651943474355,0.399206935806901,0.134853948368031,2.96029104552001,0.00307348535315225,0.0332207209801514
"Fndc3b",25.0693927192522,0.923417731093945,0.31188310193374,2.96078154080347,0.00306859513547724,0.0332207209801514
"Pank3",27.2649589725712,1.56662870628982,0.52916811376288,2.96055008898708,0.00307090181567324,0.0332207209801514
"Hspa1b",103.540017944966,1.47655713083661,0.499118636086185,2.95832899050806,0.00309311811470785,0.0334034973866514
"Gm47242",5.29431010033293,-2.44193157879762,0.825854568895897,-2.95685423410843,0.00310795006087304,0.0335341524597981
"Bcl2l1",215.225117271471,0.544367766768401,0.184215039305278,2.95506690887644,0.00312601248426608,0.0336994034771321
"Fkbp4",419.453632739192,-0.40609955352793,0.137560210183663,-2.95215857104121,0.00315560833776457,0.0339885891902509
"Cldn13",26.0671234644737,-2.9775195501116,1.00889819999487,-2.95125866031551,0.00316481762628394,0.0339982334844583
"Isoc1",141.161226173411,-0.808422926530849,0.273896545280027,-2.95156306445681,0.00316169975069632,0.0339982334844583
"Rps16",2601.39997847341,-0.605047357607265,0.205011962941088,-2.95127830067718,0.00316461637429042,0.0339982334844583
"Tnip2",52.4803820461369,-0.553610618186603,0.187698503659558,-2.94946740327098,0.00318322150752892,0.0341660205200042
"H2bc4",110.460946866953,0.714867511517846,0.242578546297284,2.94695273934803,0.00320922247652226,0.0344149836905377
"Ccdc88c",242.589540866731,0.46575009210209,0.158151185272513,2.94496744554616,0.00322988644785369,0.0346063292072219
"Soat2",5.66277149120555,1.85042857967669,0.629053965730789,2.94160545912305,0.00326515642025092,0.0349536989211503
"Vcpkmt",29.9538712629878,-0.776516798475658,0.26414946539939,-2.93968718544092,0.00328543753936184,0.0351401462361735
"A430005L14Rik",93.0565065658541,0.535035472135912,0.182068959449001,2.93864189565922,0.00329653719768258,0.0351662795854256
"Herpud2",104.073030238253,0.453408839791699,0.154305834653976,2.93837780540476,0.00329934690274086,0.0351662795854256
"Nono",225.915235512441,-0.580923004295401,0.197648554848265,-2.93917152463562,0.00329090894448013,0.0351662795854256
"Prpf31",170.160240740679,-0.374625756503712,0.12749154205818,-2.9384361539274,0.00329872593435152,0.0351662795854256
"Chfr",130.824740882054,0.531630998102314,0.181034228810085,2.93663248987032,0.00331797054773733,0.0353034368427073
"Gm14539",13.7547744512302,-2.48091823693,0.84474707627607,-2.93687697371706,0.00331535599321249,0.0353034368427073
"Tgfbr1",99.7669792026104,0.512949157259741,0.174772902921809,2.93494671476177,0.00333604970960592,0.0354650414535922
"Phf10",170.519306008907,0.333633439072398,0.113705412511155,2.93419136085248,0.0033441796004969,0.0355206886051048
"Ppia",97.6149374710024,1.14479995229891,0.390241036732298,2.93357142007654,0.00335086551308019,0.0355301798742159
"Prmt3",130.979654477529,0.442714058498882,0.150900212493944,2.9338199806488,0.0033481833864377,0.0355301798742159
"Rtraf",209.848339466872,-0.554332286051722,0.189029934057925,-2.93251060375367,0.00336233440387639,0.0356210004030705
"Mrpl2",180.129014072408,-0.343157292810955,0.117036284487307,-2.93205901327269,0.00336722755925169,0.0356420601353751
"Gfi1",57.0282872676202,-0.813097340122349,0.277376887506067,-2.93138100810424,0.00337458618056251,0.0356891579854663
"Il1rn",342.734268057313,-0.871711366803734,0.29743442567779,-2.93076823510691,0.00338124940888657,0.0357288266565206
"Lonrf1",11.2071008760083,1.30852851879521,0.446605154806856,2.92994495184704,0.00339022056272006,0.0357927933420393
"4931414P19Rik",19.8913261734133,-1.05285654351334,0.359524189875842,-2.92847205601641,0.00340632450006326,0.0359111157920039
"Itgb2",882.672754285891,0.355756483787479,0.121485571543402,2.92838465727085,0.00340728226132153,0.0359111157920039
"Flad1",67.2735650801562,-0.554119777284245,0.189264061388975,-2.92776015276043,0.00341413304682615,0.0359524328055478
"Ppil4",147.298479544223,0.419000834896872,0.143127387928921,2.9274679078539,0.00341734326496488,0.0359553749353252
"Il2rg",1322.38067477908,-0.400223832356666,0.136749627527749,-2.9266904750834,0.0034258965011531,0.0360020122338407
"Ldb1",384.766748538185,-0.368547851833313,0.12593331721009,-2.92653175504364,0.00342764511649217,0.0360020122338407
"Cab39",259.641560683875,0.334239540293919,0.114245090591426,2.92563591628857,0.00343752979595483,0.036074949133254
"Ino80",122.177971081489,0.526150558269162,0.179887032505477,2.92489431250772,0.00344573227095692,0.0361301226496576
"5830428M24Rik",43.3809085819734,-0.887177211311293,0.303384183022386,-2.92426982340682,0.00345265321727104,0.0361717759773537
"Dmkn",36.7844283715664,0.860910451256344,0.294523308819893,2.9230638984258,0.00346605378827726,0.0362811841933322
"Slc17a5",23.3504152400182,0.916159433424628,0.313528142844511,2.92209632319668,0.00347683995945944,0.0363630627644062
"Tbc1d31",62.1696469196993,0.546065266248242,0.187036374030775,2.91956721829089,0.00350517791992401,0.0366239180917105
"Twf2",391.359141146433,-0.323406801143155,0.110780854269669,-2.91933839358108,0.00350775218110204,0.0366239180917105
"Uso1",291.216062626439,0.303567264725908,0.104003264513868,2.91882438637711,0.00351354099797147,0.0366531640842806
"Ddi2",136.607470104518,0.372528510142301,0.127733848818681,2.91644316355884,0.0035404722237706,0.0368532907512982
"Dnaja3",92.9059076094953,0.433192204016977,0.148538304227552,2.9163669685723,0.00354133706880554,0.0368532907512982
"Dpagt1",57.0109623393618,-0.563334057155527,0.193165287041517,-2.9163317373605,0.00354173702280572,0.0368532907512982
"Muc1",4.62155905859081,-1.74198571847805,0.597601439819494,-2.91496238530519,0.00355731414473607,0.036984008413239
"Irgm2",131.570554234353,-0.964122178583844,0.330921215942213,-2.91344928078653,0.00357459899369812,0.0371322442461377
"Slc38a7",47.9397497593041,0.682746383302085,0.234372320763428,2.9130845360841,0.00357877704236914,0.0371441935328127
"Clint1",440.855924140783,0.515108448779284,0.176917273732535,2.91157803820802,0.00359608065912253,0.0372321214715516
"Klhl2",45.9043839630518,0.580866931074886,0.199504066473178,2.91155434244233,0.00359635343526154,0.0372321214715516
"Ppp1r14b",184.331906991393,-0.738390427796118,0.253605565250822,-2.9115702846104,0.00359616991335319,0.0372321214715516
"Ankrd10",202.888043058461,0.414523496651924,0.142393863095739,2.91110506899596,0.00360152885319959,0.0372450233162858
"Chchd7",134.608515147974,0.419990328370481,0.144280996665149,2.91091923453512,0.00360367155823535,0.0372450233162858
"Osbp",113.46420473748,0.463567820071493,0.159336027965409,2.90937226182224,0.00362155348394759,0.0373983317685766
"Niban2",90.8737272686752,0.634898164830343,0.218244933310477,2.90910838203575,0.00362461179459912,0.0373984335543667
"Jade1",106.478594056963,0.446881572285608,0.153670722160517,2.90804628235441,0.00363694507100972,0.0374941530513842
"Bnip3",45.7375276414348,-0.658208420636989,0.226413525464339,-2.90710733507243,0.00364788005080909,0.0375437856235956
"Chpf",60.289470690823,-0.706560268179604,0.243025602554917,-2.90734910540935,0.00364506153917085,0.0375437856235956
"Ier2",588.140510288434,-0.498162122546415,0.1713956484061,-2.90650391173342,0.00365492329086422,0.0375532654374558
"Thoc1",47.6968050927278,0.984551077979836,0.338725520050592,2.90663389588356,0.00365340505388849,0.0375532654374558
"Tbl2",7.15969662691254,-1.45239533407912,0.499975585507986,-2.90493251306152,0.00367332294051676,0.0376792022025582
"Tmem131l",312.203410085812,0.394293526748912,0.135724761277147,2.90509648378583,0.00367139906444339,0.0376792022025582
"Osm",121.950070727525,0.734067527975907,0.252764722689287,2.904153396747,0.00368247687966199,0.037741542489301
"Wdr81",111.523867677317,0.614784959700283,0.211810070876586,2.90252940833251,0.00370162403581185,0.0379061132481968
"Nol11",76.5953051250298,0.534082386417463,0.184151325420999,2.90023645062813,0.00372881260563311,0.0381526881116822
"Anln",22.1038065355009,0.896050061343463,0.309187321250591,2.89808151808796,0.00375452989156241,0.0383483880126386
"Atp6v1h",166.198023215706,0.546313038187416,0.188523651728666,2.89784880134669,0.00375731679093509,0.0383483880126386
"Mtmr3",268.930455438519,0.31444067433772,0.108490709142947,2.89831891432671,0.00375168888885271,0.0383483880126386
"Psph",299.247065703759,0.337368432387141,0.116449270082011,2.89712792660311,0.00376596156335746,0.038404668710947
"Spdl1",64.4390640107144,0.509270636968698,0.175851758908882,2.89602242325353,0.00377925394658989,0.0385082121401701
"Rpl7a",4711.09659608119,-0.38694428852924,0.13368519410233,-2.8944438546654,0.00379830830203834,0.0386702458501297
"Ggct",56.308417397585,0.60787209044991,0.210039141780841,2.89408957442883,0.00380259667332401,0.0386818043021053
"H2-Aa",9246.63040699598,-0.470556895784003,0.162645256923708,-2.89314859027662,0.0038140081493787,0.0387657431454664
"Coq4",44.4649905790331,-0.616653104954105,0.213229486334885,-2.89196919034748,0.00382835487391502,0.038879352312243
"Ubn1",207.752068784821,0.326108712258859,0.112938593813299,2.88748691875831,0.00388332753189569,0.0394050141946206
"Mtus1",20.2316600786382,-1.45190469352865,0.503147023523634,-2.8856469891458,0.00390610012799474,0.0395876190480466
"Trim35",258.963813674737,0.353390863744492,0.122470769798912,2.88551190071504,0.00390777687212133,0.0395876190480466
"Cxxc1",217.380203858692,0.446348988637761,0.154724602921013,2.88479647199756,0.0039166678179109,0.0396449511469727
"Dnajc17",20.597733867587,-0.993193379778856,0.344441062769668,-2.88349296042852,0.00393291437316829,0.0397765816405842
"Dock5",58.4707152018113,0.629912126394412,0.218679326503344,2.88052893003939,0.00397008515494961,0.040086423605697
"Ndufa7",570.691550418203,-0.312370925582054,0.108432965645706,-2.88077452942398,0.00396699310847188,0.040086423605697
"Hmgb3",66.5882886604098,0.68204302504701,0.23688609091524,2.8792024994454,0.00398682250520146,0.0402223178403055
"Cnn3",144.117553234139,-0.632536852604842,0.220003459754573,-2.87512229721512,0.00403871031039247,0.0406360419931739
"Il12b",70.6955415233739,1.79337213043005,0.623795261697168,2.87493708360465,0.00404108014604436,0.0406360419931739
"Metrn",67.0329410424218,-0.719086940399049,0.250092463081432,-2.87528433099925,0.00403663809874826,0.0406360419931739
"Seh1l",69.883851437569,0.745589686759152,0.259302682642118,2.87536433931998,0.00403561524729286,0.0406360419931739
"Acta2",15.3315202124449,1.22007952120753,0.424498664927195,2.87416574423569,0.00405096312871305,0.0407020603300997
"Commd10",58.7508540412149,0.771291268295097,0.268470548711318,2.87290830222295,0.0040671214699456,0.0407975847860119
"Kremen1",80.863281588478,0.653512271138917,0.227461541095047,2.87306710397184,0.00406507761838885,0.0407975847860119
"Psmd12",265.546651548924,-0.291523893058707,0.101493582941446,-2.8723381775466,0.00407446692435168,0.0408378760032242
"Mtx1",130.279943433222,-0.460002859385626,0.160340075752549,-2.86892005773743,0.00411875884676341,0.0412481090057906
"Arhgef18",188.876413921538,0.446686420835375,0.15574584534758,2.8680471048104,0.00413014037239563,0.0412647416935468
"Capzb",1071.56145774447,-0.437895795206266,0.15268191020871,-2.86802670079042,0.00413040674018693,0.0412647416935468
"Sec24b",138.938618748532,0.444307318303992,0.154917856734014,2.86801875310503,0.00413051049883237,0.0412647416935468
"Zc3h7a",363.959517315523,-0.266799266455063,0.0930392075635657,-2.86760037452793,0.0041359758564778,0.0412857215681608
"Foxd2",4.05340629168987,2.3401309658455,0.816182301297725,2.86716700683745,0.00414164393755679,0.0413086892893876
"Mrtfb",21.2097703125169,0.98296703441511,0.342909510112437,2.86654935318884,0.00414973450371553,0.0413557618940554
"Cdc14b",26.2148766266635,0.982041996712787,0.342707026593798,2.86554380420328,0.00416293674198789,0.0414536590508989
"Rrp7a",62.2060591984079,-0.697290806016703,0.243394115238384,-2.86486304458826,0.0041718963162512,0.0415091841101133
"Zswim6",54.2183471820263,0.696530429168642,0.243169636065704,2.86438076907119,0.00417825419597857,0.0415387540326298
"Chordc1",27.3184728516536,-0.923769828291313,0.322567936085599,-2.86379929605333,0.00418593149243643,0.0415813826309393
"Snapc5",107.793302848246,0.50230716276472,0.175439385524955,2.86313795081818,0.00419467890977565,0.0416345638067376
"Cyp51",44.3478588944933,0.840078529610169,0.293460101591287,2.86266693514671,0.00420091900149628,0.041662792490183
"Casc3",235.82460892297,0.355553479926095,0.124245274484681,2.8617062612706,0.00421367227335336,0.0417555181336825
"Pik3r6",49.8382517174435,-0.717657159274327,0.25100066014943,-2.85918434974266,0.00424731878259707,0.0420549691887819
"Cxcl16",374.830025985368,-0.405353891399255,0.141858493272528,-2.85745239532834,0.00427056688131729,0.0422510600806455
"Asnsd1",203.816058837492,0.397496798818708,0.139190378613788,2.85577784023164,0.00429315417029546,0.0424403024667081
"Gm8692",111.654843592052,-1.55049286772133,0.543355232209788,-2.85355284316593,0.00432333370063703,0.0427042333650685
"Ephx1",217.934216789092,-0.596719512515407,0.20918835725413,-2.85254648178383,0.00433704690613128,0.0427495989587934
"Rpl19-ps9",10.8338660187438,-1.61497753818181,0.566093135211251,-2.85284776961505,0.00433293727084436,0.0427495989587934
"Serpine1",11.8841877877656,-1.20173502211142,0.421299422550586,-2.85244877582791,0.00433838039645401,0.0427495989587934
"Jmjd8",31.1492470761059,-0.709370606364124,0.248730402391365,-2.85196582140355,0.00434497721681366,0.042780241168435
"Akr1c18",5.31106333135247,2.49956569633067,0.876595387499984,2.85144746592762,0.00435206770781151,0.0428156909698729
"Psmd4",429.417563997733,-0.356326518812653,0.125039137506427,-2.84971990305307,0.00437577452883375,0.0430144246151702
"Smchd1",132.748918830418,-0.904655439758771,0.317606824144693,-2.84835013288831,0.00439465460469403,0.0431654304967065
"Fmc1",213.912945754007,0.381724392129692,0.134065501050097,2.84729769508004,0.00440921089068573,0.0432391680311211
"Midn",247.509890740762,-0.414767149293247,0.145658647158011,-2.84752850164334,0.00440601486534054,0.0432391680311211
"Reps1",91.802469012666,0.427809305946104,0.15032505185853,2.84589495002278,0.00442868021800055,0.043360773275683
"Rere",397.684756137267,-0.348828573491027,0.122563544872801,-2.84610382192395,0.00442577626312311,0.043360773275683
"Eea1",121.339316431378,0.748934578582768,0.263234139212357,2.84512708277016,0.00443937075780049,0.0434307818633943
"Rpl10a-ps1",108.575700426616,-0.787244650303005,0.276770807947623,-2.84439192175204,0.00444962785670297,0.0434964418693482
