"","baseMean","lgFC_PcDC_vs_Naive","lfcSE","stat","pvalue","padj"
"Slc40a1",79.0553985219427,-3.77174592774081,0.32155671919947,-11.7296442665877,8.98354242599713e-32,1.75989787233193e-29
"F5",92.8416798404626,2.09952094216181,0.179421591520817,11.701606949118,1.25062496352589e-31,2.42048667639516e-29
"Siglecf",70.1595010403929,2.81967651608102,0.242053896120005,11.6489614969184,2.32272090635238e-31,4.44192721900531e-29
"Vcam1",119.000299672425,-4.46771302323781,0.38570612277168,-11.583204827377,5.01359956255308e-31,9.47511333798266e-29
"Rhob",163.971741899004,-2.19300344894977,0.189852216052001,-11.5511079857456,7.28748242215126e-31,1.36123392592369e-28
"Csf1r",412.486727822121,-2.59292742022558,0.225768916812758,-11.4848733688882,1.57165577975243e-30,2.90196303976357e-28
"Aqp1",38.6881119229433,-5.53904579268028,0.482552127327735,-11.4786475470625,1.68901817827906e-30,3.08322591089487e-28
"H2-DMb1",222.755316211974,-1.87847972659786,0.164539829511378,-11.4165654126192,3.45624464437551e-30,6.23832741205037e-28
"Btg2",326.87148706384,-1.52464487973678,0.134373911615177,-11.3462863543267,7.73798706213171e-30,1.38114471295649e-27
"Lipg",99.2383766660474,6.4488504012208,0.57066800836585,11.3005290408473,1.30429863926073e-29,2.28434506189902e-27
"Snord104",80.3894798701305,-2.59722409920924,0.229837503985,-11.3002623774523,1.30826534919516e-29,2.28434506189902e-27
"Crispld2",56.275484395883,3.00822026491682,0.266888258985625,11.2714597350603,1.81534990500479e-29,3.13567536279537e-27
"Selenom",84.1121974307084,2.5462493238282,0.226735331012258,11.2300509693857,2.9031103031455e-29,4.96123020316269e-27
"Fdps",415.612709042891,2.90302871380877,0.25864013141848,11.2242005828232,3.10178838070175e-29,5.24496089974662e-27
"Upp1",138.742441639734,3.68319937766616,0.32831407018167,11.218524310055,3.30743335983726e-29,5.53443848879434e-27
"Rhd",67.9633294780509,-7.75311640961761,0.692407517512218,-11.1973313598242,4.20201193324505e-29,6.95887831913901e-27
"Klf4",211.467735685015,-3.44966293837409,0.308118204604489,-11.1959075667152,4.27007043531994e-29,6.99942974214076e-27
"H1f2",174.798659095849,-2.27738642963374,0.204036056250921,-11.1616861817454,6.27892238254235e-29,1.01883443589051e-26
"Socs2",405.771734621048,2.86197524691366,0.256512805638098,11.1572412137252,6.60082069749709e-29,1.06035583684593e-26
"Inpp5j",105.564575022008,2.19334228856016,0.196827575724136,11.1434705248529,7.70568184967385e-29,1.22558488349664e-26
"Tppp3",37.9328289075773,-5.88321032792698,0.52837154345613,-11.134608592742,8.51180999395585e-29,1.34052662493046e-26
"Psap",738.736677954228,-1.8461000551572,0.165917688475043,-11.1266018236198,9.31180521825969e-29,1.45227999054489e-26
"Cebpe",262.305013797617,2.22012503727095,0.200264829921998,11.0859457356326,1.46790921785624e-28,2.26735516111948e-26
"St3gal5",73.5631775375452,-3.73362671004079,0.338117917876725,-11.0423805206385,2.38626025627646e-28,3.65075092922144e-26
"Ncf1",1994.36970036984,0.758065660501328,0.0687039016260683,11.033808016133,2.62509183793466e-28,3.97825238533796e-26
"Fosb",256.503976922993,-4.7066789996681,0.427102209301364,-11.0200296256184,3.05958364550117e-28,4.59337866180662e-26
"Ptpro",33.5684679352949,-3.71366765676956,0.338033225047839,-10.9861024940492,4.45762354922433e-28,6.63030228654997e-26
"Aurkb",153.273037017051,1.60085682465892,0.146005230284271,10.9643799851694,5.66877596833132e-28,8.354423592227e-26
"Tubb2a",198.538574666965,-1.45706862278085,0.13291438873031,-10.9624596456394,5.79038661867469e-28,8.45607005839911e-26
"Abcg3",22.5292626735366,-3.93558061800469,0.359945384491165,-10.9338271514947,7.94263494223277e-28,1.14946385326151e-25
"Treml4",31.1766773470051,-6.04442886181517,0.553404088801118,-10.9222699725795,9.02125127888063e-28,1.29390518342802e-25
"Fcer2a",173.364422495455,-2.48854350984012,0.228578439344382,-10.8870439267057,1.32883695585554e-27,1.88906520874897e-25
"Tep1",142.740810078703,-1.59858065200263,0.14697965796561,-10.8762033748688,1.49667647112939e-27,2.10900095019495e-25
"Ctse",59.5326856282253,-3.20412958463702,0.294768279392001,-10.8699945300965,1.60210453669997e-27,2.23793106761289e-25
"Hbb-bs",22293.6124264779,-3.56248376852739,0.329021959811624,-10.8274954369825,2.55035723848043e-27,3.53180505853014e-25
"Spint1",117.384896868806,3.12244009275786,0.290109016140514,10.762988804338,5.14731508795972e-27,7.06721962162265e-25
"Hcst",202.702966132333,-1.65345003979862,0.153852052714004,-10.7470131898222,6.12117309550743e-27,8.33309530561283e-25
"Tnfrsf9",252.130163509789,2.51519183281063,0.234343711044219,10.7329179929903,7.13082023507512e-27,9.62600808876023e-25
"Cdr2",56.9248054994362,-3.57121812143901,0.332796218629687,-10.730945610331,7.28468696708213e-27,9.75176761993395e-25
"Scd2",280.186861948749,2.35022661250098,0.219141771450887,10.7246856541347,7.79516698668703e-27,1.03488894606728e-24
"Adgrg3",173.957190539593,2.76531239612283,0.25816604194681,10.7113715470471,9.00181640292789e-27,1.18528834997241e-24
"Gpr84",162.409848604667,3.60686216847221,0.337267774426054,10.6943575460484,1.08166647827543e-26,1.41267400870053e-24
"Ifng",192.535300580715,-2.95634149838067,0.276734373997529,-10.6829572910486,1.22312001009247e-26,1.5845322453327e-24
"Cr2",53.7840892001158,-3.31838155214979,0.310727224873254,-10.6794039482809,1.27084998614615e-26,1.63319473419614e-24
"Gngt2",273.882636326848,-1.43705234869306,0.134576478851171,-10.6783322090208,1.28560521561275e-26,1.63904461774629e-24
"Cd3d",175.469591214161,-1.8186623042244,0.170502960736843,-10.6664558572173,1.46092935135067e-26,1.84790307874781e-24
"Stmp1",381.188034426086,-1.05321072133471,0.0990382713224962,-10.6343811061197,2.06193114830267e-26,2.58772359111985e-24
"Hemgn",36.3905425343264,-4.37601732905267,0.412022546811154,-10.6208200568654,2.38456990707553e-26,2.96943651064042e-24
"Cxcr4",327.866845816013,-2.05274612800694,0.193632067559884,-10.6012715449216,2.93955982856751e-26,3.6323914681622e-24
"Alox5",159.661184471419,2.52763988114226,0.238698313029187,10.5892657935676,3.34202795196035e-26,4.09819366567107e-24
"Adora3",47.4233762284723,3.26373459423532,0.308366910928379,10.5839325769727,3.53790087391851e-26,4.30551815444144e-24
"Rbpj",179.261639141751,1.41025041199815,0.133596071412588,10.5560769645901,4.76147591766947e-26,5.75100369484529e-24
"Cyp27a1",28.0192117846011,-3.59863298052928,0.341093997838251,-10.5502676779313,5.06525812491395e-26,6.07226168049386e-24
"Nfkbid",262.540940099231,-1.60113569035242,0.152989358345254,-10.4656670743014,1.24198621548059e-25,1.47787159744298e-23
"Siglech",37.0869859335187,-3.659040255848,0.349956247503981,-10.4557077690301,1.37964811639525e-25,1.62960789277744e-23
"Hbb-bt",13309.3073301189,-4.55091220684116,0.435562211085614,-10.448363267094,1.4907567062574e-25,1.74799384885539e-23
"Pmaip1",77.2796415328953,-2.06802398606458,0.19837373416386,-10.4248881273585,1.90883837266592e-25,2.2219985230801e-23
"Casp3",504.491010036733,0.992559190718208,0.0956351857989631,10.3785984460227,3.10297010040036e-25,3.58605120092312e-23
"Hs6st1",89.1210572076749,-1.5446786921733,0.149136410708707,-10.3574887234638,3.86988999071293e-25,4.44042234362946e-23
"Glud1",492.102206151226,-1.01141069627054,0.0976930411999006,-10.3529451417218,4.05806719924552e-25,4.62331854529646e-23
"Cish",407.362611080903,2.15091153960655,0.20811472687148,10.3352202505824,4.88289090735789e-25,5.52385630533783e-23
"Tspo2",33.0549944789347,-4.59326924437709,0.445189731782909,-10.3175543289865,5.86992976996425e-25,6.59402460312627e-23
"Klrk1",57.294909715452,-2.46054091400962,0.239117334889458,-10.2900984370167,7.80964932573641e-25,8.71209769226595e-23
"Coro2a",311.399146182962,1.41043622254931,0.13716678834396,10.2826364864102,8.43870401370876e-25,9.348920088015e-23
"Tfdp2",82.1334275261547,-2.23006487669644,0.217014990067601,-10.2760868085737,9.03206381924042e-25,9.93774473919713e-23
"Csrnp1",443.940033321751,-1.33672364269077,0.130684320747105,-10.2286459083148,1.47568233164888e-24,1.61260959017739e-22
"Rec114",42.3499311029818,-4.87245079094708,0.479964131893226,-10.1516977356779,3.25648350301116e-24,3.53460479678185e-22
"Ms4a6c",219.06722793084,-2.63451544018644,0.260003851534876,-10.1326015927616,3.9597139036139e-24,4.26904994279555e-22
"Rad23a",361.613520043232,-1.15043398017602,0.113761711241554,-10.1126641610838,4.85458673303272e-24,5.19893875196251e-22
"Pea15a",79.6039280776396,-1.60012529708182,0.15875198622968,-10.0794033201373,6.81386370089535e-24,7.24886797954854e-22
"Pim3",166.489090348702,-1.40230908270571,0.140029917628746,-10.014353407131,1.31821043726197e-23,1.39314029369581e-21
"Alas1",841.225391757035,1.88960156229109,0.18884880670315,10.0058962260818,1.43585617595928e-23,1.50755513794836e-21
"Marchf2",202.771884077065,-1.56023955904083,0.15637037116818,-9.97784648961887,1.90557597930634e-23,1.98773847607644e-21
"Pdk3",113.454994165089,1.7846207560881,0.178880113557896,9.97663027260154,1.9290706646243e-23,1.99926394558224e-21
"Cd68",231.255485467336,-1.85619025704453,0.186734587664797,-9.94025948945533,2.78101750191079e-23,2.84549459558567e-21
"Il18",30.8102880924631,-3.53538464325703,0.355650667641934,-9.94061016867377,2.77124413903593e-23,2.84549459558567e-21
"Thbs1",1293.95843944129,2.88318945842097,0.290335031581065,9.93056002481033,3.06529076162759e-23,3.11650827815098e-21
"F13a1",95.2354988956501,-3.51054548890668,0.354345751643955,-9.9071188877525,3.87664012702814e-23,3.91662559752076e-21
"Prf1",26.5321832765199,-2.73519625731736,0.276168231290209,-9.90409448812782,3.9957317900004e-23,4.0117147171604e-21
"Tnfsf12",40.8069746474536,-2.28170056206035,0.230456052505776,-9.90080554297077,4.12935423770483e-23,4.12012089903667e-21
"Zfp36",677.074213263615,-1.37733156897644,0.139257802009642,-9.89051635958659,4.57661136056024e-23,4.53819042568146e-21
"Plpp1",28.1999318963805,-3.84719440651439,0.390589364494704,-9.8497162396918,6.87377655392394e-23,6.77425439032112e-21
"Fam117a",205.086015464622,-1.26343705601708,0.128421593001008,-9.83819797350724,7.70790237506543e-23,7.54998437518604e-21
"Ptpn18",851.315375258657,-1.06856730781222,0.109165715364374,-9.78848811868773,1.26168266092527e-22,1.22834365243052e-20
"Hagh",149.797453256722,-1.4246048994553,0.145686450921629,-9.7785682226665,1.39165215032574e-22,1.34671687607426e-20
"Tsc22d1",116.967552199872,-1.47486475227414,0.151109037075956,-9.76026835200326,1.66713497234255e-22,1.60364408357549e-20
"Tspan33",65.7337401943435,-3.01150016900624,0.309536656390046,-9.7290582773869,2.26681750814951e-22,2.16750931255439e-20
"Acvrl1",22.3807250149733,-3.49980272622759,0.360903399127619,-9.69733932871611,3.09463219047909e-22,2.94154860993232e-20
"Mertk",20.5810876717778,-5.07571005345843,0.526303137543528,-9.64408093242394,5.20755700632871e-22,4.9208350440979e-20
"Cd5",50.4285072837354,-1.99365922958216,0.20748746910124,-9.6085765478656,7.3558827027727e-22,6.91022805481524e-20
"Fcgr2b",342.977366424195,1.29232277267691,0.134935422769675,9.57734259952492,9.95739103982888e-22,9.2997400967332e-20
"Adam8",565.581084925958,1.06893371025622,0.111650420429301,9.57393358794453,1.02913855470738e-21,9.55611661434642e-20
"Lta",70.6469294489365,-2.61682473131175,0.27357059488114,-9.56544592246363,1.11718816934918e-21,1.03140866393248e-19
"Tmem51",57.3000052088327,-2.31403271741677,0.242225145530787,-9.55323078595348,1.25713442102085e-21,1.15397756224451e-19
"Cd247",157.896460231658,-1.53103258114186,0.160439052856742,-9.54276751128009,1.39070559429862e-21,1.26933492425074e-19
"Prkch",116.79434557648,-1.52583408321936,0.160026666384956,-9.53487389126038,1.50067848367326e-21,1.36197170405239e-19
"H2bc4",110.460946866953,-1.97003179527616,0.207023401994386,-9.51598600108785,1.79997723436902e-21,1.62442889285977e-19
"Uchl5",228.721005906021,1.33997343211004,0.141081487635238,9.49786860466418,2.14230099534497e-21,1.92256554129729e-19
"Alas2",328.991788054958,-4.15484925419067,0.437752971416933,-9.49131022627241,2.28148330507417e-21,2.03609710070619e-19
"Mef2b",87.9682013442259,3.2106123161089,0.339449672479921,9.45828668106557,3.13030048749096e-21,2.77818491884281e-19
"Srsf1",256.998658980439,1.35697501843559,0.143751364881249,9.43973658654692,3.73717710594846e-21,3.29857214450308e-19
"Rps14",6657.3351797609,-1.03617956405135,0.110083886434769,-9.4126361051519,4.83846927517643e-21,4.24727707302919e-19
"Vpreb3",171.329443584797,-1.83568120125918,0.195202576228268,-9.4039804019418,5.25370863420116e-21,4.58671605977214e-19
"Ly6d",1197.00863859168,-1.37011396102525,0.145880733510049,-9.39201447688679,5.88634867295135e-21,5.11125973417786e-19
"Crip1",1312.51104646571,-1.87821142138098,0.200259488765498,-9.37888852587831,6.66718223135818e-21,5.75815136368483e-19
"Slc43a1",34.8886312846511,-3.03252275614437,0.323848712733356,-9.36401052994527,7.67661765069091e-21,6.5945019219625e-19
"Cd5l",47.849184090249,-9.77503257760904,1.0448394394682,-9.35553560514938,8.31772095792562e-21,7.10722709936793e-19
"Rgs10",268.46414534283,-1.28438917803098,0.137384325125208,-9.34887715072612,8.85831068989212e-21,7.52909539272101e-19
"Srm",583.196943593202,1.28392745492871,0.137482217493983,9.33886198762328,9.73750617865824e-21,8.23280522389295e-19
"Rpl26",4409.90883194107,-0.837581227028213,0.0899321670732718,-9.31347763860508,1.23713878100002e-20,1.04049200931855e-18
"Ssr3",327.289814408261,1.22597346674258,0.131851499805418,9.29813819753153,1.42926382368609e-20,1.19581739915069e-18
"Rilpl2",801.303405674526,-0.787688578796738,0.0847506446782508,-9.29418981751864,1.48331540153945e-20,1.23461029069066e-18
"Pld4",223.793331386038,-2.17875658519865,0.234913297924343,-9.27472648185438,1.78075341980192e-20,1.47453726472671e-18
"Marco",18.8055803399416,-4.86775378428168,0.525053366891358,-9.27096956467836,1.84461410881755e-20,1.51958364328437e-18
"Cables1",32.709539114401,3.45457347682028,0.372674542353797,9.26967926223599,1.86706512048735e-20,1.53023133140351e-18
"Cdc20",123.022855331163,1.4383630991148,0.155769537879851,9.23391773957917,2.60910188460143e-20,2.12754379057042e-18
"Rasgef1b",104.802813176882,-2.47158954056933,0.267863009719791,-9.22706551813494,2.78147480554058e-20,2.25664703415171e-18
"Tcp1",717.482188275374,0.990143896353399,0.107417753870561,9.2176931715266,3.03560360799247e-20,2.45044906325583e-18
"Kif20a",82.504017965682,1.5326972053766,0.166855615970714,9.18576936388894,4.08595885248542e-20,3.28184215031629e-18
"Snora73b",92.6132290392885,2.3083197954504,0.251739712301113,9.16947022124723,4.75349369274132e-20,3.79901107861674e-18
"Trbc1",638.355414505303,-1.67049867743135,0.182338498064838,-9.16152482970072,5.11690979749036e-20,4.0692098508359e-18
"Tmod1",25.1678082698203,-4.50109774649138,0.493067674426125,-9.12876260186828,6.92866742002875e-20,5.48286273080502e-18
"Galnt10",43.1504295986464,-1.74481543112681,0.191516872599233,-9.11050502990406,8.1999364204022e-20,6.45704797339906e-18
"Cd2",273.182193533362,-1.49022017861968,0.164070848414803,-9.08278462028859,1.05831899258464e-19,8.29309087652667e-18
"Clec1b",14.0798956272368,-4.88646444163017,0.539543142143819,-9.05667046793386,1.3449316776926e-19,1.04878555681815e-17
"Cacnb3",297.499541141024,2.63684101326501,0.291383308794453,9.04938935649568,1.43770067120133e-19,1.11571128416319e-17
"Gapt",221.767887751793,2.4332264937899,0.269199472532709,9.03874911379794,1.58474816846494e-19,1.223913200876e-17
"Hspd1",601.895379218086,1.01930103561623,0.112965384720973,9.02312720072553,1.82795130224689e-19,1.40498611097101e-17
"Cst3",1724.68408178024,-1.632968801515,0.181002677680002,-9.02179361347323,1.85034563594861e-19,1.41542629980374e-17
"Cdc25a",115.028081286601,1.45488819341917,0.161471854703363,9.01016586507856,2.05745079705483e-19,1.56639287222222e-17
"Sptb",34.1325700453775,-5.88251288872556,0.653010204568551,-9.00830162770914,2.09272114913344e-19,1.58572983677734e-17
"Ace",33.3188416384237,-7.99103402066362,0.887393492875012,-9.00506267492898,2.15542662699741e-19,1.6255762129618e-17
"Pcyt1a",194.429584163332,1.4609495406912,0.162320504593331,9.00040043832655,2.24895879900281e-19,1.6881903807094e-17
"Sh3pxd2a",45.0867947540594,-2.01487268398015,0.224179385017753,-8.98776969979014,2.52298034161498e-19,1.88507703291642e-17
"Smox",154.057011983252,-1.73124746714821,0.192685949375165,-8.98481426778774,2.5917166430276e-19,1.92746926637015e-17
"Itgax",64.9832371485004,-1.9804211526306,0.220902817746216,-8.96512399812758,3.09931944989615e-19,2.29435334760976e-17
"Dusp10",66.0084697209534,-2.33171590535993,0.260251663012535,-8.95946591990703,3.2625477855173e-19,2.40410860672248e-17
"Vdr",65.6303059579285,3.88818485816893,0.434422308026595,8.95024216374011,3.5470334912634e-19,2.60180575359156e-17
"Trim10",46.7146583958016,-8.0236135866962,0.897039619614278,-8.94454761111477,3.73476346708779e-19,2.7270563788772e-17
"Cep55",46.7038745808839,2.04532005373268,0.228874592457721,8.93642248258946,4.01972882913279e-19,2.92185176068729e-17
"Epor",18.6902761091535,-4.49695217499831,0.503431259818845,-8.93260417840659,4.16096245848009e-19,3.0108874294155e-17
"Dnase1l3",16.387183932651,-4.10664007702476,0.460192576616184,-8.92374254974095,4.50791004068531e-19,3.24731241675196e-17
"Slc9a9",19.2170271909312,-2.73497352713427,0.307210114517698,-8.90261549958413,5.45458701146233e-19,3.91171811393441e-17
"Prss2",84.0332381867372,-7.46146233162196,0.838756040692989,-8.89586717665511,5.79648746012536e-19,4.13843442486461e-17
"Dach1",30.7714792301394,3.06568605387359,0.344889167064412,8.88890213620725,6.17156553288935e-19,4.38672693452808e-17
"Ets2",163.060463921114,-1.86653196333823,0.210059572198928,-8.88572676693167,6.35042547073337e-19,4.49397509964145e-17
"Asb2",119.730557683453,-1.19844015691356,0.135220864724927,-8.86283458807549,7.80052737456127e-19,5.49595051512948e-17
"Mafb",41.0357755990629,-3.65215828531754,0.412487556743321,-8.85398413991471,8.44493927364976e-19,5.92399582934104e-17
"Ndc1",76.3601482961905,1.58574832120422,0.17930332896495,8.84394244299945,9.23992219553549e-19,6.45348304996009e-17
"Jund",867.892622197037,-2.23668079177655,0.253051381169905,-8.83884048147041,9.67170931827982e-19,6.72581551899771e-17
"Prcp",164.434006267534,-1.25733762623779,0.142437351282713,-8.82730277497361,1.07230231142645e-18,7.42476910808386e-17
"Psat1",336.590588291842,1.44693415576237,0.164671568585354,8.78678795734181,1.53896871089477e-18,1.05697968459045e-16
"Snhg9",48.3848735435437,-2.43957216218801,0.277642578014937,-8.78673645674318,1.53967409234416e-18,1.05697968459045e-16
"Mrpl18",305.624711908968,0.962863366777796,0.109838396766522,8.76618191017941,1.84827304332224e-18,1.26343226246504e-16
"Rcn1",50.1973881400171,2.23147196618807,0.255234656407108,8.74282512257581,2.27352455864101e-18,1.54753807245802e-16
"Cx3cr1",15.3079696229748,-4.13800023014192,0.474686676868207,-8.71732962349562,2.84839977514792e-18,1.93066219358549e-16
"Apoe",1072.61058975433,-1.74778286370893,0.200607161780471,-8.71246493991857,2.97337288353711e-18,2.00690176475379e-16
"Dmkn",36.7844283715664,3.71734104072601,0.426779871869672,8.71020703118161,3.03320292794833e-18,2.03871848680176e-16
"Syf2",340.358825534522,-0.983394438959668,0.112960517947912,-8.70564739631529,3.15767103416347e-18,2.11353447886675e-16
"Tbc1d2",43.4210008043726,2.44749961176774,0.281838181723869,8.68405975655095,3.81888005028868e-18,2.54549747418412e-16
"Anxa5",533.116331830759,-0.838350069111963,0.0970584784536655,-8.63757687600863,5.74178205156086e-18,3.81140441637494e-16
"Ccrl2",199.738738987696,-2.24378848363224,0.259946417625178,-8.6317345864239,6.0428475682647e-18,3.99474499327589e-16
"Mmp8",121.513553213147,2.54259712717452,0.295315388810026,8.60976848317969,7.3208274033141e-18,4.81974472978843e-16
"Ece1",48.4513867464837,-1.95986848508253,0.228131947077219,-8.59094269869685,8.62586465808027e-18,5.65575060683271e-16
"Lst1",351.00760182336,-1.62504553975519,0.189474614497934,-8.57658712783875,9.77296474006062e-18,6.38182543025747e-16
"Il6st",88.3419671269261,-1.30603072092213,0.152595865326646,-8.55875562634971,1.14092266591138e-17,7.42015453651839e-16
"Ldha",2094.26748519738,0.9261138828438,0.108496747097221,8.53586773448551,1.39107424319616e-17,9.01057122689639e-16
"Ckap4",444.818454724072,1.29653146308818,0.15207445156247,8.52563629042962,1.5197208351217e-17,9.80433554031925e-16
"Slc25a37",137.161779214371,-1.8931891446,0.222303293382431,-8.51624425259022,1.64811040217133e-17,1.05900982001921e-15
"Fads2",50.5133528736149,3.80987315424875,0.448498609406882,8.49472679366192,1.98399035343118e-17,1.26975382619596e-15
"Lta4h",275.375836200975,1.66947507426781,0.196587325818554,8.49228233466435,2.02618050754322e-17,1.28955800306846e-15
"Tfdp1",198.015454053675,1.23801697637101,0.145786148309613,8.49200689314988,2.03098963381674e-17,1.28955800306846e-15
"Snhg8",295.784587547517,-1.20576702190363,0.142030041354728,-8.48952102247269,2.07490482105384e-17,1.31225476556728e-15
"Epsti1",675.933955986439,-1.22198729407159,0.144038595197616,-8.48374904236654,2.18051786910086e-17,1.37364074702887e-15
"Nr1h3",18.0742912757866,-6.51017198572524,0.767908122379703,-8.47780065869156,2.29490725423676e-17,1.44005430203357e-15
"Chpt1",91.1073602132311,2.19243044642851,0.258895205323478,8.46840884399217,2.48767804443768e-17,1.55494397299015e-15
"Slc46a3",26.32430661018,-2.02301800367641,0.238946067066379,-8.46642101505867,2.53048292503409e-17,1.57556890340107e-15
"Shisa8",214.158323767278,2.56288798841488,0.302740863987683,8.46561628534941,2.54801746099394e-17,1.58036110013153e-15
"Leprot",98.7518000285583,-1.2931388984184,0.152933237281416,-8.45557788094722,2.77708530888834e-17,1.71581147699932e-15
"Rgs1",272.401854409295,-2.83868342116813,0.336139899207313,-8.44494636864689,3.04185073498909e-17,1.87219502708294e-15
"Itgb5",54.0809385256176,-2.66266473902595,0.3153334554902,-8.44396524589096,3.06750432219656e-17,1.88077822258647e-15
"Klf1",26.5125396851403,-4.59097391024807,0.544161818914157,-8.43678066096053,3.26197788793345e-17,1.99241113276665e-15
"Tmem141",15.7285015501862,-2.99033460641202,0.355017928040804,-8.42305238756371,3.66800360775614e-17,2.23192461950737e-15
"Prss57",67.9376846457279,2.91849699814505,0.3470236147953,8.4100818322309,4.09724763597331e-17,2.48370513299152e-15
"Tdrp",29.44756226263,-2.41349776735965,0.28785725378962,-8.38435625847925,5.10041035871231e-17,3.08018766926145e-15
"Cd300c2",87.4812145464031,-2.35406527684772,0.281090797016949,-8.37475044302422,5.53410159358018e-17,3.32958082394277e-15
"Irak3",166.484761974063,1.84709815853638,0.221052842427383,8.35591227080989,6.49289521649756e-17,3.8918607745454e-15
"Klk1",28.7077695260581,-7.39166554619618,0.885054940201791,-8.35164599444063,6.73181691981239e-17,4.02007089218834e-15
"Klrg1",18.9631564049507,-2.90977529915337,0.348441288055643,-8.35083383886674,6.77827217898414e-17,4.03282089937782e-15
"Anxa6",346.473424810183,-1.59040572554656,0.190570192272967,-8.34551147048492,7.09063373736546e-17,4.20309743014903e-15
"Ifngr1",343.786276759768,-1.26592935301166,0.151918160428964,-8.33296920813889,7.88396721576096e-17,4.65617828507294e-15
"Cldn13",26.0671234644737,-6.76648127567895,0.812425029029326,-8.32874546438266,8.17035190557919e-17,4.80763857183971e-15
"Muc13",46.3192535117497,3.12876053200022,0.375846233500032,8.32457599179309,8.46311239584618e-17,4.96173129660121e-15
"Gm34084",19.0641093518004,-2.6512771299731,0.318548825105931,-8.32298511567712,8.57752210626461e-17,5.01052054963763e-15
"Acat2",64.8748262754085,1.88790417512755,0.22702483526295,8.31584867329999,9.10979995595229e-17,5.30216762653687e-15
"Fuca1",264.946164715809,-1.00967691322615,0.12143757051623,-8.31437016513114,9.22408236911222e-17,5.34930177535807e-15
"Igfbp7",31.9040642467609,-2.66119564878174,0.320119337327942,-8.31313619163067,9.32054474501497e-17,5.38579966848635e-15
"Tgif2",47.7230981562274,-2.00819033089253,0.241700151863547,-8.30860185816625,9.68362346280554e-17,5.57554578159528e-15
"Pink1",160.517127403857,-1.13353611720147,0.136543905245824,-8.30162368038863,1.02698063917833e-16,5.89193463848599e-15
"Rcor1",162.251081802107,1.02253535778885,0.123344811319207,8.29005571334988,1.1319543488168e-16,6.47107283252421e-15
"Tnni2",21.3326271628666,-2.47015448825434,0.298104406955934,-8.2862058749084,1.16918331401981e-16,6.6601988497923e-15
"Srsf3",954.708983199883,0.656026968981075,0.0793098898613807,8.27169184231238,1.32071302785978e-16,7.49679649453692e-15
"Pdlim1",160.895145715507,-1.24897323497117,0.151141436894582,-8.26360567051047,1.41336970948271e-16,7.99449683560927e-15
"Sulf2",21.4669618988663,-2.54703300814276,0.30830845453447,-8.26131418286484,1.44077302653069e-16,8.12090452568037e-15
"Trip13",38.9290920604246,2.19200225676472,0.265511373499616,8.25577536612717,1.50919240082857e-16,8.47680654787067e-15
"Rpl34",5292.9614895716,-0.941029456417212,0.114107873183577,-8.24684073204379,1.62636946860035e-16,9.10313559010312e-15
"Nfkbia",2000.89624141043,-0.768888573411643,0.0934569886031417,-8.2271918334184,1.91653394310536e-16,1.06900004382099e-14
"Pdcd1",41.0009863113711,3.30630315244128,0.402263599971914,8.21924517324492,2.04788005097377e-16,1.13830952037518e-14
"Tmem97",64.3415408687427,2.00626256227831,0.244692909121233,8.19910380518753,2.42185730693433e-16,1.34154192339976e-14
"Myl10",55.3992048654994,6.47502711825349,0.790084419576803,8.19536110042741,2.49841980498982e-16,1.37919641743493e-14
"Txnrd2",78.5153682613323,-1.4971070748909,0.18273437207461,-8.19280498733775,2.5520749549959e-16,1.40399082455665e-14
"Slc39a4",104.814970202379,1.92578829787284,0.235121572528832,8.19060657497381,2.59912901208141e-16,1.42499687542921e-14
"Mirt1",54.7808057312076,-1.88269732873964,0.229921668300169,-8.18842931446427,2.64657293963095e-16,1.44607305109631e-14
"Lsp1",1536.08432854736,-1.20663390493345,0.147377812558833,-8.18735116218235,2.67038158540136e-16,1.45413592501313e-14
"Tbc1d9",47.4622908988294,-1.75144307823013,0.214069734413975,-8.18164736376572,2.79989414090896e-16,1.51951011755276e-14
"Lrp8",84.8159708199633,2.0648560457784,0.252595608233456,8.17455244063469,2.96966145903729e-16,1.60621689151431e-14
"Cpa2",16.2597664845725,-6.11883209519541,0.748659996602992,-8.17304533828348,3.00700914878291e-16,1.62095956261908e-14
"Slc24a3",29.0174929851356,3.41837342188596,0.418533825836233,8.16749617562221,3.14855722520808e-16,1.69158606239942e-14
"Uck2",385.876862510989,1.13379867532992,0.139049505052776,8.15392097152442,3.52311140421517e-16,1.88650871991042e-14
"Prdx2",590.76586742824,-1.47137059133845,0.180554816390478,-8.14916279029844,3.66452372103169e-16,1.95571126427419e-14
"Amz1",27.3650255940022,-2.01432361665404,0.247233126510393,-8.14746650291364,3.7162778469621e-16,1.97385530860099e-14
"Nudcd2",114.300676803785,1.45946000825854,0.17913540714159,8.14724476610574,3.72309610623817e-16,1.97385530860099e-14
"Cmas",233.093124252439,-1.04267829739788,0.128089341608199,-8.14024246129107,3.94487100840932e-16,2.08455289075945e-14
"Zap70",93.3205662019228,-1.62026749120153,0.199179055909318,-8.13472824140307,4.12863440284312e-16,2.17450436220563e-14
"Atp8b4",144.78377415611,1.90018789857062,0.233692088099852,8.13116059692492,4.25199574491397e-16,2.23215881197052e-14
"C1qbp",709.358707429359,0.689351155180988,0.0848993479081236,8.11962838544991,4.67613282895431e-16,2.44682077408215e-14
