"","baseMean","lgFC_MoDC_Tumor_vs_MoDC_LN","lfcSE","stat","pvalue","padj"
"Sft2d2",5067.6600472524,-0.478993648360961,0.144998710936815,-3.30343383928213,0.000955085032688316,0.00989684556777868
"Art2b",45.161956744133,-1.50601743004009,0.45602570558742,-3.30248363543486,0.000958326795785034,0.00992445538936176
"Gucd1",2181.7183575141,-0.788023166003229,0.238631142669915,-3.30226456273252,0.000959075639459848,0.00992623077540894
"Msmo1",2124.74327369633,0.417607687582274,0.12647871991436,3.3018019779536,0.000960658647282212,0.00993663225356709
"Hdac4",1269.77016100556,0.469792465072195,0.142295332780995,3.30153108953509,0.000961586775605715,0.00994025150898247
"Cd300e",1206.4392916524,0.641266441350572,0.194248049296228,3.30127609349962,0.000962461211611719,0.00994331171202949
"Etv3",27173.7883425639,-1.01478645964914,0.307432099472915,-3.30084744367608,0.000963932803374183,0.00995253382751086
"Top2b",6768.76322011612,-0.423663500900817,0.128367233263358,-3.30040221426,0.000965463520429687,0.00996235496981198
"Aebp2",9000.39334571244,-0.687105562056623,0.208281109153436,-3.29893366157585,0.000970528438246076,0.00998549743230873
"Aldh3b1",3598.74371295042,0.737848565167108,0.223664357543164,3.29890990800676,0.000970610564213128,0.00998549743230873
"Ctf2",94.6909257677388,0.908204237063013,0.275289237708289,3.29909096564608,0.000969984735051816,0.00998549743230873
"Lamtor3",2851.24069761387,0.595128947478228,0.180375852370826,3.29938259282473,0.000968977505825527,0.00998549743230873
"Trib2",210.533627922683,-1.02579387235733,0.31091410589025,-3.29928379872037,0.000969318614831725,0.00998549743230873
"Fbxw11",6704.26896342663,0.344712608498935,0.104571877758096,3.29641788872101,0.000979262354145396,0.0100624621220045
"Trim24",2274.48176788731,-0.9168055914442,0.278118498646764,-3.29645671145603,0.000979127023566275,0.0100624621220045
"Kif7",139.08844751493,0.836698330710729,0.253863858584382,3.29585446064045,0.000981228335685824,0.0100715658054742
"Numa1",7335.6942007905,-0.456243084662043,0.138430481240716,-3.29582820613535,0.000981320035144509,0.0100715658054742
"Map4k3",1711.14540754495,0.667166165991249,0.202447249700136,3.29550619719187,0.000982445365743036,0.0100770992138953
"Pde4a",936.188597467162,-0.873810834951112,0.265244176879164,-3.29436387721035,0.000986447097787515,0.0101121121395737
"Aldh1a2",1556.85208072052,-1.14424465274285,0.347376301425774,-3.29396291009607,0.000987855325392553,0.0101144853477209
"Cnep1r1",1012.59128884124,0.485288072008773,0.147322209575676,3.29405914699841,0.000987517164266462,0.0101144853477209
"Hdhd5",555.147640984215,-0.467469305964809,0.141929006529522,-3.29368405652563,0.0009888357778884,0.010118497534333
"Rps6ka1",5246.85985760803,-0.363610975391092,0.110408042113201,-3.29333777170219,0.000990054573602247,0.0101249424002357
"Klf12",98.8589870594662,-1.30868264080553,0.397410460690271,-3.2930251471802,0.000991156091885055,0.0101301809605208
"Akap5",66.5268870101262,-1.6665910478282,0.506194006185989,-3.29239585507033,0.000993376815599248,0.0101467746247231
"Gm10790",48.4884489644836,-1.77969150707698,0.540573133280389,-3.29223077787308,0.000993960122624263,0.0101467746247231
"Eif2ak3",1887.8901296323,-0.523268654808494,0.158991435114757,-3.29117511538159,0.000997697853697715,0.0101788865299213
"Ap3s1",2907.35175701307,0.541109308391854,0.164499156995541,3.28943514529088,0.00100388688861352,0.0102298870789301
"Pcolce",584.807970582429,0.818099203389937,0.248692581779318,3.28960034729099,0.00100329774533922,0.0102298870789301
"Crybb1",84.7190749551914,1.2473691809032,0.379502658611188,3.28685228574689,0.00101313962415758,0.0103119498394866
"Hsd17b14",33.0508742424192,-2.14061125877592,0.65123422604179,-3.28700669156561,0.00101258427583379,0.0103119498394866
"Rhbdf2",5716.98022917348,0.457714213634418,0.139277688836041,3.28634268316473,0.00101497450292452,0.0103245128282695
"Map4k1",4507.80582527187,-0.502214771146885,0.152831162011169,-3.28607572263426,0.00101593695022736,0.0103281916684557
"Nxpe4",723.163013949712,-0.590789650127602,0.179804360401026,-3.28573594550175,0.00101716313805494,0.0103345458075074
"Glcci1",90.5111442203025,-0.952430681395402,0.289907338825173,-3.28529345015913,0.00101876206900815,0.0103446773350969
"Recql5",1119.02139982396,-0.488143880679539,0.148605435433332,-3.28483193939787,0.00102043218929452,0.0103555193424806
"Mtmr10",1996.08541576859,0.651288854136973,0.198293212550304,3.28447376367838,0.00102173010571431,0.010360407763667
"Traf3ip2",251.360468422901,-0.802715349548837,0.244404928115724,-3.28436646403774,0.00102211922326678,0.010360407763667
"Gna13",20682.0512582516,0.459387665591443,0.139918439672305,3.28325320570576,0.00102616450850919,0.0103916776304613
"Stat1",5785.09830239342,0.403892255993562,0.123018430906275,3.28318490992035,0.00102641315900897,0.0103916776304613
"Isg20",874.138943617412,0.650945686648322,0.19833530482759,3.28204646779442,0.00103056620627387,0.0104275830794903
"Tbc1d2b",5278.84750008354,0.456027339382816,0.13898387416473,3.28115288283238,0.00103383690021551,0.0104545236185911
"Limk1",1601.80668575596,-0.462632942669487,0.141021919520282,-3.28057470954331,0.00103595824196801,0.0104698166594192
"Asap2",873.845454599517,-1.07574132724472,0.327957846656544,-3.28012071737775,0.00103762678049875,0.0104805182042033
"Higd1a",2065.33541485815,0.608506731424147,0.185540193759122,3.27964911050024,0.00103936269083512,0.0104876725155476
"Lyn",20152.7539538964,0.478288755245108,0.145838380382597,3.27958082083982,0.00103961427689996,0.0104876725155476
"Tinagl1",933.868834687096,0.837445391159572,0.255375876097821,3.27926585688459,0.00104077536568694,0.0104876725155476
"Ubash3b",5297.47666782847,0.563344704683045,0.171782766332611,3.27940175088507,0.00104027425650326,0.0104876725155476
"Sod1",10383.7307635946,-0.610790274535943,0.186293407576451,-3.27864674591497,0.00104306116579299,0.0105045486239879
"Tspan12",170.415286748156,1.32524288295659,0.404236088340852,3.27838835071832,0.00104401655182331,0.0105080143690835
"9630028I04Rik",74.270713071005,-1.15425098168287,0.352128189140132,-3.27792837177125,0.00104571927414132,0.0105189935879248
"Pogk",1664.64804384526,-0.502731372311428,0.153414177387229,-3.27695510853925,0.00104933051497262,0.0105491467151429
"Cers1",16.4068605054472,2.05290785972188,0.62669164373978,3.2757862343132,0.00105368280947506,0.0105805263888352
"Efemp2",536.798315049689,0.675264390717654,0.206135390571797,3.27582948684621,0.001053521461857,0.0105805263888352
"Gm56878",3814.77763519878,0.482195525456262,0.147232585633833,3.27505982035445,0.0010563960153101,0.0106015784583748
"Rab6a",4765.44964051819,0.394877105591732,0.120607987594201,3.27405434307003,0.00106016220814784,0.0106331671646846
"Kat2b",3157.93818959721,0.370121334256618,0.113114372689215,3.27209819103659,0.00106752493709806,0.0107007703753077
"Rassf5",4251.38775360931,-0.511598822793832,0.156373349115385,-3.27164971325346,0.00106921960754213,0.0107115118142522
"Vegfa",12124.8954788281,0.825771190895228,0.25245025359758,3.27102539659776,0.00107158286703336,0.0107289348090685
"Caprin2",334.895021603772,-1.02287780539802,0.312735994321309,-3.27073897463526,0.0010726686915931,0.0107335549925361
"Pbxip1",6647.50229788718,-0.858003705125211,0.262378035034024,-3.27010492709097,0.00107507598460359,0.0107513852538222
"Nckap1",1794.55686727607,0.88405863460686,0.270361160553693,3.26991729431968,0.00107578932899189,0.0107522641597091
"Capza2",29760.7546298458,0.464982777350648,0.14222642646801,3.26931350873272,0.00107808778019013,0.0107662369849879
"Vwce",35.0529789394233,-2.7028067983571,0.826774824607716,-3.26909663660782,0.00107891446288183,0.0107662369849879
"Zfp809",588.330194981751,-0.833296342973509,0.254904206103423,-3.26905685752166,0.00107906615817196,0.0107662369849879
"C5ar1",7013.28781354876,0.930211030928853,0.284620167425389,3.26825410631768,0.00108213162360008,0.0107788932566721
"Sorbs1",531.389617512363,0.859214392852497,0.262896507339546,3.26826096530362,0.00108210539711253,0.0107788932566721
"Ttc39a",734.792582349069,-2.08563782994205,0.638154742613511,-3.26823212407776,0.00108221568035694,0.0107788932566721
"Glrb",751.473745232616,0.875711787800961,0.267987383071617,3.26773513649683,0.00108411769807727,0.0107915850304843
"Il10",1932.69204585189,0.8759498345374,0.268156060858671,3.26656735533963,0.00108859907947066,0.0108299229023033
"Tmem87b",2378.29085307966,0.525501187925976,0.160897160654527,3.26606874719382,0.00109051771150465,0.0108427356729187
"Gpr35",7496.8267713507,0.667183190421826,0.204343113208626,3.26501431805367,0.00109458543353259,0.0108755105346485
"Nos2",7174.74766028897,0.977391011078922,0.299364464788186,3.26488653812159,0.00109507932845539,0.0108755105346485
"Furin",17633.1482451658,0.699281047766803,0.214196507554254,3.26467063236165,0.00109591431562222,0.0108775190530379
"2310022A10Rik",2691.50379501158,0.553860740398007,0.16967858105779,3.26417593160666,0.00109782972640619,0.0108902428313035
"1700008J07Rik",86.1640986576492,-1.11123393719122,0.340459955492921,-3.2639196453585,0.00109882324715536,0.0108938122502006
"Morn1",85.714832235478,-1.1856222925543,0.363280134360961,-3.2636584839408,0.00109983652231849,0.0108975732882866
"Slc9a2",15.2756640476936,-2.10343906314724,0.644561908130957,-3.26336234985806,0.0011009865326152,0.0109026840335184
"1700003E16Rik",31.5597433827952,-1.41603879564444,0.434004851970795,-3.2627257257938,0.00110346257117774,0.0109209125279888
"Khk",942.326614162483,-0.596250484306677,0.182759379079816,-3.26248911168756,0.00110438415241867,0.0109237445133655
"Adgra3",368.157553894263,0.918998468842127,0.281710757914328,3.2622058016031,0.00110548854470688,0.0109259827012049
"Calhm2",487.026247348279,-0.687905709441642,0.21087785343615,-3.26210504437788,0.00110588156012429,0.0109259827012049
"Slc52a2",986.299923744211,-0.430086327942009,0.131853694625748,-3.26184510159356,0.00110689609426512,0.0109297247309084
"Ak8",187.427573446092,-0.727949723100116,0.223246932723001,-3.26073784853895,0.00111122725510515,0.0109566139554907
"Klk8",123.274428989794,-1.09995147175589,0.337325137342818,-3.26080493265473,0.00111096440177708,0.0109566139554907
"Ly6c1",237.693426029718,0.905978177265679,0.27786917714209,3.26044862760148,0.00111236115784509,0.0109566139554907
"Prdm11",366.413850006483,-0.944256118121884,0.289592248660877,-3.26064016729827,0.00111161009889942,0.0109566139554907
"Pus10",1759.2372462561,-0.544278051087902,0.166939290433645,-3.26033523728342,0.00111280600118008,0.0109566139554907
"Ankrd61",54.6073259210707,-1.26467495667769,0.387984529338452,-3.25960150739533,0.00111568848664319,0.0109787067967275
"Apobec1",8133.13731239876,0.565625253075656,0.173559849795599,3.25896371621543,0.00111819968020859,0.0109971228274976
"Acvr2b",127.926954286229,-1.12398121346989,0.344948842024697,-3.25839972928337,0.00112042463494196,0.0110076209675938
"Col5a1",2041.50946439334,0.999422857099007,0.30672492770602,3.25836854726364,0.00112054776879118,0.0110076209675938
"Cemip2",3945.38557970396,0.764700219690823,0.23472289346332,3.25788511042841,0.00112245840100681,0.0110138027235777
"Znfx1",9492.81111979771,0.35328101492057,0.108433993514601,3.25802825728261,0.00112189234438406,0.0110138027235777
"Cdc42ep4",1781.85706344742,0.657892855440206,0.202006174123873,3.25679578009718,0.00112677468198044,0.011049848007944
"Lgals8",4534.99224978145,0.602254203439704,0.18493899780919,3.25650193076681,0.00112794163366654,0.0110549855327032
"Hs3st1",143.422517830086,-0.868518761501599,0.266720338832116,-3.2562899601304,0.00112878411745943,0.0110569388964359
"Acsbg3",74.1713758850716,-1.01848019737943,0.312949488786109,-3.25445553955044,0.00113609941766406,0.0110804102553983
"Adora2a",2944.22080054373,-1.08359488397317,0.332915648896298,-3.25486316899062,0.00113447009646715,0.0110804102553983
"Krt80",2477.56015296772,0.515740985043422,0.158445536948363,3.25500481096858,0.00113390445021499,0.0110804102553983
"Mcl1",77361.349672872,0.432839889920296,0.133004095044748,3.25433506219992,0.00113658138739717,0.0110804102553983
"Mgst2",72.8921508701413,-1.05273267518912,0.323496189954057,-3.25423515911773,0.00113698119309654,0.0110804102553983
"Mt1",5690.05154185029,0.609498997600532,0.187240110186984,3.2551732478253,0.00113323213817027,0.0110804102553983
"Ptgds",1119.86102191037,1.01190899261574,0.310890693929303,3.2548706422388,0.00113444024558552,0.0110804102553983
"Sppl2a",13390.0691607962,0.388578997048195,0.119392243448759,3.25464189149745,0.00113535428867475,0.0110804102553983
"Wdr6",1566.42727511583,-0.571703773560573,0.175653476768684,-3.25472506481294,0.00113502186568393,0.0110804102553983
"Gpr37",104.771952636333,1.01607020568637,0.312316348040532,3.25333659944855,0.00114058301863001,0.0111092139791889
"Zfp62",2398.62776432093,-0.555612760001536,0.170793063028039,-3.25313423245018,0.00114139564909976,0.011110833863915
"Gm43549",27.7486529016573,1.60465366715684,0.493355366157763,3.25253109062912,0.00114382081756489,0.0111281401668127
"Dock3",160.094156208765,1.10664054758161,0.340418961328318,3.25081935290411,0.00115072949547243,0.0111890219211915
"Cryab",338.867832678186,0.752007433229556,0.231355633033294,3.25043926257605,0.00115226878688165,0.0111976555767566
"Kras",4962.88819899862,0.492808384837271,0.151636314352143,3.24993644789355,0.00115430801197342,0.0112111350473645
"Ercc5",906.59499055722,-0.473992659290736,0.145870370814679,-3.24941012107879,0.00115644616603849,0.0112167891273187
"H2-Eb2",2846.0869922789,-1.98437000932128,0.610704780950863,-3.24931140416427,0.00115684760181119,0.0112167891273187
"Mib2",1913.72798691246,-0.505052029344582,0.155432187601092,-3.24934003142753,0.00115673117479094,0.0112167891273187
"Arf4",11714.4419996368,0.360329440654647,0.110916585343947,3.24865248544464,0.00115953041829462,0.0112301337582551
"Zeb1",1314.19247489175,-1.17502427320268,0.361683114366814,-3.24876729525998,0.00115906255182426,0.0112301337582551
"Szt2",2021.46503292223,-0.511166744864523,0.157393327074336,-3.24770277346703,0.00116340732970038,0.0112613375027473
"Ppp2ca",14879.7481255422,0.364110524797553,0.112130299717301,3.24720905692339,0.00116542750711778,0.011274543767508
"Cebpd",878.35665509691,0.433609294294904,0.133545266926976,3.24690873943144,0.00116665792414769,0.0112800991979882
"Cfl2",836.53338389346,0.549079049813329,0.169142954805986,3.24624250796106,0.00116939179731652,0.0112985620222144
"Kdelr3",113.193840115434,0.927444883922915,0.285708465894194,3.24612321521608,0.00116988193819682,0.0112985620222144
"Ltk",20.2415172288,-2.06951784811881,0.637626022404571,-3.24566089745582,0.00117178326804038,0.0113105705563628
"Doc2g",108.449676063668,-1.01702470505805,0.313395606632134,-3.24517856516043,0.00117376995301868,0.0113233890361078
"Arrdc2",734.324376736986,-0.747990079967758,0.23052415434987,-3.24473624934124,0.00117559454900938,0.0113297344931317
"Mitf",4105.87296052079,0.875478882546368,0.269818161429259,3.24469960772415,0.00117574581674987,0.0113297344931317
"Bbs2",343.97165585918,-0.728227617097694,0.224464303230459,-3.24429143795759,0.00117743208221024,0.0113346006794737
"Cd300ld",4171.73839918527,0.690935921338732,0.212971926883747,3.24425820552343,0.00117756947318597,0.0113346006794737
"Tmem205",431.817819077195,0.572815462730531,0.176574718956405,3.24404006482918,0.00117847168776174,0.0113369372044276
"2810408A11Rik",49.9840781124504,-1.28988419716813,0.397640416499053,-3.24384580552616,0.00117927566819979,0.011338326628648
"Gm37975",65.7050919890571,-1.93083860358966,0.595261201347589,-3.2436829398901,0.00117995011029687,0.0113384697295212
"C3",20002.7294940176,0.508645441890941,0.156836171329113,3.24316410927663,0.00118210101411245,0.011342503059596
"Hook1",322.604159496583,-0.757114971517085,0.23345888438405,-3.24303345111337,0.00118264325131888,0.011342503059596
"Mxi1",4401.82057896318,0.624337911581216,0.19250630971175,3.24320752143694,0.00118192090255833,0.011342503059596
