"","baseMean","lgFC_MoDC_Tumor_vs_MoDC_LN","lfcSE","stat","pvalue","padj"
"Fnip2",8223.24335288498,0.785343275266011,0.269219795594406,2.91710820718834,0.00353293185391639,0.0244419718704931
"Gigyf1",3165.348906115,-0.490833737490537,0.168268706132225,-2.91696387743565,0.00353456704496805,0.0244419718704931
"Gm1720",15.6905600424498,-2.12615388775556,0.728818187066477,-2.91726239202868,0.00353118576957236,0.0244419718704931
"K230015D01Rik",35.3637370329222,-1.39707802791899,0.47889660949557,-2.91728527664992,0.00353092667691771,0.0244419718704931
"Cep57",1492.84544352704,-0.454970901070327,0.155983820271729,-2.91678265269919,0.0035366212146825,0.0244463431047876
"Slc35f6",3651.81145030127,0.697840633841893,0.239381584339283,2.91518094747348,0.00355482370885113,0.0245622887374839
"Atp6v0c-ps2",97.4186043952783,0.805728346935711,0.276405314792407,2.91502479806096,0.00355660281237118,0.0245647082954894
"Slc12a7",5169.90166933783,0.700411814078421,0.240323126723311,2.91445864419373,0.00356306013635839,0.0245994244193322
"Zfp746",1323.83109757463,-0.46582214110015,0.159862633093053,-2.91389008229962,0.00356955565707293,0.0246343762748859
"Gm57200",63.1902118082547,-1.14290187383577,0.392269984970955,-2.9135593280745,0.00357333930434019,0.0246505922876855
"Fut7",210.601816617879,-0.656223042096953,0.225386417915024,-2.91154652603941,0.00359644341868101,0.0247900797155354
"Mdm4",5998.71673506263,-0.620852642719577,0.21323456118989,-2.91159481490759,0.00359588754387268,0.0247900797155354
"Cd28",715.598532332927,-0.789653664230062,0.271253650141738,-2.91112640813292,0.00360128288326593,0.0248134885956812
"Tesc",127.57730925401,-0.728471082476121,0.250276950794217,-2.91065989162976,0.00360666376712272,0.0248406077005635
"Retnla",4927.48604438458,0.903668014828501,0.310490539367909,2.9104526555565,0.00360905640947942,0.0248471320526074
"Gcnt4",156.300169991155,-1.68045060757041,0.577421108073701,-2.91026875199705,0.00361118087538366,0.024851805615981
"Naa25",2166.77582172793,0.34849919174475,0.119769343853202,2.90975286774464,0.00361714647573822,0.0248828991854405
"Ap3s1-ps2",33.6592572676477,-1.70331258874946,0.585451701917354,-2.90939898743331,0.00362124387071177,0.0249011213525624
"Gm15232",75.2715542683056,-0.950801136977694,0.326867747859225,-2.90882518451219,0.00362789660658609,0.0249368934681413
"Gm53692",422.671768648335,0.711434135242466,0.244588787280755,2.90869480629885,0.00362940977517741,0.0249373235192146
"Alx1",106.977448742902,1.1859840942784,0.407836769647908,2.90798717168705,0.00363763259360164,0.0249838361632465
"Hdac5",7674.65860028389,0.332065154833802,0.114211023686338,2.90747026088975,0.00364364987707456,0.0250151697431265
"P4hb",37323.8555379522,0.52145937102133,0.179377735500001,2.90704623719217,0.00364859263165949,0.0250291125023377
"Stfa2l1",59.9380669743569,1.15939481846646,0.398812436893909,2.90711801140465,0.00364775554638769,0.0250291125023377
"Gm50394",15.2336596503873,-2.1183704046917,0.72881696898792,-2.90658765483108,0.00365394509151318,0.0250510566362096
"Nek3",76.385299508626,-0.824908965727309,0.283815693862754,-2.90649524873073,0.00365502449659822,0.0250510566362096
"Trim30a",9395.18130518035,0.385358050335613,0.132589575639205,2.90639779543624,0.00365616317260484,0.0250510566362096
"Ikbkb",9275.38521449165,-0.599568237543941,0.20635325931003,-2.90554285184871,0.00366616644821537,0.0250996236324679
"Kpna4",9016.65000363716,0.318255695996603,0.10953400442877,2.90554241722774,0.00366617153982472,0.0250996236324679
"Gm17552",49.4483678434357,-1.36865636472347,0.471196843464397,-2.90463822860241,0.00367677809267564,0.0251622182289757
"Rhoc",2574.81280969131,0.526335082598935,0.181262103366937,2.90372379456201,0.00368753319816608,0.0252257792318636
"Fnip1",4961.71738463577,0.571427603319266,0.196845116516098,2.9029300468957,0.0036968920334587,0.0252696902374507
"Trbv12-2",24.1794099052636,-1.50937302260197,0.519942199700942,-2.90296310526463,0.00369650182181451,0.0252696902374507
"Fbxl2",196.731225583843,0.820284492939303,0.28269854616738,2.90162260846446,0.00371235472833633,0.0253652981457988
"Atp6v1c1",7128.90905703744,0.576098832017928,0.198595022894413,2.90087245703143,0.00372125307325256,0.0253958164280606
"Cep83os",291.089342341068,-0.522820714357143,0.180224089693235,-2.90094801004157,0.00372035598130049,0.0253958164280606
"Sparcl1",1766.2224780312,1.04728697191399,0.361003254608976,2.90104578987347,0.00371919526712814,0.0253958164280606
"Gvin-ps7",7731.39877049248,0.482921189323688,0.166499625809943,2.90043408190559,0.00372646207902746,0.025411189845522
"Zfp182",524.47408546801,-0.619345434684695,0.213533592549686,-2.90045902047278,0.00372616556802766,0.025411189845522
"Gdi1",6293.14576613351,-0.529471945538618,0.18257621311156,-2.90000508015299,0.00373156612166286,0.0254359053122546
"Ranbp2",17443.8063908413,0.3979517665165,0.137363592069181,2.89706872484871,0.0037666723169106,0.0256650272691281
"Prdm15",666.254545890929,-0.634204024464909,0.218960586218549,-2.89643006267757,0.00377434760538301,0.0257071353740647
"5430405H02Rik",163.338793389919,-0.788791907149555,0.27239522399369,-2.89576261868611,0.00378238397351334,0.0257312872531333
"Agtrap",3047.09950011277,0.503327982534054,0.173807997753403,2.8958850515508,0.00378090865538559,0.0257312872531333
"Tead4",28.6008636399268,2.4240281500779,0.837089908334649,2.89577992273302,0.00378217542770947,0.0257312872531333
"Pgls",2571.49463667207,-0.432041172604562,0.149229202095006,-2.89515166293997,0.00378975382284857,0.0257712254622586
"Mocos",685.352374064569,0.542824027057802,0.187566294641183,2.89403822843668,0.00380321855377793,0.0258523107710498
"Pgam1",6191.51739023301,0.716225377024882,0.247514616673237,2.89366901499165,0.00380769302962586,0.0258523107710498
"Txndc15",1746.23949459426,-0.387476333948369,0.133901885957122,-2.89373320755502,0.00380691474038071,0.0258523107710498
"Zic5",34.9189567876743,1.77003256046915,0.611691397729849,2.89366920482815,0.00380769072778002,0.0258523107710498
"Dcaf11",3485.74724144303,-0.41637569825829,0.143904340325185,-2.89342001302666,0.00381071336998603,0.0258626030570193
"Gm31392",18.3896744389634,-1.79110575436655,0.619202507571672,-2.89260093824674,0.00382066393597982,0.0259199028111401
"Adam23",10100.0276552725,-2.12146396945158,0.733731486741201,-2.8913356013572,0.0038360823511201,0.0259937294828954
"Mob1b",2322.62092804187,0.397651967289692,0.137530812674909,2.8913663749639,0.00383570669804096,0.0259937294828954
"Stat2",7586.55633256549,0.408477898910989,0.141269254284047,2.891484781888,0.00383426161770592,0.0259937294828954
"Prex1",20154.2151781158,-0.465635882680825,0.161057255968373,-2.89112017885282,0.00383871294739697,0.0260013058623725
"Ank2",263.936939940204,0.798056554410226,0.276075287345937,2.89072072361993,0.00384359516659247,0.026013875790902
"Lat2",3087.69030036645,0.5529253869605,0.191271825580074,2.89078323628497,0.00384283075253712,0.026013875790902
"Car13",1014.86310703653,0.498542414082353,0.172483358581965,2.8903797918884,0.00384776656172122,0.0260318594893937
"Smpdl3a",5231.93412815116,0.528280633120386,0.182794436192466,2.89002578045731,0.00385210234298788,0.026050940746776
"Zfp280d",844.652129443605,-0.47552485129163,0.164547417385858,-2.8898955623019,0.0038536983158162,0.0260514855474622
"Kdm2b",2425.42402629278,-0.550143530388345,0.19041802709449,-2.88913575454361,0.0038630226159093,0.0261042538483085
"Steap2",109.130441061628,0.972784167349067,0.336819783745692,2.88814438549591,0.00387521943375436,0.0261763840022284
"Mndal",6209.17846843936,0.418568097564723,0.144940721423661,2.88785714223991,0.00387875991939791,0.026190008552384
"Ngf",12.6403854840053,1.96600319170086,0.680822171481336,2.88768972876313,0.00388082476945006,0.0261936625879922
"Ifi205",4638.18992121184,0.468326527527356,0.162221941010709,2.88694935228546,0.00388996842778457,0.0262347772624734
"Igkv3-2",33.1036604412156,-2.51998208869824,0.872855209522725,-2.88705625080265,0.00388864702219621,0.0262347772624734
"Large1",342.882319202907,-0.716254329619319,0.248131556485548,-2.88659104776557,0.00389440051590393,0.0262440765460229
"Myo7a",3724.34019167278,0.825252898638074,0.285890251656954,2.88660733919782,0.00389419889770284,0.0262440765460229
"Ica1",237.438544438581,0.824935133356711,0.285820473781828,2.88620028664006,0.00389923930818675,0.0262566057428197
"Myo5b",107.077810333745,-1.73499696640531,0.601136594515497,-2.88619422313439,0.00389931443554294,0.0262566057428197
"Gng12",4266.31721765495,0.575133804542716,0.199382161677426,2.88458004318965,0.0039193610908269,0.0263446627800154
"Msrb1",4689.2932391509,0.539429830923861,0.186999696572116,2.88465618293573,0.00391841340455084,0.0263446627800154
"Tgm2",20213.4090625992,0.909987418917794,0.315440253304001,2.88481704343803,0.00391641191128358,0.0263446627800154
"Tlr1",3168.64583317224,0.463944703393984,0.160839237605493,2.88452438783594,0.00392005394632537,0.0263446627800154
"Tmem237",429.083034908896,0.632749603765893,0.219354729796596,2.88459521412022,0.00391917224665895,0.0263446627800154
"Adcyap1r1",56.7872766923108,1.1246280311722,0.390008392682982,2.88359956419285,0.00393158340323296,0.0263911949570394
"Asah1",14665.8129139355,0.448917452837391,0.155669901332532,2.88377810350405,0.00392935521942078,0.0263911949570394
"Eif3f",12090.8845460731,-0.442813708018061,0.153557156489967,-2.88370609445997,0.00393025375958311,0.0263911949570394
"Top3b",2101.6918853671,-0.41041631564703,0.14234033785486,-2.88334509972512,0.00393476112187998,0.0264022164114906
"Cd151",1264.47178158566,0.664135381391601,0.230402452440175,2.88250135516264,0.00394531438902807,0.0264626998290213
"Gvin1",325.407072458203,0.501606488164486,0.174030913696292,2.88228382826202,0.00394803930518423,0.0264706488671693
"Defb42",10.9427004420333,-2.78938208228306,0.967861434169791,-2.88200560927994,0.00395152698982698,0.026483703891663
"Kcmf1",4634.77346537932,0.319329408804462,0.110816393275534,2.88160803077647,0.0039565157919682,0.0265068055260036
"Dynll1",5471.05495517588,0.339569890403698,0.117856846214176,2.88120632200366,0.00396156222881174,0.0265302751365417
"Hoxa10",56.4763549914799,1.10030052099222,0.381931031557263,2.88088798782838,0.0039655654287281,0.0265467427123305
"Ighv1-76",36.0208541082471,-2.95570972484836,1.02615513117433,-2.88037318632892,0.00397204707042637,0.0265797824786686
"Entrep3",501.24472607958,-0.667785966038256,0.231918117404984,-2.87940404790431,0.00398427517754422,0.0266512352440322
"Klhl18",2164.65485067438,-0.33764516221739,0.11727315722618,-2.879134238419,0.00398768557680615,0.0266533058906977
"Xlr4c",59.8407201813009,-0.969643198922024,0.336778022353672,-2.87917599891284,0.00398715754971187,0.0266533058906977
"Mansc1",187.299482915148,-0.683121176179779,0.237365143699934,-2.87793382605219,0.00400289097354125,0.0267341486892571
"Smim6",36.0016990942278,-1.40014672938367,0.486508403285987,-2.87794973309148,0.00400268913840299,0.0267341486892571
"1700006J14Rik",21.0913989440675,1.78244037415641,0.619393116681611,2.87772066907331,0.0040055964897038,0.0267418288366983
"Mex3d",554.847637405293,0.481040523757309,0.167182905059607,2.87733081074169,0.00401054910075404,0.026764180034354
"Rxrb",2646.586069641,-0.451446036015255,0.156903981761786,-2.87721210734249,0.00401205816697867,0.026764180034354
"Gp1ba",41.5157096782536,-1.09630244642317,0.381208869626776,-2.87585765645093,0.00402931372240142,0.0268576852985948
"Peak1os",109.996300093253,1.20723020811924,0.419770143946599,2.8759315676172,0.00402837036715177,0.0268576852985948
"Zfp945",491.061482589466,-0.734337044998164,0.255355479569742,-2.87574422227193,0.00403076191439559,0.0268576852985948
"Lgi2",72.3930738075852,1.04719690026649,0.364211369839707,2.87524494561323,0.00403714170030376,0.02688075559634
"Nfrkb",1887.93894347219,-0.386169956222911,0.134309308558517,-2.87522853305928,0.0040373515763917,0.02688075559634
"Tspan5",780.393400480503,0.483769570961033,0.168265170824072,2.87504281837881,0.00403972709933737,0.0268861589487839
"Vdac3",4020.51133853895,0.361294794765204,0.125672184249917,2.87489866529828,0.00404157187202369,0.0268880271098913
"Gm56600",15.7044268137547,-1.96493326806151,0.683533828012066,-2.87466865213703,0.00404451700700839,0.0268972115541514
"Nubpl",350.903162154732,0.553564389016548,0.192574877867894,2.87454103642892,0.00404615186445918,0.0268976785390247
"Ptprn",41.2240870521803,1.15366901151712,0.401365601314362,2.87435945616458,0.00404847908424894,0.0269027460136542
"Myl9",74.2332920828329,1.16284284392023,0.40458467181145,2.87416435900505,0.0040509808970528,0.0269089693204153
"Parp11",1164.19620183231,0.462624675323443,0.160977771867523,2.87384195939898,0.00405511823837161,0.026926047754286
"Klhl8",288.301069211514,-0.608336333962536,0.211691948982404,-2.87368667956806,0.00405711230647015,0.0269288871276171
"Scrn2",125.676868895668,-0.765974979872278,0.266581881197779,-2.87331973362434,0.00406182807968841,0.0269497825233205
"Nppb",56.6207403984574,1.16312698956861,0.404901375595306,2.87261802422509,0.00407085989215748,0.0269992871937034
"5031434O11Rik",129.940206910834,-1.10093110189374,0.383416544180521,-2.8713708852777,0.00408695701270222,0.0270875271333574
"Bgn",1923.33848847061,0.927367284095129,0.322987043815318,2.87122131321587,0.00408889144965752,0.0270875271333574
"Hscb",540.580065167113,-0.567987903391621,0.197817020483846,-2.87127923574202,0.00408814223074073,0.0270875271333574
"Zyx",21805.0260101691,0.360443997403758,0.125569792350176,2.8704674162285,0.00409865436318242,0.0271417438973301
"Rpl17",28470.8296717677,-0.465020818162038,0.162075593423212,-2.86916005266613,0.00411563479426017,0.0272436957058632
"Pprc1",2613.56988241918,0.328798155239146,0.114619294915795,2.8686108694064,0.0041227867727922,0.0272805340304352
"Slc10a6",18.1841816828883,1.64888147255134,0.574939443314015,2.86792199026563,0.00413177394703749,0.0273294828486039
"Ppp1r16b",1294.80997868967,-0.767025458938714,0.267515111860896,-2.86722291538265,0.00414091230553208,0.0273793936324623
"Fth1",206580.06012368,0.590337906185324,0.205991093575028,2.86584189607356,0.00415901901103792,0.0274803916269615
"Znhit1",1561.69932146053,0.499992587274009,0.174467908269105,2.86581407569124,0.00415938450429608,0.0274803916269615
"Sgpl1",17101.9563298897,0.375064653258041,0.130903640979441,2.86519649454935,0.00416750555023554,0.0275234682728003
"Mpnd",2871.20015567193,-0.437285330445506,0.152671286645858,-2.86422771467073,0.00418027376205785,0.0275971913377636
"Rph3al",24.3293726893671,-1.78143099315545,0.622160775746159,-2.86329685605618,0.00419257560514313,0.0276677801259177
"Col12a1",594.394195786481,1.14331048686046,0.39934509244061,2.8629636585067,0.0041969869817714,0.027682645921861
"Nbl1",155.953154236259,-0.934512715975106,0.326423592043765,-2.86288350092604,0.00419804885802406,0.027682645921861
"Calm4",82.991034428276,-1.90459413238394,0.665448909673381,-2.86211924716919,0.004208185447933,0.0277175923507342
"Ddr2",747.355036334412,0.940662121254334,0.328645692602873,2.86223779111265,0.0042066117008756,0.0277175923507342
"Tlcd4",171.785870674709,1.1288115097492,0.394395256107275,2.86213257454133,0.00420800849185809,0.0277175923507342
"Elf1",5741.3377203653,-0.408364797766548,0.142689625611033,-2.86190951877424,0.00421097103551645,0.0277203144427791
"Zfp26",840.538154750354,-0.448292730454794,0.156644638778956,-2.86184534593225,0.00421182370569129,0.0277203144427791
"Tcp11l2",2098.85954954939,0.58246243299542,0.20355189167986,2.86149358862997,0.00421650031841125,0.0277404733921958
"C1qb",50492.5748190953,0.863563032210305,0.30180277321257,2.86134889689058,0.00421842536165836,0.0277425211906155
"Cep85",3150.83505454434,-0.708859831023162,0.247766604143514,-2.86099829100684,0.00422309328490143,0.0277625991054457
"Atp11b",7162.89258285028,0.34435664462447,0.120376851053884,2.86065503134259,0.00422766793991665,0.0277733021581436
"Bhlhe22",18.2467573607504,-2.25119638062693,0.786990561802887,-2.86051255236118,0.00422956809086266,0.0277733021581436
"Slc35e4",1332.18953097391,0.447657989663023,0.156492289470434,2.86057537516951,0.00422873016783756,0.0277733021581436
"Abtb1",1048.86811082799,-0.385858147149772,0.134929092489017,-2.85971053411761,0.00424027855451546,0.0278330006226328
"Adam12",620.402623721019,1.07197031003008,0.374891221151725,2.85941694429871,0.0042442054136472,0.0278481432313012
"D430020J02Rik",206.050063958471,-0.710673861058003,0.248575613427603,-2.85898464156857,0.00424999360705252,0.0278754826779244
"Birc3",10569.1872018182,-0.628385999058395,0.219860068730144,-2.85811790511935,0.00426162009723607,0.0279365125961919
"Zfp991",470.98794370279,0.419795091244722,0.146881709653407,2.85804878112668,0.004262548574243,0.0279365125961919
"Cfp",17727.0189436502,0.471971797559653,0.165156657420832,2.85772190434342,0.00426694168533657,0.0279371014649641
"Prcp",9113.68608002771,-0.43650845378341,0.1527492760033,-2.85767936323298,0.00426751372503029,0.0279371014649641
"St3gal1",7618.27980793469,-0.456174902109399,0.159622639112276,-2.8578333540052,0.00426544337926066,0.0279371014649641
"Gm46430",415.350495805074,-0.647424017051558,0.226678487911568,-2.8561334735219,0.00428834815920723,0.0280628067015346
"Gm15931",733.458109355525,0.622645590979762,0.218081236912289,2.85510848982477,0.00430221298828338,0.0281428247646802
"Pyroxd2",159.449489682018,0.968089002021899,0.339119902969167,2.85471007023117,0.00430761332281134,0.0281674327244008
"Iqcb1",416.266365555301,-0.774693422003885,0.271412904024891,-2.85429841586618,0.00431319950196195,0.0281932367445734
"Pla2g15",3950.70925296772,0.723193282074723,0.253393501285611,2.85403247678235,0.00431681180577913,0.0282061238134356
"Gm3571",14.1901254291421,2.06691976800302,0.724506613981889,2.8528652853053,0.00433269846142908,0.0282991714477307
"Arf2",5115.45060160468,0.424515579104504,0.148817688321398,2.85258818284886,0.00433647788338866,0.0283130996176735
"Ripk1",5521.2945479611,0.304153331529986,0.106632398924666,2.85235383051698,0.00433967656560127,0.028323226970103
"Tpcn2",3031.49953767841,0.683838882676138,0.239757733546689,2.85220782062061,0.00434167054053873,0.0283254870066039
"Mov10",1175.11106880457,0.405911553556962,0.142339774334255,2.85170856463327,0.00434849487567295,0.0283592471197624
"Fam32a",5255.8391636205,-0.625854720241764,0.21950109506787,-2.85126012719093,0.00435463286004087,0.0283885072040055
"Pfkfb3",19738.5725934134,-0.774083108738196,0.271591438543883,-2.85017492778265,0.00436951903343215,0.0284747542470554
"Pglyrp1",535.105656354503,-0.54904849946781,0.192661517341534,-2.84980886190418,0.00437455092061808,0.0284967430376451
"Eif1a",5900.62882880459,0.499288100027969,0.175221765209412,2.84946393178528,0.00437929708469063,0.0285060568659283
"Nit1",921.310027837005,-0.401848534509622,0.141023875188946,-2.84950710630536,0.00437870275715545,0.0285060568659283
"Gm16251",15.7785320028478,-1.97314021531683,0.692664400634119,-2.84862368198866,0.00439087828099378,0.0285598140478865
"Serpina3i",23.0247633534571,1.86885235251333,0.656043457810832,2.8486715784798,0.00439021737638608,0.0285598140478865
"Gpr152",16.3242298169612,-2.04746222957696,0.718952755642569,-2.84783974121781,0.00440170839251184,0.0286086083083822
"N4bp2l1",2465.1171451846,-0.851500963161362,0.298988965270689,-2.84793441253077,0.00440039922784147,0.0286086083083822
"Vapa",6831.97873176144,0.373118543061155,0.131039266001117,2.84737967822542,0.00440807541288402,0.0286391626692703
"2610008E11Rik",329.701769013544,-0.51953619702172,0.182479639313278,-2.84709131921172,0.00441207039841943,0.0286542887114577
"Rusc2",1913.58541969513,1.00679974084929,0.35377768638956,2.84585427397663,0.00442924593963522,0.0287549724124883
"Stk4",11045.1051645932,-0.521296662743503,0.183208001362639,-2.8453815273693,0.00443582569539582,0.0287868174894487
"Stard3",3470.89561655088,0.377573369031841,0.132708674905725,2.84512952374866,0.00443933673654875,0.0287987312596262
"Pygl",5152.39206466261,0.374472804792181,0.1316338454863,2.84480639009483,0.00444384248207885,0.0288170864237712
"Tlr3",947.384252221379,-0.406099167358422,0.142764996614196,-2.84452896010534,0.00444771424597558,0.0288313181005152
"1810055G02Rik",452.965294566658,0.439939159006631,0.154687704391804,2.84404737103295,0.00445444247750567,0.0288640484850358
"Siglece",863.312006163507,0.530650693268439,0.186770791190501,2.84118672885629,0.00449459866874248,0.0291132802239457
"Gm37940",36.0629763183479,1.41713216537944,0.498818798743793,2.84097585926651,0.00449757168521639,0.0291215649116968
"Gm48837",28.851280660253,-1.65814638299844,0.583704243004827,-2.84073039192338,0.00450103473396056,0.0291330151022274
"Fabp7",76.5921182861158,1.11526752188999,0.392647925049934,2.84037543748172,0.00450604669719623,0.029143509695824
"Fancc",361.760763893777,-0.550175518803269,0.193692868942762,-2.8404531452619,0.00450494902982211,0.029143509695824
"Pxn",12391.7600744013,0.309348420561864,0.108923782256448,2.84004479236261,0.00451071996038645,0.0291627630082751
"Esd",8214.24341425505,0.472811789698537,0.166491562650291,2.83985435761486,0.00451341351427052,0.0291692074149716
"Cacna1a",51.2803622854825,-1.19184873794488,0.419727964827456,-2.83957429054037,0.00451737749627017,0.0291838543924767
"Gm49405",89.6022657593043,-1.26838402878624,0.446712387801474,-2.83937509552552,0.00452019875942484,0.029191110771327
"St3gal3",805.13126544957,-0.504753116150106,0.177780198076884,-2.8391976249898,0.00452271367626646,0.0291963840813731
"Trbj1-2",10.7954342871047,-2.32172018727794,0.817787377888395,-2.83902668352848,0.00452513726868552,0.0292010641088487
"Ppp1r3b",1271.70456872875,0.969706474055004,0.341642875002937,2.8383629368728,0.00453455896547103,0.0292508829926501
"Gm36043",1189.32312222686,0.610094953723884,0.215009682352734,2.83752316197088,0.00454650479663285,0.0293169407197732
"Tpd52l1",143.834469361001,1.07748482574808,0.379822934213206,2.83680823007716,0.00455669718791064,0.0293716465531953
"Dcp1b",509.795007948383,-0.432915135378416,0.15262649497737,-2.8364350202932,0.00456202605280999,0.0293949737158383
"Gm16172",52.5904456854008,-1.10080537699552,0.388151534513832,-2.83601964468414,0.00456796361800908,0.0294222040304212
"Cd68",27008.8284373813,0.704669773349077,0.248495619035344,2.83574324603626,0.00457191846172026,0.0294366480432333
"Tmem171",583.261000578991,0.88855337148073,0.313430562749488,2.83492893509212,0.00458358804523278,0.0295007345883926
"Mtmr12",3011.16440973551,-0.526882960155192,0.185903475603653,-2.83417487728152,0.0045944182134838,0.0295513154059114
"Zscan2",186.586936383275,-0.797544894076517,0.281406074779172,-2.83414242106314,0.00459488488627777,0.0295513154059114
"Tmem33",2576.84164224782,0.347426520635836,0.122591817398308,2.83401068692071,0.00459677947070458,0.0295524442336882
"Foxr2",267.505912668305,1.06849764423842,0.377046610028092,2.83386089629292,0.00459893460086867,0.02955524662562
"Zdhhc23",610.848555455622,-0.718576827288376,0.253625294835372,-2.83322224526069,0.00460813353884393,0.0296032973341801
"Oca2",200.803825060665,1.05728701189952,0.373507909879929,2.83069510426005,0.00464469736704069,0.029822305110876
"Tmem37",545.94204840972,0.852232662272104,0.301075637953056,2.83062644346198,0.0046456944381901,0.029822305110876
"Adgra2",1067.48057618306,-0.671518782088325,0.237308876830669,-2.82972466540931,0.00465880778404086,0.0298953208717605
"Anxa5",27160.060371402,0.501924401517213,0.177412297813494,2.82914097671439,0.0046673134411674,0.02991640021145
"Ighv9-3",120.001171174891,-1.78591714181857,0.631240766514884,-2.82921705402317,0.00466620402739524,0.02991640021145
"Or51e1",12.6762139434592,2.70895524508372,0.957450065075819,2.82934363252584,0.00466435869815463,0.02991640021145
"Rbfox2",420.901875417829,0.734935798140946,0.259829486944005,2.8285311524297,0.00467621496850984,0.0299622853237617
"Sytl3",191.618659782253,-0.764041851629159,0.270179972063785,-2.82789966181795,0.00468544895299781,0.0300102656300243
"Rassf8",1300.61486167622,0.779659563980559,0.275718684950569,2.82773568327565,0.00468784943089229,0.0300144579390947
"Psmc1",7007.29020140066,0.423163876889621,0.149661882181267,2.82746595674305,0.0046918003730578,0.030028570444243
"Adtrp",39.5854763619492,-2.55153328043727,0.90258630620907,-2.82691335209139,0.00469990431737216,0.0300692426944342
"Mmp28",93.2296180971512,-0.858786365038285,0.303828614371207,-2.82654866729916,0.00470525935635218,0.0300923041648253
"Eogt",1260.93698184222,0.578817644428063,0.204819499195946,2.82598896443117,0.00471348878902962,0.0301337247200477
"Taok2",3650.8439940628,-0.37351505420004,0.132195676752454,-2.82547102428677,0.00472111578007533,0.0301712644517751
"4930426D05Rik",27.2662768612965,-2.10816929570275,0.74627195919099,-2.8249343550147,0.00472903035222646,0.0301823339541024
"Chmp1b2",1220.32637259265,0.432307297399068,0.153017300836362,2.82521842325124,0.00472483953881193,0.0301823339541024
"Pkd2",886.037932328939,0.502179228288287,0.177770272416007,2.82487741883591,0.00472987072726147,0.0301823339541024
"Tmem8b",238.156502009431,-0.654055041398695,0.231515194882609,-2.82510632500962,0.00472649290458897,0.0301823339541024
"5830432E09Rik",343.65362073151,0.607093581785001,0.214955673022881,2.82427336411995,0.00473879487173307,0.0302090118384381
"Dolk",476.933128171524,0.504536534307681,0.178650250848731,2.82415799536094,0.0047405010315886,0.0302090118384381
"Meaf6",1261.62183139558,-0.376423007856841,0.13328865789443,-2.82411882453632,0.00474108044558816,0.0302090118384381
"Vmn2r26",79.6276863144732,1.26078424629685,0.446432526615338,2.82413169097596,0.00474089011841911,0.0302090118384381
"Gm17024",1023.92015211278,0.546821488017803,0.193644002692646,2.8238493339023,0.00474506848312786,0.0302232205607451
"Sirt3",258.80265415861,-0.541406588716844,0.191739401870803,-2.82365848351636,0.00474789460494978,0.0302300207976636
"Gde1",2646.79030758846,0.656820299188971,0.23265497037592,2.82315180340954,0.00475540494144673,0.0302666295255131
"Fbxl12",489.979129185552,-0.735038277557205,0.26041375238203,-2.82257857288157,0.00476391469311442,0.0303095697591895
"Lin54",1616.11955995015,0.517760592779561,0.183480108645438,2.82188950400119,0.00477416233417659,0.030363531145701
"Slc25a43",138.632761012073,0.933517763623234,0.330853114785382,2.82154745385664,0.00477925661468741,0.030384689520374
"Gpnmb",23201.9388186671,0.917594884109926,0.325225618250728,2.82141022298717,0.00478130182764769,0.0303864546096456
"Gm33100",31.9769661437963,-2.26473372683562,0.802845973447072,-2.82088196458386,0.00478918209358129,0.030414048530017
"Insig2",1234.38222307084,0.556935875331602,0.19742698649675,2.8209713637136,0.00478784766125842,0.030414048530017
"Khnyn",3287.65962706214,-0.536263652672955,0.190113701649674,-2.82075225520115,0.00479111882264188,0.0304151121418156
"Vsig10",1525.6449101033,-1.86918940764366,0.662692399780685,-2.8205988302601,0.00479341057067474,0.0304184278776188
"Chst7",370.627490296123,-1.1517235784664,0.408393870959981,-2.82012943964885,0.0048004281411077,0.0304517196213219
"Aff1",8676.56504965677,0.313393292255032,0.111137849846022,2.81986103464507,0.00480444507600074,0.0304659591669232
"Vdac1",13216.1890352417,0.494515268928636,0.175492882314638,2.81786510316714,0.00483441161601255,0.0306446792370471
"Ighv5-4",26.5069214594768,-2.35639546921293,0.836287192018291,-2.81768690433488,0.00483709526603058,0.0306472432370155
"Rad50",2232.76456456351,-0.402813093182858,0.142963116028514,-2.81760152109804,0.00483838160347043,0.0306472432370155
"Vps54",3940.37473722892,0.332827307341445,0.11816276382159,2.81668519402584,0.00485220598634667,0.0307234891754275
"Mgst1",1201.01167424634,0.838204006327795,0.297651400478514,2.81605933981923,0.0048616686114035,0.0307696745370223
"Sdc2",167.652223239841,0.756122083847148,0.26851249561074,2.81596609545982,0.00486307985091557,0.0307696745370223
"Gstp3",127.108883954714,-0.894115150525474,0.317555611954975,-2.81561753867618,0.00486835848864212,0.0307917405365146
"Itm2c",14530.9247729369,-0.508426077923584,0.180608951405098,-2.81506577591056,0.00487672513050634,0.0308333143503253
"Procr",1303.95067532366,-0.466721057480498,0.165807389499102,-2.81483870465873,0.00488017209662296,0.0308437641592078
"Gpi1",39722.516289194,0.507114063154826,0.180169619866782,2.8146480162959,0.00488306846900853,0.0308507276922917
"5530601H04Rik",448.65963774491,-0.448819645462625,0.159501736711903,-2.8138856335671,0.0048946638709173,0.0309027702116019
"Adm2",16.6826174222875,-2.51621670311989,0.894219224914818,-2.81387005894397,0.0048949010113543,0.0309027702116019
