"","baseMean","lgFC_MoDC_Treatment_48H_Wash_vs_cDC_Naive","lfcSE","stat","pvalue","padj"
"Npc2",3860.55706049703,2.98720969730723,0.141404088017429,21.1253418425854,4.65246499737002e-99,3.69615081716061e-96
"Lamp2",980.69813674754,3.60217291941908,0.17186143032834,20.9597517752364,1.52882265292489e-97,1.15673633963446e-94
"Jaml",167.528888657149,-6.19509823193517,0.295813983028483,-20.9425469631659,2.1941089224962e-97,1.58464530316101e-94
"Ets1",298.084889448639,-5.25971846056741,0.255162891780296,-20.613179384627,2.09039863411615e-94,1.44410190858572e-91
"Lrpap1",1278.07254634871,4.59498446220428,0.223101258955141,20.5959593582043,2.98320390121177e-94,1.97500528276474e-91
"Chst3",92.7000871316895,-5.98274553122389,0.294294383196844,-20.3291189802363,7.10670293373419e-92,4.5167361165641e-89
"Slc15a3",1577.45234356755,2.65736951943473,0.131116329022978,20.2672660166456,2.50174699219116e-91,1.52885607534328e-88
"Cd83",344.096072326003,-4.95399361952104,0.245280104037872,-20.1972909256273,1.03417252477897e-90,6.08591379489371e-88
"Tnfrsf18",94.682053993613,-5.14569911311011,0.255615240624716,-20.1306428385654,3.97800596940339e-90,2.25737631599466e-87
"Satb1",175.622982773205,-5.7300206605701,0.288309022920573,-19.8745797218725,6.75497945620839e-88,3.70102995102397e-85
"Dusp2",258.815797232299,-5.38573532514623,0.275840463553767,-19.5248197300699,6.75549440759308e-85,3.57793502140821e-82
"Sdc1",529.425457676337,4.9943202762451,0.256122465430731,19.4997352842358,1.10351952659359e-84,5.65607153485341e-82
"Arid5a",205.530195918181,-4.5464876369436,0.234475548678756,-19.3900287793868,9.36844537014125e-84,4.65172589019295e-81
"Cd300c2",1279.90893380147,4.68511506344651,0.24389398115781,19.2096378976038,3.07402640214796e-82,1.48009713647664e-79
"Tbc1d10c",138.613394068565,-6.78762811961937,0.353945256121079,-19.1770563448304,5.75475078426532e-82,2.68933044738799e-79
"Gimap1",150.902635287301,-7.08444379872671,0.370192521658319,-19.1371877718954,1.23772833130312e-81,5.6189329874501e-79
"Tnfrsf13c",150.791055324899,-6.00470517414649,0.315014516884865,-19.061677644339,5.25621116493672e-81,2.3198871999911e-78
"Apobec3",767.429406170881,-3.05984299461924,0.16147851479796,-18.9489171265148,4.50763785123488e-80,1.90953375491246e-77
"Gng12",786.461453530045,3.18710075476649,0.168200441723741,18.9482305878906,4.56682501646883e-80,1.90953375491246e-77
"Niban2",1616.3577914721,3.49559349895895,0.184883119157811,18.9070452450297,9.97940462906155e-80,4.06571179874767e-77
"Ighd",340.761738028411,-6.93596321247017,0.366886724523373,-18.9049173732867,1.03902188103403e-79,4.12725466693742e-77
"Asb2",74.4098870379789,-6.32811515822194,0.340619627740105,-18.5782457699423,4.82005317718463e-77,1.86794694956797e-74
"Nup210",179.356569198148,-5.54285993955332,0.298698786568955,-18.5566871671029,7.20105866071233e-77,2.72422907285853e-74
"Tnfrsf4",104.994546940124,-6.08908137427534,0.329398365297517,-18.4854632438009,2.70366987391354e-76,9.99037456432843e-74
"Ctsl",8461.10075048896,4.06860098824688,0.220973167262399,18.412194741344,1.04884702613349e-75,3.78752963596249e-73
"Gpr132",378.970975369631,-2.83539008434999,0.154181929401226,-18.3898988380894,1.58275034922384e-75,5.58851562195946e-73
"Rhoh",123.964696932848,-3.73354460793357,0.204136275808377,-18.2894715461462,1.00383510262598e-74,3.46737737948352e-72
"Igkc",1798.08633443018,-5.94082026475756,0.329437147512739,-18.0332433959283,1.06836878220569e-72,3.61176842137578e-70
"Ralgps2",78.193642450007,-5.27172623121904,0.292546082797617,-18.0201566221826,1.3535975398909e-72,4.48068985652635e-70
"Abcc5",519.966697678215,2.58295203617069,0.143389030593731,18.0135957783902,1.52399281526922e-72,4.94177996771687e-70
"Sell",277.679021571855,-6.47604028946806,0.360212083289524,-17.9784093590855,2.87626327721555e-72,9.14018944233558e-70
"Fam20c",1137.06360490142,3.29348171002998,0.183625091196871,17.9359023789343,6.18513678824545e-72,1.92697330251828e-69
"Akr1a1",6926.65106110588,2.91649942902732,0.162855020081014,17.9085632581451,1.01111956160121e-71,3.08955359890032e-69
"Rabgap1l",83.6540208060499,-4.14503001165194,0.231496659217296,-17.905355635224,1.07108804285671e-71,3.211041115651e-69
"Spp1",7166.89032426587,5.8737340682272,0.328163939536623,17.8987797273554,1.20534087577116e-71,3.54660392131999e-69
"Ctss",16763.1398269775,3.90553397083804,0.218356106335541,17.8860762649639,1.51401311997091e-71,4.37384626603959e-69
"Grk3",134.574262278338,-3.99705230143922,0.224607365767065,-17.7957311764409,7.62654143088092e-71,2.16389494277262e-68
"Iglc1",357.697167624106,-6.83079041790624,0.384136237155182,-17.7822078658691,9.70805248048072e-71,2.70616220811155e-68
"Atf3",1359.72794112581,3.63478895358165,0.20445851518049,17.7776354796129,1.05329446099143e-70,2.88548201563668e-68
"Mir142hg",252.655227050975,-3.43587152924378,0.194080125472857,-17.7033661786471,3.94977127076123e-70,1.06369348679873e-67
"Psap",4889.12664506621,3.27809306915101,0.185372135999075,17.6838501184848,5.58488173249323e-70,1.47896976412642e-67
"Ltb",483.822368492033,-6.80677289846023,0.386834019783821,-17.5961072458522,2.63848054217658e-69,6.87259300567929e-67
"Slc6a12",481.77436314817,5.57881004379972,0.318128404835372,17.5363468304149,7.56360957462095e-69,1.93835794405084e-66
"Slc6a8",523.708621397805,5.24609064882101,0.299937531887424,17.4906108475615,1.68936771477459e-68,4.26069263810373e-66
"Trem2",1370.14149283202,6.66836654359178,0.382578696008971,17.4300519426608,4.8801641624391e-68,1.21157700589054e-65
"Trbc1",198.672225603144,-7.66393340657069,0.440646793842883,-17.3924637910865,9.41007278359124e-68,2.30025609936125e-65
"Siglecg",100.32822008311,-7.34195146992777,0.423348644846634,-17.3425651866384,2.24490833729705e-67,5.40444675322922e-65
"Atp6v1a",1116.72199984427,3.05674050271976,0.17628145316455,17.3401140496978,2.3427163991916e-67,5.47403248040519e-65
"Rflnb",78.7063075550911,-6.10201396691358,0.351893205884674,-17.3405279353799,2.32590797028288e-67,5.47403248040519e-65
"Bank1",75.6110372327481,-6.32301055975832,0.366060827731209,-17.2731144136547,7.4984315488569e-67,1.72670404173605e-64
"Hexa",1783.54491674312,3.3322896998979,0.194694562658203,17.115473870464,1.13785943280777e-65,2.58277836112609e-63
"Plpp3",480.437234828967,4.40392774221291,0.260166455358238,16.9273465180163,2.82846465887772e-64,6.32978520632508e-62
"Idh1",348.88650939145,3.12620721301761,0.187782628101281,16.648010759182,3.12828980310605e-62,6.90352731688223e-60
"Hgsnat",311.587784066796,3.64520582620837,0.219242235946266,16.626385014162,4.48872583089187e-62,9.77004996260834e-60
"Asah1",646.414476500134,2.31315801869516,0.139206094243326,16.6167870111481,5.26813415947246e-62,1.13115383324132e-59
"Pax5",172.24601783303,-5.84163868719156,0.352386182185929,-16.5773772710229,1.01565671729406e-61,2.15170261081139e-59
"Ctsa",1747.39648451739,2.82550590643729,0.170884180797829,16.5346253424132,2.06659051987113e-61,4.32053378555689e-59
"Fam169b",84.543765015759,-4.22259442816815,0.256150259658365,-16.484833682386,4.71590652998563e-61,9.73130374739502e-59
"Thy1",70.1610183607963,-5.91471027599018,0.359345578049013,-16.4596717958874,7.14870049353836e-61,1.4562269505363e-58
"Fcrla",159.630485846145,-5.64316893156309,0.342922718312775,-16.4560952955471,7.58375116326276e-61,1.52529395231749e-58
"Chd2",231.934247063019,-1.85616616342208,0.113117719482064,-16.4091547453482,1.64479390800497e-60,3.26676630053638e-58
"Ctsd",19932.4948566377,4.18189128501607,0.255072388940657,16.3949195065131,2.07915917166187e-60,4.07848889858463e-58
"Atp6v1e1",1138.76499268968,2.0035777802735,0.122623427776522,16.3392739593365,5.18668385680519e-60,9.9325391367157e-58
"Tmbim1",273.25765712314,2.6350177212524,0.1612691708487,16.3392526134119,5.18849989519418e-60,9.9325391367157e-58
"Fcer1g",2755.99274615809,2.7824259784173,0.171112776164291,16.2607728118782,1.87359758550235e-59,3.54399905191034e-57
"Fcrl1",92.5039596795273,-5.02030836600499,0.309918588929831,-16.1987971852235,5.14230643512611e-59,9.61248317031986e-57
"Card11",77.2160397788104,-5.1796411966166,0.320149244059806,-16.1788331308663,7.11297123483619e-59,1.31416279011991e-56
"Cxcr5",136.963834777389,-6.41304252484376,0.397747461946977,-16.1234027577495,1.74718097400933e-58,3.1909147696591e-56
"Cd8b1",112.70891535153,-7.22423946302496,0.44861640907572,-16.1033776671455,2.41550671124596e-58,4.36136206079398e-56
"Tpp1",651.803015979669,2.09413500144454,0.130302452778484,16.0713398465691,4.05231931256515e-58,7.23452826487052e-56
"Eno3",71.7841591045466,-4.10907753464675,0.255764046027978,-16.0658919752828,4.42453681980203e-58,7.81127394775938e-56
"Pik3ip1",97.0510881811218,-5.22540485351275,0.325401741258625,-16.0583186595786,4.99919505112521e-58,8.72881430410203e-56
"Mllt6",631.401173789897,-2.28768814019776,0.142643508713057,-16.0378005339149,6.95751113146774e-58,1.20160754747708e-55
"Itgb2",4035.79679780784,2.58394355601796,0.161135460638172,16.0358467700674,7.17982407700647e-58,1.22666908343608e-55
"Aga",192.399097518132,2.82565915001198,0.176281562571173,16.0292381619384,7.98557448389556e-58,1.34981694653847e-55
"Fth1",77820.9187381808,2.37543522071711,0.148366108094347,16.0106324229153,1.07709424241184e-57,1.80146846501913e-55
"Trac",123.888250282986,-6.35770736318512,0.397852675197797,-15.9800543254468,1.75992482630076e-57,2.9128589130305e-55
"Lgals3bp",1863.75105145172,4.13069896965333,0.258600616615996,15.9732757937972,1.96205117038255e-57,3.21392072641324e-55
"Tbc1d4",200.389569318237,-4.89713563428428,0.307600347072037,-15.9204489881067,4.570850841033e-57,7.41084173603809e-55
"Mgst1",598.009069703803,3.26240718570383,0.205005727935095,15.9137367456226,5.08836819803973e-57,8.16657396956093e-55
"Myo1g",1137.95222964173,-2.12962097063698,0.133867810478759,-15.9083872591977,5.54228464328107e-57,8.80613606970929e-55
"Cd247",80.4837257635753,-6.61370801926761,0.415995358843618,-15.8985139585508,6.48857130151196e-57,1.02076147930419e-54
"Ccdc88c",75.0867097092315,-5.77235709124543,0.363569886797504,-15.8768844749247,9.16173816995785e-57,1.42716527237706e-54
"2510009E07Rik",154.402614264262,3.5874970307309,0.226071945491448,15.8688289382046,1.04166329450775e-56,1.60689204722656e-54
"Cd68",2690.04316995007,3.44793582417303,0.217942417834897,15.820398151153,2.25064894289033e-56,3.43851548592158e-54
"Cmah",62.509702916396,-5.83903764406801,0.369783547342954,-15.7904203310934,3.62158617515311e-56,5.48032216542931e-54
"Ciita",377.49393926862,-5.03190098727216,0.319296472189216,-15.7593378742069,5.92504895767924e-56,8.88142480080806e-54
"Tmem131l",215.224943770628,-2.82024879967727,0.179716374832683,-15.6927759215204,1.69479188418656e-55,2.5166867521346e-53
"Lck",185.128406463808,-5.98392098602887,0.381415175141381,-15.6887333699053,1.8062379906281e-55,2.65734402158239e-53
"Rab7b",375.219301964797,4.5771455549582,0.29178383802063,15.686768622992,1.86300900934417e-55,2.71572019719903e-53
"Lamp1",4802.249340234,2.65864965413909,0.170073116006435,15.632392212056,4.38044078998764e-55,6.32734761019214e-53
"Trf",926.262261358287,4.20296836844937,0.269282713828226,15.608014003938,6.42046191699233e-55,9.19051526117938e-53
"Ptp4a3",123.792519016385,-4.91640892926303,0.315504816864409,-15.5826747056477,9.54747624657376e-55,1.35446294715902e-52
"Ripor2",57.1602852461431,-5.6463707158026,0.36268884847135,-15.5680847084236,1.1994530633568e-54,1.68655838262621e-52
"Uchl1",273.365110065124,4.00951862223049,0.257658170373064,15.5613874631846,1.33180255505757e-54,1.85622901730787e-52
"Cd302",441.175885591837,3.74437237124208,0.240713353777116,15.5553163648291,1.46429905792294e-54,2.02315197663805e-52
"Dtnbp1",599.670238481782,1.70006819247885,0.109366392094514,15.5447039983696,1.72819240738788e-54,2.36717665180914e-52
"Spib",214.10212375744,-6.11563175759712,0.39348669991176,-15.5421562125697,1.79829667621769e-54,2.44214836653187e-52
"Cd5l",76.6393028353349,-7.02664064782621,0.452570495014548,-15.5260688118883,2.31120867836435e-54,3.11210124496027e-52
"4930523C07Rik",49.5963950316622,-5.77978276808475,0.373215345760075,-15.4864552965095,4.28260742034634e-54,5.71818061360361e-52
"Ccl5",13361.9432783755,3.41164122009113,0.221120484701043,15.4288790778643,1.04672390327079e-53,1.38594967492246e-51
"Cbx7",124.56679128373,-3.9395524873723,0.255443200799122,-15.4224206205055,1.1568564062916e-53,1.51911499500556e-51
"Pon3",147.14219139045,4.8716273317711,0.316473371016955,15.3934826052398,1.81021295792613e-53,2.35757981053182e-51
"Cish",457.674924985288,-5.15788019031507,0.335162610904187,-15.3891872855399,1.93446724865209e-53,2.49892277348236e-51
"Sgk1",1369.81407471254,3.14354973343718,0.206190116426117,15.2458798119142,1.75354885130809e-52,2.24694658858341e-50
"Lyz2",38386.783735581,3.9647209463989,0.26050869141755,15.2191503662507,2.63936481390431e-52,3.35494940225005e-50
"Msi2",82.375666368292,-3.16442939403585,0.209193811388123,-15.1267830201956,1.07839705587488e-51,1.35989292228539e-49
"Zfp36l1",434.576802763544,-2.81718163424843,0.186459048529813,-15.1088491358358,1.41591081627999e-51,1.77144936691912e-49
"Vars",253.077699509779,-2.69113255758943,0.178249076022672,-15.0975961145916,1.67945372320068e-51,2.08475314124496e-49
"Naglu",255.032074962263,2.44166944469822,0.16177002543926,15.0934602258253,1.78813580719034e-51,2.20245657677886e-49
"Pecam1",64.888246065866,-4.63827292822196,0.307348016106723,-15.0912733616324,1.84840339858416e-51,2.25917550770028e-49
"App",1051.21328485557,2.22202551973315,0.147270996904899,15.0880048782995,1.94226965600641e-51,2.35578034841877e-49
"Cyb5a",827.908440291118,2.61715304307389,0.173925850617174,15.0475218823823,3.58410569729774e-51,4.31423147154271e-49
"Csf1r",1523.25293972351,2.90596607612973,0.193699314646047,15.0024592572251,7.07486020116325e-51,8.45206419069796e-49
"Plet1",68.416494690511,-5.64455270285202,0.376797066935262,-14.9803520201547,9.86929145210999e-51,1.1702475513625e-48
"Aldoc",88.0368719891913,3.59696247457908,0.240237158413018,14.9725483698702,1.10985620862147e-50,1.30625965176197e-48
"Gla",187.21023698408,3.76254902348373,0.251760708107428,14.9449413761508,1.68038989188428e-50,1.96321433765804e-48
"Grn",3012.9464122131,3.03228834074036,0.203781255460718,14.8801141394719,4.43741828050574e-50,5.14643350795297e-48
"Gramd2b",196.100794608187,-2.51816525539429,0.169325477127097,-14.8717446312237,5.02856472223279e-50,5.78977281677948e-48
"Heg1",54.5082669785808,-4.58866883064533,0.309160283996997,-14.8423619338178,7.7961893417494e-50,8.91177355762994e-48
"Gimap5",53.3012602557238,-6.43975858441026,0.434619309294465,-14.8170098444641,1.13735778806944e-49,1.29081984961681e-47
"Slc7a1",129.191134954115,-3.47923802543815,0.23511646855944,-14.7979341760084,1.51050951956184e-49,1.70216211037717e-47
"Milr1",330.271388649669,2.48479271529344,0.168353665095117,14.7593621670759,2.67801483369557e-49,2.99654772483021e-47
"Ppp1r16b",76.1385240001219,-6.09535006401135,0.413307575911025,-14.7477336958457,3.18170779234098e-49,3.53525560227314e-47
"Flt3",58.6446004118875,-5.64081150092428,0.382547928749975,-14.7453719573293,3.29499388183358e-49,3.63570540197596e-47
"Tcn2",267.618964981954,2.05301500354291,0.139476596740694,14.7194228387989,4.8377151525572e-49,5.30113490061941e-47
"Soat1",384.945834373439,2.6168940315762,0.177798603773929,14.7183047337289,4.91835953981455e-49,5.35259004987078e-47
"Gaa",232.541753208385,2.06932347145333,0.14096509608979,14.6796868789082,8.69912290234072e-49,9.40274583641441e-47
"Rras2",93.2857815860631,-2.96583325373292,0.202235279562079,-14.665261472455,1.07601860024057e-48,1.15519321210963e-46
"Myof",701.449136705641,3.55404618222969,0.244113859201735,14.5589693016677,5.12242979768432e-48,5.46243537284605e-46
"S1pr4",66.9082896114633,-6.07674147237864,0.418147366827148,-14.5325355471881,7.53778402235426e-48,7.98452335541245e-46
"Cxxc5",40.4853760381016,-3.81656059407682,0.262914305189514,-14.5163671916816,9.54356977807711e-48,1.00422370995939e-45
"Relb",339.820093949749,-2.25115998603463,0.155092798951869,-14.5149226865991,9.74675217909282e-48,1.0188562195632e-45
"Cxcl16",1289.01069451261,2.60503805834671,0.180344114438635,14.4448188201513,2.70267037805476e-47,2.80671435535373e-45
"Ltf",396.694263860254,-7.21357216827475,0.501012239994007,-14.3979958820188,5.32657929560991e-47,5.49571548233415e-45
"Dapp1",107.928263350169,-2.31614100191825,0.160945601148797,-14.3908313454118,5.90814312620579e-47,6.05641846014734e-45
"Fcgr3",1502.44394799456,2.24683338302969,0.156207872426057,14.3836117100516,6.55808839243943e-47,6.67958118381218e-45
"Sumf1",158.084172805504,2.43382450901885,0.169899740677226,14.3250631185047,1.525893976651e-46,1.5442630187903e-44
"Cd2",63.3116449607488,-5.5779216211347,0.389765602921847,-14.3109642803784,1.86903662075826e-46,1.87956473843215e-44
"Ebf1",43.5152940040862,-5.71327920065384,0.399818643387373,-14.2896768200936,2.53784428364677e-46,2.53608854231846e-44
"Trp53i11",105.348049036771,-5.52844132722686,0.386954113614378,-14.2870721171251,2.63455038748335e-46,2.61627319417019e-44
"Rassf8",209.611827712457,4.07136391526624,0.285917492947457,14.2396461066285,5.19896657500463e-46,5.10896713749802e-44
"Strbp",57.5976691352614,-3.13837194948555,0.22039884443172,-14.2395118158518,5.20896643133413e-46,5.10896713749802e-44
"Lax1",51.0820972574435,-5.68620189058711,0.399543121935911,-14.23176017406,5.81982552673314e-46,5.67308023277686e-44
"Dhrs3",451.114902749448,4.54521683116638,0.319600028400213,14.2215783081055,6.73173632044e-46,6.52198526801654e-44
"Grap",146.538576133855,-4.23000380838246,0.297537124375144,-14.2167261220457,7.21502045744052e-46,6.94784606353166e-44
"Vpreb3",51.1886528581198,-6.5500789211939,0.461259041804639,-14.2004347395928,9.10458329809142e-46,8.71462192911895e-44
"Aldh1a2",206.890375692301,-5.33605658775814,0.376470016776431,-14.1739218263615,1.32868130423156e-45,1.26415672113384e-43
"Dtx1",57.282040244284,-6.57433299744816,0.466285916958284,-14.0993599813917,3.83229502113046e-45,3.62448426135368e-43
"Ahnak2",284.106358127822,6.68837901538075,0.47463729776022,14.0915580105962,4.28013383237213e-45,4.02408558950064e-43
"Dhrs7",147.82882392554,1.87466372597424,0.133050688017558,14.0898461624403,4.38515825158432e-45,4.09857526231901e-43
"Adcy6",196.079473726114,-6.35054868322654,0.451452471134932,-14.0669263970613,6.06485726477141e-45,5.63535187602064e-43
"Clcf1",90.3945360934158,-2.78863961451729,0.198526243492436,-14.0467051884933,8.07022320819136e-45,7.45510328807863e-43
"Skap1",68.9368704834487,-7.21901319785279,0.514953863395752,-14.0187572343832,1.19692296738814e-44,1.09930109993238e-42
"Gstm2",108.398328559479,5.45639747472252,0.389281846010268,14.0165731606672,1.23432460949116e-44,1.12713699541408e-42
"Ngp",1218.31444392495,-6.53615639295458,0.46657737163146,-14.0087299349729,1.37848145401204e-44,1.25158238987413e-42
"Igf1",2078.43976130038,5.46227788638528,0.391590651932167,13.9489486264128,3.19277254123907e-44,2.88238425612202e-42
"Id1",82.5166932347733,-4.1070019865111,0.294626596612907,-13.9396851259394,3.63540498581727e-44,3.26344349263563e-42
"Pou2af1",81.3739798194475,-5.81031439629446,0.417189889861775,-13.9272655869479,4.32602994260621e-44,3.86158931225113e-42
"Itm2b",6911.58467032998,2.7854156466622,0.200034567481194,13.9246715292049,4.48599094310579e-44,3.9820061505591e-42
"Cd9",3225.17321643176,2.03093373624865,0.146448118294309,13.8679401272141,9.90814938029678e-44,8.74614363908531e-42
"Snhg15",112.849649514412,-2.35862799432054,0.170217420428402,-13.8565605587511,1.16105781122277e-43,1.01922914710047e-41
"Traf3ip3",92.3225326463927,-3.07547232782735,0.221969212528724,-13.8554004530217,1.1799697161357e-43,1.03013949558682e-41
"Swap70",173.317609000174,-3.02725630334852,0.218584196126306,-13.84938324452,1.28309030702583e-43,1.11404491193079e-41
"Rhobtb2",62.6712333486583,-3.09072034215356,0.223249150903881,-13.8442647133931,1.37783408813876e-43,1.18980466448026e-41
"Ecm1",117.556046071484,3.22337617215718,0.233110954199962,13.8276477963888,1.73605008257412e-43,1.49103241956866e-41
"Ggh",236.102763024423,2.37150221401228,0.171674845491297,13.8139178586446,2.10087566392767e-43,1.79466738839498e-41
"Kmo",45.6339876874653,-5.12249335823561,0.37193450165585,-13.7725683834931,3.72722763813989e-43,3.16694759050292e-41
"Adam15",146.825855537993,2.75146853401591,0.199785779326987,13.7720940063137,3.75178627519993e-43,3.17085809184317e-41
"Fcgr4",93.3751056032907,3.93697325574488,0.286218950570242,13.7551103723256,4.74555933941396e-43,3.98953398645229e-41
"H2-M2",1446.5947781176,6.20788110564241,0.45135949598926,13.7537398920486,4.83633927253075e-43,4.0444523526969e-41
"Ccnl2",483.463539278222,-1.59573851318093,0.116049172256019,-13.7505376570937,5.05524399411868e-43,4.20538072369381e-41
"Nr4a3",89.1588236453901,-5.04133135697452,0.366666770295013,-13.749081633218,5.15801065260128e-43,4.26852246141571e-41
"Anxa5",2386.79143019223,2.61808527814289,0.190608619430713,13.7353981470632,6.23125757419531e-43,5.12997158530515e-41
"Mpeg1",775.738399992206,2.81693103760627,0.206863294455882,13.6173555826601,3.15796848652929e-42,2.58644130321979e-40
"Akna",151.069529636642,-1.9143098648926,0.140719901600546,-13.60368962115,3.80731162270921e-42,3.10227560888341e-40
"Ptpre",627.181997308997,1.87765305816014,0.138158562580784,13.5905659633817,4.55544121701697e-42,3.69292885189707e-40
"Ly6d",313.294462319361,-5.96797965479684,0.439444352856034,-13.5807403508767,5.20971606200492e-42,4.20188723396935e-40
"Tut4",190.784863266771,-2.27151263559246,0.167313083347486,-13.5764196687168,5.52624698648691e-42,4.43467365496417e-40
"Nrp2",1414.29213753853,2.89393047225768,0.213446630747971,13.5580986315718,7.09514875624638e-42,5.66506626070345e-40
"S1pr1",186.450560873555,-3.31411155244888,0.244973299673805,-13.5284602724533,1.06225281070769e-41,8.43906745466724e-40
"H2-D1",8268.53646514439,1.84857019341235,0.136730853478546,13.5197736749474,1.1954300225404e-41,9.4498445911166e-40
"Itk",71.1846623260059,-6.32840876601021,0.468107929128175,-13.5191232026266,1.20604643434989e-41,9.48657019573532e-40
"Lmbr1l",93.5158580813382,-2.93452779150107,0.217151304174823,-13.5137470283786,1.29745911106861e-41,1.01553338993937e-39
"Dennd2d",37.7246513627021,-4.07158170520369,0.301415457569586,-13.508204715293,1.39891328832544e-41,1.08957515873544e-39
"Cacnb3",541.825491704274,-6.32153146972245,0.469411669378381,-13.4669244121983,2.44854587417117e-41,1.89780221437589e-39
"Bcl11a",84.6303039437941,-6.27205989787024,0.466113202460234,-13.45608720106,2.8353798403547e-41,2.18695875162116e-39
"Clmp",167.894681926361,6.29572317586064,0.468049067172223,13.4509896876775,3.03779014457573e-41,2.33176075396926e-39
"Ccnd2",961.419718488379,-4.62630658748637,0.344354942645582,-13.4347035995585,3.78581112681846e-41,2.89195927855858e-39
"Prkcq",64.3063424044927,-6.44594976997546,0.479889920844262,-13.4321424351552,3.91906838425895e-41,2.97942954820529e-39
"Cd200r4",335.672064213912,3.34091563270069,0.249285329885502,13.4019744933855,5.88756894990414e-41,4.45464681166795e-39
"Iglc3",179.636358612907,-6.35160808550251,0.474337764724834,-13.3904752222019,6.87395119893749e-41,5.1763132985743e-39
"Cndp2",574.682365198675,1.94538888096162,0.145342235150258,13.3848834714179,7.41135133072471e-41,5.55466798556061e-39
"Ikzf3",39.7739539544193,-6.14171370692626,0.459902531601109,-13.3543811675584,1.11682395708066e-40,8.3310872554247e-39
"Map4k2",192.859989053004,-2.98121178703761,0.22341666080694,-13.3437308402606,1.28846274924267e-40,9.56653487042838e-39
"Niban3",69.0936451451045,-4.16602018254165,0.312246101165019,-13.3421047276422,1.3168828494071e-40,9.73207050894393e-39
"Pttg1ip",369.58219972536,1.88873641742464,0.141919040209735,13.3085484134713,2.06453898761596e-40,1.51867870251065e-38
"Il18bp",130.914784606051,3.90893667174937,0.293937877239319,13.298512966285,2.36117619376923e-40,1.72888149966817e-38
"Crispld2",56.5686713330924,-7.29609865211305,0.548977825229629,-13.2903339931102,2.63399857097438e-40,1.91979831624826e-38
"Itgam",2546.38897694244,2.20563720915328,0.166138768854363,13.2758730810551,3.19525059448097e-40,2.31823455231544e-38
"Glmp",598.121438355132,1.68475063652567,0.127188889561192,13.2460519337667,4.75571260682934e-40,3.43470534590506e-38
"H2bc4",551.724519045956,2.54798714743533,0.192537311727265,13.2337318132115,5.60345749942415e-40,4.02865774698418e-38
"Mif4gd",264.387100525042,-2.14273693981179,0.161950778141797,-13.2307912589077,5.82706683963716e-40,4.17055247815292e-38
"Hsd17b11",175.579758128802,2.41150195958315,0.182791177257839,13.192660585481,9.67107750205203e-40,6.89075114036344e-38
"Pdlim1",49.535177343687,-3.60387134569535,0.273311921507504,-13.1859280993581,1.05744553040729e-39,7.5007821574292e-38
"Rabep2",141.36033077443,-1.9520248785803,0.14848755568472,-13.1460503176777,1.79298429805812e-39,1.26616566719313e-37
"Rhof",83.2264780115858,-3.29493646123823,0.250788779738946,-13.1382929677637,1.98657784002726e-39,1.39666970354837e-37
"H2-DMb2",89.4905735489486,-5.81659879363526,0.442947332988223,-13.131581026564,2.17076501067506e-39,1.51943987905797e-37
"Adam17",583.481863543729,1.54659068610368,0.118234185975782,13.0807403403654,4.242874937815e-39,2.95679999504134e-37
"Ap1s1",329.201105237506,2.23793554904184,0.171628455296091,13.0394202125806,7.30101276272742e-39,5.06575509986795e-37
"Cd84",552.835109477398,2.8922453466926,0.222309443531052,13.0099976894981,1.07345334697389e-38,7.41569575220357e-37
"Arhgef1",732.293746477832,-2.24032269881485,0.172289360933239,-13.0032561887728,1.17242871526808e-38,8.06438089043056e-37
"Adamtsl5",155.36036540112,5.44185600009622,0.418926281827289,12.9900085913916,1.39411409880347e-38,9.54787884305532e-37
"Edem2",227.483495692135,1.91337221335117,0.147450625619741,12.9763587323498,1.66615239880423e-38,1.13620152208586e-36
"Prdx5",3190.82133989334,2.18206114550056,0.168176993171367,12.9747898589025,1.70062114503912e-38,1.15475082792849e-36
"Iglc2",294.829215963528,-5.53874732225385,0.42715243788783,-12.9666761347346,1.89052171372457e-38,1.2782340216753e-36
"Ms4a1",168.91294701651,-5.99997206125496,0.463259177197707,-12.9516528901797,2.29949007437377e-38,1.54162859880695e-36
"Stx3",213.531954932573,2.75831112648159,0.212969478442371,12.9516733883911,2.2988760769202e-38,1.54162859880695e-36
"Ccm2",264.075224538833,-1.50332568195219,0.116345288960864,-12.9212424102352,3.41580928577563e-38,2.28041150175164e-36
"Sash1",232.272100034295,3.58119434486356,0.27721089088196,12.9186639582226,3.53221507006343e-38,2.34825796017732e-36
"Psmd8",1333.15958904693,1.58505877597932,0.12278703975696,12.9090071648989,4.00430683239185e-38,2.65101796916142e-36
"Ldaf1",83.0028940901298,2.52573631396201,0.195723349230152,12.9046244298221,4.23877050618939e-38,2.79459852999349e-36
"Ptpmt1",200.407484765153,1.4795738908384,0.114661233883754,12.9038720474474,4.28037150495315e-38,2.81036458025623e-36
"Elk4",201.033486323445,-1.54662333624708,0.119987687972897,-12.8898503036114,5.13433747981599e-38,3.35718058505334e-36
"Itgb5",377.331624941895,4.76646933224144,0.369816591155034,12.8887384888669,5.2088889122353e-38,3.39196868551257e-36
"Kmt2e",199.375354505992,-1.33365915441111,0.103525519162969,-12.8824193802079,5.65351011043951e-38,3.66647437325605e-36
"Lhfpl2",321.338731604434,4.26775239440087,0.331502752509785,12.8739576431568,6.3084993059494e-38,4.07462379968415e-36
