from	to
NMU	NPY1R
SST	NPY1R
CCL20	NPY1R
CXCL6	NPY1R
CXCL9	NPY1R
PNOC	NPY1R
NMS	NPY1R
NPW	NPY1R
NPB	NPY1R
RLN3	NPY1R
CCL19	NPY1R
CXCL16	NPY1R
CCL28	NPY1R
HEBP1	NPY1R
APLN	NPY1R
CCL27	NPY1R
INSL5	NPY1R
COL18A1	ITGA3
LAMB2	ITGA3
GDF2	ACVR2A
CXCL5	HTR1D
CXCL12	HTR1D
NMU	HTR1D
SST	HTR1D
CCL20	HTR1D
CXCL6	HTR1D
CXCL9	HTR1D
PNOC	HTR1D
NMS	HTR1D
NPW	HTR1D
NPB	HTR1D
RLN3	HTR1D
CCL19	HTR1D
CXCL16	HTR1D
CCL28	HTR1D
HEBP1	HTR1D
APLN	HTR1D
CCL27	HTR1D
INSL5	HTR1D
CXCL5	HTR1B
CXCL12	HTR1B
NMU	HTR1B
SST	HTR1B
CCL20	HTR1B
CXCL6	HTR1B
CXCL9	HTR1B
PNOC	HTR1B
NMS	HTR1B
NPW	HTR1B
NPB	HTR1B
RLN3	HTR1B
CCL19	HTR1B
CXCL16	HTR1B
CCL28	HTR1B
HEBP1	HTR1B
APLN	HTR1B
CCL27	HTR1B
INSL5	HTR1B
NTS	HTR2A
XCL1	HTR2A
NMU	HTR2A
PROK1	HTR2A
QRFP	HTR2A
KISS1	HTR2A
NMS	HTR2A
UTS2B	HTR2A
PROK2	HTR2A
XCL2	HTR2A
GHRL	HTR2A
TAC3	HTR2A
NTS	HTR2C
XCL1	HTR2C
NMU	HTR2C
PROK1	HTR2C
QRFP	HTR2C
KISS1	HTR2C
NMS	HTR2C
UTS2B	HTR2C
PROK2	HTR2C
XCL2	HTR2C
GHRL	HTR2C
TAC3	HTR2C
NTS	NMBR
XCL1	NMBR
NMU	NMBR
PROK1	NMBR
QRFP	NMBR
KISS1	NMBR
NMS	NMBR
UTS2B	NMBR
PROK2	NMBR
XCL2	NMBR
GHRL	NMBR
TAC3	NMBR
EFNB2	EPHA8
EFNB1	EPHA8
NTS	TACR3
XCL1	TACR3
NMU	TACR3
PROK1	TACR3
QRFP	TACR3
KISS1	TACR3
NMS	TACR3
UTS2B	TACR3
PROK2	TACR3
XCL2	TACR3
GHRL	TACR3
NTS	BDKRB2
CXCL5	BDKRB2
XCL1	BDKRB2
CXCL12	BDKRB2
NMU	BDKRB2
PROK1	BDKRB2
SST	BDKRB2
CCL20	BDKRB2
CXCL6	BDKRB2
QRFP	BDKRB2
CXCL9	BDKRB2
PNOC	BDKRB2
KISS1	BDKRB2
NMS	BDKRB2
UTS2B	BDKRB2
NPW	BDKRB2
NPB	BDKRB2
RLN3	BDKRB2
CCL19	BDKRB2
CXCL16	BDKRB2
PROK2	BDKRB2
CCL28	BDKRB2
HEBP1	BDKRB2
XCL2	BDKRB2
GHRL	BDKRB2
TAC3	BDKRB2
APLN	BDKRB2
CCL27	BDKRB2
INSL5	BDKRB2
ADM	AVPR2
WNT5A	AVPR2
INSL3	AVPR2
ADM2	AVPR2
RLN3	AVPR2
PTH2	AVPR2
NTS	GRPR
XCL1	GRPR
NMU	GRPR
PROK1	GRPR
QRFP	GRPR
KISS1	GRPR
NMS	GRPR
UTS2B	GRPR
PROK2	GRPR
XCL2	GRPR
GHRL	GRPR
TAC3	GRPR
NTS	AGTR1
XCL1	AGTR1
NMU	AGTR1
PROK1	AGTR1
QRFP	AGTR1
KISS1	AGTR1
NMS	AGTR1
UTS2B	AGTR1
PROK2	AGTR1
XCL2	AGTR1
GHRL	AGTR1
TAC3	AGTR1
NTS	OXTR
XCL1	OXTR
NMU	OXTR
PROK1	OXTR
QRFP	OXTR
KISS1	OXTR
NMS	OXTR
UTS2B	OXTR
PROK2	OXTR
XCL2	OXTR
GHRL	OXTR
TAC3	OXTR
CXCL5	SSTR1
CXCL12	SSTR1
NMU	SSTR1
CCL20	SSTR1
CXCL6	SSTR1
CXCL9	SSTR1
PNOC	SSTR1
NMS	SSTR1
NPW	SSTR1
NPB	SSTR1
RLN3	SSTR1
CCL19	SSTR1
CXCL16	SSTR1
CCL28	SSTR1
HEBP1	SSTR1
APLN	SSTR1
CCL27	SSTR1
INSL5	SSTR1
CXCL5	SSTR2
CXCL12	SSTR2
NMU	SSTR2
CCL20	SSTR2
CXCL6	SSTR2
CXCL9	SSTR2
PNOC	SSTR2
NMS	SSTR2
NPW	SSTR2
NPB	SSTR2
RLN3	SSTR2
CCL19	SSTR2
CXCL16	SSTR2
CCL28	SSTR2
HEBP1	SSTR2
APLN	SSTR2
CCL27	SSTR2
INSL5	SSTR2
CXCL5	HTR1F
CXCL12	HTR1F
NMU	HTR1F
SST	HTR1F
CCL20	HTR1F
CXCL6	HTR1F
CXCL9	HTR1F
PNOC	HTR1F
NMS	HTR1F
NPW	HTR1F
NPB	HTR1F
RLN3	HTR1F
CCL19	HTR1F
CXCL16	HTR1F
CCL28	HTR1F
HEBP1	HTR1F
APLN	HTR1F
CCL27	HTR1F
INSL5	HTR1F
NTS	GNRHR
XCL1	GNRHR
NMU	GNRHR
PROK1	GNRHR
QRFP	GNRHR
KISS1	GNRHR
NMS	GNRHR
UTS2B	GNRHR
PROK2	GNRHR
XCL2	GNRHR
GHRL	GNRHR
TAC3	GNRHR
INSL3	CALCR
RLN3	CALCR
PTH2	CALCR
XCL1	NTSR1
NMU	NTSR1
PROK1	NTSR1
QRFP	NTSR1
KISS1	NTSR1
NMS	NTSR1
UTS2B	NTSR1
PROK2	NTSR1
XCL2	NTSR1
GHRL	NTSR1
TAC3	NTSR1
CXCL5	SSTR4
CXCL12	SSTR4
NMU	SSTR4
CCL20	SSTR4
CXCL6	SSTR4
CXCL9	SSTR4
PNOC	SSTR4
NMS	SSTR4
NPW	SSTR4
NPB	SSTR4
RLN3	SSTR4
CCL19	SSTR4
CXCL16	SSTR4
CCL28	SSTR4
HEBP1	SSTR4
APLN	SSTR4
CCL27	SSTR4
INSL5	SSTR4
XCL1	CCKAR
NMU	CCKAR
PROK1	CCKAR
QRFP	CCKAR
KISS1	CCKAR
NMS	CCKAR
UTS2B	CCKAR
PROK2	CCKAR
XCL2	CCKAR
GHRL	CCKAR
TAC3	CCKAR
XCL1	CCKBR
NMU	CCKBR
PROK1	CCKBR
QRFP	CCKBR
KISS1	CCKBR
NMS	CCKBR
UTS2B	CCKBR
PROK2	CCKBR
XCL2	CCKBR
GHRL	CCKBR
TAC3	CCKBR
ADM	VIPR1
INSL3	VIPR1
ADM2	VIPR1
RLN3	VIPR1
PTH2	VIPR1
ADM	MC4R
INSL3	MC4R
ADM2	MC4R
RLN3	MC4R
PTH2	MC4R
CXCL5	CCR1
CXCL12	CCR1
NMU	CCR1
SST	CCR1
CCL20	CCR1
CXCL6	CCR1
CXCL9	CCR1
PNOC	CCR1
NMS	CCR1
NPW	CCR1
NPB	CCR1
RLN3	CCR1
CCL19	CCR1
CXCL16	CCR1
CCL28	CCR1
HEBP1	CCR1
APLN	CCR1
CCL27	CCR1
INSL5	CCR1
CXCL5	CCR7
CXCL12	CCR7
NMU	CCR7
SST	CCR7
CCL20	CCR7
CXCL6	CCR7
CXCL9	CCR7
PNOC	CCR7
NMS	CCR7
NPW	CCR7
NPB	CCR7
RLN3	CCR7
CXCL16	CCR7
CCL28	CCR7
HEBP1	CCR7
APLN	CCR7
CCL27	CCR7
INSL5	CCR7
CXCL5	CXCR5
CXCL12	CXCR5
NMU	CXCR5
SST	CXCR5
CCL20	CXCR5
CXCL6	CXCR5
CXCL9	CXCR5
PNOC	CXCR5
NMS	CXCR5
NPW	CXCR5
NPB	CXCR5
RLN3	CXCR5
CCL19	CXCR5
CXCL16	CXCR5
CCL28	CXCR5
HEBP1	CXCR5
APLN	CXCR5
CCL27	CXCR5
INSL5	CXCR5
CXCL5	SSTR3
CXCL12	SSTR3
NMU	SSTR3
CCL20	SSTR3
CXCL6	SSTR3
CXCL9	SSTR3
PNOC	SSTR3
NMS	SSTR3
NPW	SSTR3
NPB	SSTR3
RLN3	SSTR3
CCL19	SSTR3
CXCL16	SSTR3
CCL28	SSTR3
HEBP1	SSTR3
APLN	SSTR3
CCL27	SSTR3
INSL5	SSTR3
ADM	MC5R
INSL3	MC5R
ADM2	MC5R
RLN3	MC5R
PTH2	MC5R
EFNB1	SDC2
ADM	HTR7
INSL3	HTR7
ADM2	HTR7
RLN3	HTR7
PTH2	HTR7
XCL1	TRHR
NMU	TRHR
PROK1	TRHR
QRFP	TRHR
KISS1	TRHR
NMS	TRHR
UTS2B	TRHR
PROK2	TRHR
XCL2	TRHR
GHRL	TRHR
TAC3	TRHR
ADM	CRHR1
INSL3	CRHR1
ADM2	CRHR1
RLN3	CRHR1
PTH2	CRHR1
CXCL5	SSTR5
CXCL12	SSTR5
NMU	SSTR5
CCL20	SSTR5
CXCL6	SSTR5
CXCL9	SSTR5
PNOC	SSTR5
NMS	SSTR5
NPW	SSTR5
NPB	SSTR5
RLN3	SSTR5
CCL19	SSTR5
CXCL16	SSTR5
CCL28	SSTR5
HEBP1	SSTR5
APLN	SSTR5
CCL27	SSTR5
INSL5	SSTR5
XCL1	HRH1
NMU	HRH1
PROK1	HRH1
QRFP	HRH1
KISS1	HRH1
NMS	HRH1
UTS2B	HRH1
PROK2	HRH1
XCL2	HRH1
GHRL	HRH1
TAC3	HRH1
CXCL5	OPRM1
CXCL12	OPRM1
NMU	OPRM1
SST	OPRM1
CCL20	OPRM1
CXCL6	OPRM1
ARF1	OPRM1
CXCL9	OPRM1
PNOC	OPRM1
NMS	OPRM1
NPW	OPRM1
NPB	OPRM1
RLN3	OPRM1
CCL19	OPRM1
CXCL16	OPRM1
CCL28	OPRM1
HEBP1	OPRM1
APLN	OPRM1
CCL27	OPRM1
INSL5	OPRM1
CXCL5	APLNR
CXCL12	APLNR
NMU	APLNR
SST	APLNR
CCL20	APLNR
CXCL6	APLNR
CXCL9	APLNR
PNOC	APLNR
NMS	APLNR
NPW	APLNR
NPB	APLNR
RLN3	APLNR
CCL19	APLNR
CXCL16	APLNR
CCL28	APLNR
HEBP1	APLNR
CCL27	APLNR
INSL5	APLNR
ANGPT4	TIE1
EFNB2	FLT4
EFNB1	FLT4
LIPH	FLT4
PGF	KDR
EFNA5	TGFBR1
XCL1	AVPR1A
NMU	AVPR1A
PROK1	AVPR1A
QRFP	AVPR1A
KISS1	AVPR1A
NMS	AVPR1A
UTS2B	AVPR1A
PROK2	AVPR1A
XCL2	AVPR1A
GHRL	AVPR1A
TAC3	AVPR1A
CXCL5	OPRD1
CXCL12	OPRD1
NMU	OPRD1
SST	OPRD1
CCL20	OPRD1
CXCL6	OPRD1
CXCL9	OPRD1
PNOC	OPRD1
NMS	OPRD1
NPW	OPRD1
NPB	OPRD1
RLN3	OPRD1
CCL19	OPRD1
CXCL16	OPRD1
CCL28	OPRD1
HEBP1	OPRD1
APLN	OPRD1
CCL27	OPRD1
INSL5	OPRD1
CXCL5	OPRK1
CXCL12	OPRK1
NMU	OPRK1
SST	OPRK1
CCL20	OPRK1
CXCL6	OPRK1
CXCL9	OPRK1
PNOC	OPRK1
NMS	OPRK1
NPW	OPRK1
NPB	OPRK1
RLN3	OPRK1
CCL19	OPRK1
CXCL16	OPRK1
CCL28	OPRK1
HEBP1	OPRK1
APLN	OPRK1
CCL27	OPRK1
INSL5	OPRK1
CXCL5	OPRL1
CXCL12	OPRL1
NMU	OPRL1
SST	OPRL1
CCL20	OPRL1
CXCL6	OPRL1
CXCL9	OPRL1
NMS	OPRL1
NPW	OPRL1
NPB	OPRL1
RLN3	OPRL1
CCL19	OPRL1
CXCL16	OPRL1
CCL28	OPRL1
HEBP1	OPRL1
APLN	OPRL1
CCL27	OPRL1
INSL5	OPRL1
INSL3	ADCYAP1R1
ADM2	ADCYAP1R1
RLN3	ADCYAP1R1
PTH2	ADCYAP1R1
INSL3	VIPR2
ADM2	VIPR2
RLN3	VIPR2
PTH2	VIPR2
XCL1	HTR2B
NMU	HTR2B
PROK1	HTR2B
QRFP	HTR2B
KISS1	HTR2B
NMS	HTR2B
UTS2B	HTR2B
PROK2	HTR2B
XCL2	HTR2B
GHRL	HTR2B
TAC3	HTR2B
CXCL5	CCR2
CXCL12	CCR2
NMU	CCR2
SST	CCR2
CCL20	CCR2
CXCL6	CCR2
CXCL9	CCR2
PNOC	CCR2
NMS	CCR2
NPW	CCR2
NPB	CCR2
RLN3	CCR2
CCL19	CCR2
CXCL16	CCR2
CCL28	CCR2
HEBP1	CCR2
APLN	CCR2
CCL27	CCR2
INSL5	CCR2
INSL3	MC3R
ADM2	MC3R
RLN3	MC3R
PTH2	MC3R
INSL3	GLP1R
ADM2	GLP1R
RLN3	GLP1R
PTH2	GLP1R
CXCL12	CCR10
NMU	CCR10
SST	CCR10
CCL20	CCR10
CXCL6	CCR10
CXCL9	CCR10
PNOC	CCR10
NMS	CCR10
NPW	CCR10
NPB	CCR10
RLN3	CCR10
CXCL16	CCR10
HEBP1	CCR10
APLN	CCR10
INSL5	CCR10
NMU	XCR1
PROK1	XCR1
QRFP	XCR1
KISS1	XCR1
NMS	XCR1
UTS2B	XCR1
PROK2	XCR1
GHRL	XCR1
TAC3	XCR1
COPA	NOTCH1
XCL1	BDKRB1
CXCL12	BDKRB1
NMU	BDKRB1
PROK1	BDKRB1
SST	BDKRB1
CCL20	BDKRB1
CXCL6	BDKRB1
QRFP	BDKRB1
CXCL9	BDKRB1
PNOC	BDKRB1
KISS1	BDKRB1
NMS	BDKRB1
UTS2B	BDKRB1
NPW	BDKRB1
NPB	BDKRB1
RLN3	BDKRB1
CCL19	BDKRB1
CXCL16	BDKRB1
PROK2	BDKRB1
CCL28	BDKRB1
HEBP1	BDKRB1
XCL2	BDKRB1
GHRL	BDKRB1
TAC3	BDKRB1
APLN	BDKRB1
CCL27	BDKRB1
INSL5	BDKRB1
CXCL12	GALR1
NMU	GALR1
SST	GALR1
CCL20	GALR1
CXCL6	GALR1
CXCL9	GALR1
PNOC	GALR1
NMS	GALR1
NPW	GALR1
NPB	GALR1
RLN3	GALR1
CCL19	GALR1
CXCL16	GALR1
CCL28	GALR1
HEBP1	GALR1
APLN	GALR1
CCL27	GALR1
INSL5	GALR1
XCL1	GCGR
NMU	GCGR
INSL3	GCGR
PROK1	GCGR
QRFP	GCGR
KISS1	GCGR
NMS	GCGR
UTS2B	GCGR
ADM2	GCGR
RLN3	GCGR
PTH2	GCGR
PROK2	GCGR
XCL2	GCGR
GHRL	GCGR
TAC3	GCGR
INSL3	SCTR
ADM2	SCTR
RLN3	SCTR
PTH2	SCTR
CXCL12	HTR5A
NMU	HTR5A
SST	HTR5A
CCL20	HTR5A
CXCL6	HTR5A
CXCL9	HTR5A
PNOC	HTR5A
NMS	HTR5A
NPW	HTR5A
NPB	HTR5A
RLN3	HTR5A
CCL19	HTR5A
CXCL16	HTR5A
CCL28	HTR5A
HEBP1	HTR5A
APLN	HTR5A
CCL27	HTR5A
INSL5	HTR5A
XCL1	AVPR1B
NMU	AVPR1B
PROK1	AVPR1B
QRFP	AVPR1B
KISS1	AVPR1B
NMS	AVPR1B
UTS2B	AVPR1B
PROK2	AVPR1B
XCL2	AVPR1B
GHRL	AVPR1B
TAC3	AVPR1B
CXCL12	MTNR1A
NMU	MTNR1A
SST	MTNR1A
CCL20	MTNR1A
CXCL6	MTNR1A
CXCL9	MTNR1A
PNOC	MTNR1A
NMS	MTNR1A
NPW	MTNR1A
NPB	MTNR1A
RLN3	MTNR1A
CCL19	MTNR1A
CXCL16	MTNR1A
CCL28	MTNR1A
HEBP1	MTNR1A
APLN	MTNR1A
CCL27	MTNR1A
INSL5	MTNR1A
NMU	NPBWR1
SST	NPBWR1
CCL20	NPBWR1
CXCL6	NPBWR1
CXCL9	NPBWR1
PNOC	NPBWR1
NMS	NPBWR1
RLN3	NPBWR1
CCL19	NPBWR1
CXCL16	NPBWR1
CCL28	NPBWR1
HEBP1	NPBWR1
APLN	NPBWR1
CCL27	NPBWR1
INSL5	NPBWR1
LAMC2	CD151
INSL3	GIPR
ADM2	GIPR
RLN3	GIPR
PTH2	GIPR
SST	NPY2R
CCL20	NPY2R
CXCL6	NPY2R
CXCL9	NPY2R
PNOC	NPY2R
NMS	NPY2R
NPW	NPY2R
NPB	NPY2R
RLN3	NPY2R
CCL19	NPY2R
CXCL16	NPY2R
CCL28	NPY2R
HEBP1	NPY2R
APLN	NPY2R
CCL27	NPY2R
INSL5	NPY2R
INSL3	PTH2R
ADM2	PTH2R
RLN3	PTH2R
SST	MTNR1B
CCL20	MTNR1B
CXCL6	MTNR1B
CXCL9	MTNR1B
PNOC	MTNR1B
NMS	MTNR1B
NPW	MTNR1B
NPB	MTNR1B
RLN3	MTNR1B
CCL19	MTNR1B
CXCL16	MTNR1B
CCL28	MTNR1B
HEBP1	MTNR1B
APLN	MTNR1B
CCL27	MTNR1B
INSL5	MTNR1B
SST	CXCR3
CXCL6	CXCR3
PNOC	CXCR3
NMS	CXCR3
NPW	CXCR3
NPB	CXCR3
RLN3	CXCR3
CXCL16	CXCR3
CCL28	CXCR3
HEBP1	CXCR3
APLN	CXCR3
CCL27	CXCR3
INSL5	CXCR3
SST	AGTR2
CCL20	AGTR2
CXCL6	AGTR2
CXCL9	AGTR2
PNOC	AGTR2
NMS	AGTR2
NPW	AGTR2
NPB	AGTR2
RLN3	AGTR2
CCL19	AGTR2
CXCL16	AGTR2
CCL28	AGTR2
HEBP1	AGTR2
APLN	AGTR2
CCL27	AGTR2
INSL5	AGTR2
SST	NPY4R
CCL20	NPY4R
CXCL6	NPY4R
CXCL9	NPY4R
PNOC	NPY4R
NMS	NPY4R
NPW	NPY4R
NPB	NPY4R
RLN3	NPY4R
CCL19	NPY4R
CXCL16	NPY4R
CCL28	NPY4R
HEBP1	NPY4R
APLN	NPY4R
CCL27	NPY4R
INSL5	NPY4R
INSL3	HTR6
ADM2	HTR6
RLN3	HTR6
PTH2	HTR6
SST	CCR3
CCL20	CCR3
CXCL6	CCR3
PNOC	CCR3
NMS	CCR3
NPW	CCR3
NPB	CCR3
RLN3	CCR3
CCL19	CCR3
CXCL16	CCR3
HEBP1	CCR3
APLN	CCR3
CCL27	CCR3
INSL5	CCR3
SST	CCR4
CCL20	CCR4
CXCL6	CCR4
CXCL9	CCR4
PNOC	CCR4
NMS	CCR4
NPW	CCR4
NPB	CCR4
RLN3	CCR4
CCL19	CCR4
CXCL16	CCR4
CCL28	CCR4
HEBP1	CCR4
APLN	CCR4
CCL27	CCR4
INSL5	CCR4
SST	CCR5
CCL20	CCR5
CXCL6	CCR5
CXCL9	CCR5
PNOC	CCR5
NMS	CCR5
NPW	CCR5
NPB	CCR5
RLN3	CCR5
CCL19	CCR5
CXCL16	CCR5
CCL28	CCR5
HEBP1	CCR5
APLN	CCR5
CCL27	CCR5
INSL5	CCR5
SST	CCR6
CXCL6	CCR6
CXCL9	CCR6
PNOC	CCR6
NMS	CCR6
NPW	CCR6
NPB	CCR6
RLN3	CCR6
CCL19	CCR6
CXCL16	CCR6
CCL28	CCR6
HEBP1	CCR6
APLN	CCR6
CCL27	CCR6
INSL5	CCR6
SST	CCR8
CCL20	CCR8
CXCL6	CCR8
CXCL9	CCR8
PNOC	CCR8
NMS	CCR8
NPW	CCR8
NPB	CCR8
RLN3	CCR8
CCL19	CCR8
CXCL16	CCR8
CCL28	CCR8
HEBP1	CCR8
APLN	CCR8
CCL27	CCR8
INSL5	CCR8
SST	CCR9
CCL20	CCR9
CXCL6	CCR9
CXCL9	CCR9
PNOC	CCR9
NMS	CCR9
NPW	CCR9
NPB	CCR9
RLN3	CCR9
CCL19	CCR9
CXCL16	CCR9
CCL28	CCR9
HEBP1	CCR9
APLN	CCR9
CCL27	CCR9
INSL5	CCR9
SEMA3A	PLXNA3
SEMA6D	PLXNA3
EFNB1	EPHA5
PROK1	F2RL1
QRFP	F2RL1
KISS1	F2RL1
NMS	F2RL1
UTS2B	F2RL1
PROK2	F2RL1
XCL2	F2RL1
GHRL	F2RL1
TAC3	F2RL1
ARTN	GFRA1
SST	CXCR4
CCL20	CXCR4
CXCL6	CXCR4
CXCL9	CXCR4
PNOC	CXCR4
NMS	CXCR4
NPW	CXCR4
NPB	CXCR4
RLN3	CXCR4
CCL19	CXCR4
CXCL16	CXCR4
CCL28	CXCR4
HEBP1	CXCR4
APLN	CXCR4
CCL27	CXCR4
INSL5	CXCR4
EDA	IL9R
ADM2	MC2R
RLN3	MC2R
PTH2	MC2R
ADM2	MC1R
RLN3	MC1R
PTH2	MC1R
ADM2	GHRHR
RLN3	GHRHR
PTH2	GHRHR
ADM2	PTH1R
RLN3	PTH1R
CLEC11A	TRAF2
TNFSF13B	TRAF2
ADM2	CRHR2
RLN3	CRHR2
PTH2	CRHR2
ADM2	HTR4
RLN3	HTR4
PTH2	HTR4
TNFSF13B	ITGA7
GDF2	ACVR2B
NMS	GRM4
NPW	GRM4
NPB	GRM4
RLN3	GRM4
CCL19	GRM4
CXCL16	GRM4
CCL28	GRM4
HEBP1	GRM4
APLN	GRM4
CCL27	GRM4
INSL5	GRM4
NMS	P2RY14
NPW	P2RY14
NPB	P2RY14
RLN3	P2RY14
CCL19	P2RY14
CXCL16	P2RY14
CCL28	P2RY14
HEBP1	P2RY14
APLN	P2RY14
CCL27	P2RY14
INSL5	P2RY14
NMS	NPY5R
NPW	NPY5R
NPB	NPY5R
RLN3	NPY5R
CCL19	NPY5R
CXCL16	NPY5R
CCL28	NPY5R
HEBP1	NPY5R
APLN	NPY5R
CCL27	NPY5R
INSL5	NPY5R
NMS	C3AR1
NPW	C3AR1
NPB	C3AR1
RLN3	C3AR1
CCL19	C3AR1
CXCL16	C3AR1
CCL28	C3AR1
HEBP1	C3AR1
APLN	C3AR1
CCL27	C3AR1
INSL5	C3AR1
RLN3	CALCRL
PTH2	CALCRL
UTS2B	NPSR1
ADM2	NPSR1
RLN3	NPSR1
PTH2	NPSR1
PROK2	NPSR1
XCL2	NPSR1
GHRL	NPSR1
TAC3	NPSR1
XCL2	PROKR2
GHRL	PROKR2
TAC3	PROKR2
XCL2	PROKR1
GHRL	PROKR1
TAC3	PROKR1
CCL19	RXFP4
CXCL16	RXFP4
CCL28	RXFP4
HEBP1	RXFP4
APLN	RXFP4
CCL27	RXFP4
PTH2	RXFP2
CCL19	LPAR1
CXCL16	LPAR1
PROK2	LPAR1
CCL28	LPAR1
HEBP1	LPAR1
XCL2	LPAR1
GHRL	LPAR1
TAC3	LPAR1
APLN	LPAR1
CCL27	LPAR1
INSL5	LPAR1
PROK2	GHSR
XCL2	GHSR
TAC3	GHSR
PROK2	KISS1R
XCL2	KISS1R
GHRL	KISS1R
TAC3	KISS1R
PROK2	QRFPR
XCL2	QRFPR
GHRL	QRFPR
TAC3	QRFPR
PROK2	F2RL3
XCL2	F2RL3
GHRL	F2RL3
TAC3	F2RL3
ICAM5	SORT1
PROK2	LPAR4
XCL2	LPAR4
GHRL	LPAR4
TAC3	LPAR4
CCL19	MCHR1
CXCL16	MCHR1
PROK2	MCHR1
CCL28	MCHR1
HEBP1	MCHR1
XCL2	MCHR1
GHRL	MCHR1
TAC3	MCHR1
APLN	MCHR1
CCL27	MCHR1
INSL5	MCHR1
CXCL16	NMUR2
PROK2	NMUR2
CCL28	NMUR2
HEBP1	NMUR2
XCL2	NMUR2
GHRL	NMUR2
TAC3	NMUR2
APLN	NMUR2
CCL27	NMUR2
INSL5	NMUR2
PROK2	NPFFR1
XCL2	NPFFR1
GHRL	NPFFR1
TAC3	NPFFR1
CCL28	HRH4
HEBP1	HRH4
APLN	HRH4
CCL27	HRH4
INSL5	HRH4
PROK2	NMUR1
CCL28	NMUR1
HEBP1	NMUR1
XCL2	NMUR1
GHRL	NMUR1
TAC3	NMUR1
APLN	NMUR1
CCL27	NMUR1
INSL5	NMUR1
PROK2	LPAR2
CCL28	LPAR2
HEBP1	LPAR2
XCL2	LPAR2
GHRL	LPAR2
TAC3	LPAR2
APLN	LPAR2
CCL27	LPAR2
INSL5	LPAR2
APLN	RXFP3
CCL27	RXFP3
INSL5	HRH3
GDNF	NCAM1
CCL17	VCAM1
BDNF	NCAM1
GSTP1	VCAM1
AREG	ICAM1
EFNB2	CD99
JAG2	CD99
ARF1	VCAM1
RTN4	CNTN1
FGA	ITGB1
CCL22	VCAM1
ANGPT2	ITGB1
BDNF	F11R
ASIP	F11R
KNG1	ITGB2
THBS1	ITGAM
FN1	MAG
SERPING1	SELP
C3	ITGAM
CFH	ITGAM
FGA	CDH5
TNC	CNTN1
CTSG	VCAM1
CTSG	SELPLG
SERPING1	SELE
VEGFD	ITGA9
COL2A1	MAG
AGRN	ITGB1
AGRN	NCAM1
PSPN	NCAM1
SEMA7A	ITGB1
PLG	CDH1
TGFB1	ITGB1
TGFB1	F11R
COL1A1	MAG
COL4A1	NCAM1
COL4A1	MAG
APOE	VCAM1
ANXA1	ITGA4
ANXA1	VCAM1
APP	NCAM1
APP	MAG
APP	CNTN1
LAMB1	L1CAM
THBS1	ITGA4
FGF2	GLG1
GSTP1	ITGA4
CD24	L1CAM
LAMA1	L1CAM
DLK1	OCLN
CD86	CD80
IL13	VCAM1
EFNB1	CD99
RTN4	CD99
CX3CL1	ITGB1
HSPG2	ITGB1
ICAM4	ITGB1
CX3CL1	ITGB2
MMP13	ITGAM
PSEN1	CDH1
MMP9	ITGAM
COL18A1	SELP
ICAM4	ITGA4
SEMA4D	PTPRC
COL18A1	SELL
IL12A	CD28
CCL5	CDH1
RTN4	CNTNAP1
EFNB2	PECAM1
CSF1	CLDN11
APP	NFASC
RPS19	ICAM1
THBS1	ITGB1
TGFB3	ITGB1
HSP90B1	ITGB1
MMP9	ITGB1
VEGFB	ITGB1
PSEN1	ITGB1
LAMB2	ITGB1
LTB	ITGB1
TNFSF13B	ITGB1
IL10	CD28
IL21	CD28
MMP9	CDH1
ADAM9	CDH1
ADAM15	CDH1
MDK	NCAM1
ARTN	NCAM1
NRTN	NCAM1
TNFSF9	ICAM2
RPS19	ITGA4
COPA	ITGA4
YARS	ITGA4
ARF1	ITGA4
WNT3	CDH2
WNT3A	CDH2
RPS19	VCAM1
COPA	VCAM1
YARS	VCAM1
IL34	CSF1R
FGF1	SPHK1
WNT2	FZD1
WNT4	SFRP1
HMGB1	TLR9
WNT4	P2RX4
TNF	RACK1
GPNMB	EGFR
WNT3	DLG4
FLRT3	FGFR1
FGF2	GPC4
IL1B	ADRB2
CCL5	PIGR
CCL5	ACKR1
KLK3	EPOR
BDNF	ESR1
CCL2	ACKR1
CCL8	ACKR1
CCL17	ACKR1
CXCL5	ACKR1
CCL7	ACKR1
PDGFB	LYVE1
VEGFB	ADRB2
NRG1	LSR
NRG1	EXTL3
FGF1	GPC6
FAM3C	GLRA2
HDGF	NTRK1
VGF	NTRK1
AIMP1	NTRK1
HMGB1	NTRK1
HMGB2	NTRK1
IL17F	RHO
INSL6	ALK
WISP2	IGF1R
NGF	ROR1
GDF15	ERBB2
HMGB1	TLR4
TGFB1	RHO
IGF1	RACK1
HMGB1	TLR2
HMGB1	TLR1
NGF	TRPV1
JAG2	PTK7
JAG2	LSR
JAG2	DLG1
IL12B	VDR
GMFB	ANXA6
GMFB	ITPR3
FBRS	GPC4
NENF	GRM1
IL25	ESR1
HMGB2	ITPR1
HMGB2	ITPR3
MANF	GRM1
TIMP1	LRP1
KL	INSR
WNT10B	LRP6
WNT2	LRP6
WNT9B	LRP6
WNT10A	LRP6
WNT8B	LRP6
WNT9A	LRP6
KL	IGF1R
MIF	CD74
WNT10B	FZD5
WNT5A	ROR1
LGALS3	FAS
WNT10B	LRP5
WNT10B	FZD3
WNT10B	FZD1
WNT10B	FZD2
WNT8A	LRP5
WNT2	LRP5
WNT9B	LRP5
