from	to
CXCL13	HTR1D
CXCL13	HTR1B
CXCL13	BDKRB2
CXCL13	SSTR1
CXCL13	SSTR2
CXCL13	HTR1F
CXCL13	SSTR4
CXCL13	CCR1
CXCL13	CCR7
CXCL13	SSTR3
CXCL13	SSTR5
CXCL13	OPRM1
CXCL13	APLNR
CXCL13	OPRD1
CXCL13	OPRK1
CXCL13	OPRL1
CXCL13	CCR2
CXCL13	BDKRB1
CXCL13	GALR1
CXCL13	HTR5A
CXCL13	MTNR1A
CXCL13	NPBWR1
CXCL13	NPY2R
CXCL13	MTNR1B
CXCL13	AGTR2
CXCL13	NPY4R
CXCL13	CCR3
CXCL13	CCR4
CXCL13	CCR5
CXCL13	CCR6
CXCL13	CCR8
CXCL13	CCR9
CXCL13	CXCR4
CXCL13	GRM4
CXCL13	P2RY14
CXCL13	NPY5R
CXCL13	C3AR1
CXCL13	RXFP4
CXCL13	LPAR1
CXCL13	MCHR1
CXCL13	NMUR2
CXCL13	HRH4
CXCL13	NMUR1
CXCL13	LPAR2
CXCL13	RXFP3
CXCL13	HRH3
CXCL13	PTGDR2
PSPN	GFRA3
PSPN	GFRA1
SLIT1	DCC
SEMA7A	ITGA1
SLIT2	DCC
SLIT2	PTCH1
SLIT2	ROBO3
GDF11	TGFBR1
GDF11	ACVR1C
UTS2	NTSR2
UTS2	TACR2
UTS2	EDNRB
UTS2	FPR2
UTS2	EDNRA
UTS2	TACR1
UTS2	F2R
UTS2	HTR2A
UTS2	HTR2C
UTS2	NMBR
UTS2	TACR3
UTS2	BDKRB2
UTS2	GRPR
UTS2	AGTR1
UTS2	OXTR
UTS2	GNRHR
UTS2	NTSR1
UTS2	CCKAR
UTS2	CCKBR
UTS2	TRHR
UTS2	HRH1
UTS2	AVPR1A
UTS2	HTR2B
UTS2	XCR1
UTS2	BDKRB1
UTS2	GCGR
UTS2	AVPR1B
UTS2	F2RL1
UTS2	NPSR1
UTS2	PROKR2
UTS2	PROKR1
UTS2	LPAR1
UTS2	GHSR
UTS2	KISS1R
UTS2	QRFPR
UTS2	F2RL3
UTS2	LPAR4
UTS2	MCHR1
UTS2	NMUR2
UTS2	NPFFR1
UTS2	NMUR1
UTS2	LPAR2
UTS2	NPFFR2
NTN1	ITGB4
NTN1	ITGA6
NTN1	ACVR1B
NTN1	TGFBR1
NTN1	NOTCH1
NTN1	NOTCH2
NTN1	PTCH1
NTN1	UNC5A
NTN1	ACVR1C
NTN1	ROBO2
NTN1	NOTCH3
NTN1	PTCH2
WNT11	FZD1
F2	GP1BB
F2	GP9
F2	TACR2
F2	EDNRB
F2	FPR2
F2	EDNRA
F2	TACR1
F2	HTR2A
F2	HTR2C
F2	NMBR
F2	TACR3
F2	BDKRB2
F2	GRPR
F2	AGTR1
F2	OXTR
F2	GNRHR
F2	NTSR1
F2	CCKAR
F2	CCKBR
F2	TRHR
F2	HRH1
F2	AVPR1A
F2	HTR2B
F2	XCR1
F2	BDKRB1
F2	GCGR
F2	AVPR1B
F2	NPSR1
F2	PROKR2
F2	PROKR1
F2	LPAR1
F2	GHSR
F2	KISS1R
F2	QRFPR
F2	LPAR4
F2	MCHR1
F2	NMUR2
F2	NPFFR1
F2	NMUR1
F2	LPAR2
F2	UTS2R
F2	PROCR
F2	NPFFR2
F9	GP1BA
F9	GP1BB
F9	F3
F9	GP9
F9	GP5
PLG	MET
PLG	PLAUR
PLAU	CD44
AGT	HTR1A
AGT	TACR2
AGT	FPR1
AGT	C5AR1
AGT	EDNRB
AGT	CXCR1
AGT	CXCR2
AGT	FPR2
AGT	EDNRA
AGT	TACR1
AGT	ACKR3
AGT	F2R
AGT	NPY1R
AGT	HTR1D
AGT	HTR1B
AGT	HTR2A
AGT	HTR2C
AGT	NMBR
AGT	TACR3
AGT	BDKRB2
AGT	GRPR
AGT	OXTR
AGT	SSTR1
AGT	SSTR2
AGT	HTR1F
AGT	GNRHR
AGT	NTSR1
AGT	SSTR4
AGT	CCKAR
AGT	CCKBR
AGT	CCR1
AGT	CCR7
AGT	CXCR5
AGT	SSTR3
AGT	TRHR
AGT	SSTR5
AGT	HRH1
AGT	OPRM1
AGT	APLNR
AGT	AVPR1A
AGT	OPRD1
AGT	OPRK1
AGT	OPRL1
AGT	HTR2B
AGT	CCR2
AGT	CCR10
AGT	XCR1
AGT	BDKRB1
AGT	GALR1
AGT	GCGR
AGT	HTR5A
AGT	AVPR1B
AGT	MTNR1A
AGT	NPBWR1
AGT	NPY2R
AGT	MTNR1B
AGT	CXCR3
AGT	NPY4R
AGT	CCR3
AGT	CCR4
AGT	CCR5
AGT	CCR6
AGT	CCR8
AGT	CCR9
AGT	F2RL1
AGT	CXCR4
AGT	GRM4
AGT	P2RY14
AGT	NPY5R
AGT	C3AR1
AGT	NPSR1
AGT	PROKR2
AGT	PROKR1
AGT	RXFP4
AGT	LPAR1
AGT	GHSR
AGT	KISS1R
AGT	QRFPR
AGT	F2RL3
AGT	LPAR4
AGT	MCHR1
AGT	NMUR2
AGT	NPFFR1
AGT	HRH4
AGT	NMUR1
AGT	LPAR2
AGT	RXFP3
AGT	UTS2R
AGT	HRH3
AGT	NPFFR2
AGT	PTGDR2
A2M	TYRO3
C3	HTR1A
C3	FPR1
C3	C5AR1
C3	CXCR1
C3	CXCR2
C3	FPR2
C3	ACKR3
C3	NPY1R
C3	HTR1D
C3	HTR1B
C3	BDKRB2
C3	SSTR1
C3	SSTR2
C3	HTR1F
C3	SSTR4
C3	CCR1
C3	CCR7
C3	CXCR5
C3	SSTR3
C3	SSTR5
C3	OPRM1
C3	APLNR
C3	OPRD1
C3	OPRK1
C3	OPRL1
C3	CCR2
C3	CCR10
C3	BDKRB1
C3	GALR1
C3	HTR5A
C3	MTNR1A
C3	NPBWR1
C3	NPY2R
C3	MTNR1B
C3	CXCR3
C3	AGTR2
C3	NPY4R
C3	CCR3
C3	CCR4
C3	CCR5
C3	CCR6
C3	CCR8
C3	CCR9
C3	CXCR4
C3	GRM4
C3	P2RY14
C3	NPY5R
C3	RXFP4
C3	LPAR1
C3	MCHR1
C3	NMUR2
C3	HRH4
C3	NMUR1
C3	LPAR2
C3	RXFP3
C3	HRH3
C3	PTGDR2
C5	HTR1A
C5	FPR1
C5	CXCR1
C5	CXCR2
C5	FPR2
C5	ACKR3
C5	NPY1R
C5	HTR1D
C5	HTR1B
C5	BDKRB2
C5	SSTR1
C5	SSTR2
C5	HTR1F
C5	SSTR4
C5	CCR1
C5	CCR7
C5	CXCR5
C5	SSTR3
C5	SSTR5
C5	OPRM1
C5	APLNR
C5	OPRD1
C5	OPRK1
C5	OPRL1
C5	CCR2
C5	CCR10
C5	BDKRB1
C5	GALR1
C5	HTR5A
C5	MTNR1A
C5	NPBWR1
C5	NPY2R
C5	MTNR1B
C5	CXCR3
C5	AGTR2
C5	NPY4R
C5	CCR3
C5	CCR4
C5	CCR5
C5	CCR6
C5	CCR8
C5	CCR9
C5	CXCR4
C5	GRM4
C5	P2RY14
C5	NPY5R
C5	C3AR1
C5	RXFP4
C5	LPAR1
C5	MCHR1
C5	NMUR2
C5	HRH4
C5	NMUR1
C5	LPAR2
C5	RXFP3
C5	HRH3
C5	PTGDR2
KNG1	HTR1A
KNG1	TACR2
KNG1	FPR1
KNG1	C5AR1
KNG1	EDNRB
KNG1	CXCR1
KNG1	CXCR2
KNG1	FPR2
KNG1	EDNRA
KNG1	TACR1
KNG1	ACKR3
KNG1	F2R
KNG1	NPY1R
KNG1	HTR1D
KNG1	HTR1B
KNG1	HTR2A
KNG1	HTR2C
KNG1	NMBR
KNG1	TACR3
KNG1	GRPR
KNG1	AGTR1
KNG1	OXTR
KNG1	SSTR1
KNG1	SSTR2
KNG1	HTR1F
KNG1	GNRHR
KNG1	NTSR1
KNG1	SSTR4
KNG1	CCKAR
KNG1	CCKBR
KNG1	CCR1
KNG1	CCR7
KNG1	CXCR5
KNG1	SSTR3
KNG1	TRHR
KNG1	SSTR5
KNG1	HRH1
KNG1	OPRM1
KNG1	APLNR
KNG1	AVPR1A
KNG1	OPRD1
KNG1	OPRK1
KNG1	OPRL1
KNG1	HTR2B
KNG1	CCR2
KNG1	CCR10
KNG1	XCR1
KNG1	GALR1
KNG1	GCGR
KNG1	HTR5A
KNG1	AVPR1B
KNG1	MTNR1A
KNG1	NPBWR1
KNG1	NPY2R
KNG1	MTNR1B
KNG1	CXCR3
KNG1	AGTR2
KNG1	NPY4R
KNG1	CCR3
KNG1	CCR4
KNG1	CCR5
KNG1	CCR6
KNG1	CCR8
KNG1	CCR9
KNG1	F2RL1
KNG1	CXCR4
KNG1	GRM4
KNG1	P2RY14
KNG1	NPY5R
KNG1	C3AR1
KNG1	NPSR1
KNG1	PROKR2
KNG1	PROKR1
KNG1	LPAR1
KNG1	GHSR
KNG1	KISS1R
KNG1	QRFPR
KNG1	F2RL3
KNG1	LPAR4
KNG1	MCHR1
KNG1	NMUR2
KNG1	NPFFR1
KNG1	HRH4
KNG1	NMUR1
KNG1	LPAR2
KNG1	RXFP3
KNG1	UTS2R
KNG1	HRH3
KNG1	NPFFR2
KNG1	PTGDR2
EGF	CD4
EGF	TFRC
EGF	IGF2R
EGF	AVPR2
EGF	LRP2
EGF	ERBB4
EGF	FZD4
TGFB1	ITGB3
TGFB1	ITGB5
TGFB1	ITGA8
TGFB1	BAMBI
NGF	NCSTN
GNRH1	TACR2
GNRH1	EDNRB
GNRH1	FPR2
GNRH1	EDNRA
GNRH1	TACR1
GNRH1	F2R
GNRH1	HTR2A
GNRH1	HTR2C
GNRH1	NMBR
GNRH1	TACR3
GNRH1	BDKRB2
GNRH1	GRPR
GNRH1	AGTR1
GNRH1	OXTR
GNRH1	NTSR1
GNRH1	CCKAR
GNRH1	CCKBR
GNRH1	TRHR
GNRH1	HRH1
GNRH1	AVPR1A
GNRH1	HTR2B
GNRH1	XCR1
GNRH1	BDKRB1
GNRH1	GCGR
GNRH1	AVPR1B
GNRH1	F2RL1
GNRH1	NPSR1
GNRH1	PROKR2
GNRH1	PROKR1
GNRH1	LPAR1
GNRH1	GHSR
GNRH1	KISS1R
GNRH1	QRFPR
GNRH1	F2RL3
GNRH1	LPAR4
GNRH1	MCHR1
GNRH1	NMUR2
GNRH1	NPFFR1
GNRH1	NMUR1
GNRH1	LPAR2
GNRH1	UTS2R
GNRH1	NPFFR2
OXT	TACR2
OXT	EDNRB
OXT	FPR2
OXT	EDNRA
OXT	TACR1
OXT	F2R
OXT	HTR2A
OXT	HTR2C
OXT	NMBR
OXT	TACR3
OXT	BDKRB2
OXT	GRPR
OXT	AGTR1
OXT	GNRHR
OXT	NTSR1
OXT	CCKAR
OXT	CCKBR
OXT	TRHR
OXT	HRH1
OXT	HTR2B
OXT	XCR1
OXT	BDKRB1
OXT	GCGR
OXT	F2RL1
OXT	NPSR1
OXT	PROKR2
OXT	PROKR1
OXT	LPAR1
OXT	GHSR
OXT	KISS1R
OXT	QRFPR
OXT	F2RL3
OXT	LPAR4
OXT	MCHR1
OXT	NMUR2
OXT	NPFFR1
OXT	NMUR1
OXT	LPAR2
OXT	UTS2R
OXT	NPFFR2
AVP	CD4
AVP	TFRC
AVP	IGF2R
AVP	TSHR
AVP	TACR2
AVP	LHCGR
AVP	FSHR
AVP	EDNRB
AVP	HRH2
AVP	FPR2
AVP	EDNRA
AVP	TACR1
AVP	F2R
AVP	HTR2A
AVP	HTR2C
AVP	NMBR
AVP	TACR3
AVP	BDKRB2
AVP	GRPR
AVP	AGTR1
AVP	GNRHR
AVP	CALCR
AVP	NTSR1
AVP	CCKAR
AVP	CCKBR
AVP	VIPR1
AVP	MC4R
AVP	MC5R
AVP	HTR7
AVP	TRHR
AVP	CRHR1
AVP	HRH1
AVP	ADCYAP1R1
AVP	VIPR2
AVP	HTR2B
AVP	MC3R
AVP	GLP1R
AVP	XCR1
AVP	BDKRB1
AVP	GCGR
AVP	SCTR
AVP	GIPR
AVP	PTH2R
AVP	HTR6
AVP	F2RL1
AVP	LRP2
AVP	MC2R
AVP	MC1R
AVP	GHRHR
AVP	PTH1R
AVP	CRHR2
AVP	HTR4
AVP	CALCRL
AVP	NPSR1
AVP	PROKR2
AVP	PROKR1
AVP	RXFP2
AVP	LPAR1
AVP	GHSR
AVP	KISS1R
AVP	QRFPR
AVP	F2RL3
AVP	LPAR4
AVP	MCHR1
AVP	NMUR2
AVP	NPFFR1
AVP	NMUR1
AVP	LPAR2
AVP	RXFP1
AVP	UTS2R
AVP	FZD4
AVP	NPFFR2
POMC	HTR1A
POMC	TSHR
POMC	FPR1
POMC	C5AR1
POMC	LHCGR
POMC	FSHR
POMC	HRH2
POMC	CXCR1
POMC	CXCR2
POMC	FPR2
POMC	ACKR3
POMC	NPY1R
POMC	HTR1D
POMC	HTR1B
POMC	BDKRB2
POMC	AVPR2
POMC	SSTR1
POMC	SSTR2
POMC	HTR1F
POMC	CALCR
POMC	SSTR4
POMC	VIPR1
POMC	CCR1
POMC	CCR7
POMC	CXCR5
POMC	SSTR3
POMC	HTR7
POMC	CRHR1
POMC	SSTR5
POMC	APLNR
POMC	OPRL1
POMC	ADCYAP1R1
POMC	VIPR2
POMC	CCR2
POMC	GLP1R
POMC	CCR10
POMC	BDKRB1
POMC	GALR1
POMC	GCGR
POMC	SCTR
POMC	HTR5A
POMC	MTNR1A
POMC	NPBWR1
POMC	GIPR
POMC	NPY2R
POMC	PTH2R
POMC	MTNR1B
POMC	CXCR3
POMC	AGTR2
POMC	NPY4R
POMC	HTR6
POMC	CCR3
POMC	CCR4
POMC	CCR5
POMC	CCR6
POMC	CCR8
POMC	CCR9
POMC	CXCR4
POMC	GHRHR
POMC	PTH1R
POMC	CRHR2
POMC	HTR4
POMC	GRM4
POMC	P2RY14
POMC	NPY5R
POMC	C3AR1
POMC	CALCRL
POMC	NPSR1
POMC	RXFP4
POMC	RXFP2
POMC	LPAR1
POMC	MCHR1
POMC	NMUR2
POMC	HRH4
POMC	NMUR1
POMC	LPAR2
POMC	RXFP1
POMC	RXFP3
POMC	HRH3
POMC	PTGDR2
PENK	HTR1A
PENK	FPR1
PENK	C5AR1
PENK	CXCR1
PENK	CXCR2
PENK	FPR2
PENK	ACKR3
PENK	NPY1R
PENK	HTR1D
PENK	HTR1B
PENK	BDKRB2
PENK	SSTR1
PENK	SSTR2
PENK	HTR1F
PENK	SSTR4
PENK	CCR1
PENK	CCR7
PENK	CXCR5
PENK	SSTR3
PENK	SSTR5
PENK	APLNR
PENK	CCR2
PENK	CCR10
PENK	BDKRB1
PENK	GALR1
PENK	HTR5A
PENK	MTNR1A
PENK	NPBWR1
PENK	NPY2R
PENK	MTNR1B
PENK	CXCR3
PENK	AGTR2
PENK	NPY4R
PENK	CCR3
PENK	CCR4
PENK	CCR5
PENK	CCR6
PENK	CCR8
PENK	CCR9
PENK	CXCR4
PENK	GRM4
PENK	P2RY14
PENK	NPY5R
PENK	C3AR1
PENK	RXFP4
PENK	LPAR1
PENK	MCHR1
PENK	NMUR2
PENK	HRH4
PENK	NMUR1
PENK	LPAR2
PENK	RXFP3
PENK	HRH3
PENK	PTGDR2
PDYN	HTR1A
PDYN	FPR1
PDYN	C5AR1
PDYN	CXCR1
PDYN	CXCR2
PDYN	FPR2
PDYN	ACKR3
PDYN	NPY1R
PDYN	HTR1D
PDYN	HTR1B
PDYN	BDKRB2
PDYN	SSTR1
PDYN	SSTR2
PDYN	HTR1F
PDYN	SSTR4
PDYN	CCR1
PDYN	CCR7
PDYN	CXCR5
PDYN	SSTR3
PDYN	SSTR5
PDYN	APLNR
PDYN	OPRL1
PDYN	CCR2
PDYN	CCR10
PDYN	BDKRB1
PDYN	GALR1
PDYN	HTR5A
PDYN	MTNR1A
PDYN	NPBWR1
PDYN	NPY2R
PDYN	MTNR1B
PDYN	CXCR3
PDYN	AGTR2
PDYN	NPY4R
PDYN	CCR3
PDYN	CCR4
PDYN	CCR5
PDYN	CCR6
PDYN	CCR8
PDYN	CCR9
PDYN	CXCR4
PDYN	GRM4
PDYN	P2RY14
PDYN	NPY5R
PDYN	C3AR1
PDYN	RXFP4
PDYN	LPAR1
PDYN	MCHR1
PDYN	NMUR2
PDYN	HRH4
PDYN	NMUR1
PDYN	LPAR2
PDYN	RXFP3
PDYN	HRH3
PDYN	PTGDR2
CGA	HRH2
CGA	AVPR2
CGA	CALCR
CGA	VIPR1
CGA	MC4R
CGA	MC5R
CGA	HTR7
CGA	CRHR1
CGA	ADCYAP1R1
CGA	VIPR2
CGA	MC3R
CGA	GLP1R
CGA	GCGR
CGA	SCTR
CGA	GIPR
CGA	PTH2R
CGA	HTR6
CGA	MC2R
CGA	MC1R
CGA	GHRHR
CGA	PTH1R
CGA	CRHR2
CGA	HTR4
CGA	CALCRL
CGA	NPSR1
CGA	RXFP2
CGA	RXFP1
TSHB	LHCGR
TSHB	FSHR
TSHB	HRH2
TSHB	AVPR2
TSHB	CALCR
TSHB	VIPR1
TSHB	MC4R
TSHB	MC5R
TSHB	HTR7
TSHB	CRHR1
TSHB	ADCYAP1R1
TSHB	VIPR2
TSHB	MC3R
TSHB	GLP1R
TSHB	GCGR
TSHB	SCTR
TSHB	GIPR
TSHB	PTH2R
TSHB	HTR6
TSHB	MC2R
TSHB	MC1R
TSHB	GHRHR
TSHB	PTH1R
TSHB	CRHR2
TSHB	HTR4
TSHB	CALCRL
TSHB	NPSR1
TSHB	RXFP2
TSHB	RXFP1
FSHB	TSHR
FSHB	LHCGR
FSHB	HRH2
FSHB	AVPR2
FSHB	CALCR
FSHB	VIPR1
FSHB	MC4R
FSHB	MC5R
FSHB	HTR7
FSHB	CRHR1
FSHB	ADCYAP1R1
FSHB	VIPR2
FSHB	MC3R
FSHB	GLP1R
FSHB	GCGR
FSHB	SCTR
FSHB	GIPR
FSHB	PTH2R
FSHB	HTR6
FSHB	MC2R
FSHB	MC1R
FSHB	GHRHR
FSHB	PTH1R
FSHB	CRHR2
FSHB	HTR4
FSHB	CALCRL
FSHB	NPSR1
FSHB	RXFP2
FSHB	RXFP1
LHB	TSHR
LHB	FSHR
LHB	HRH2
LHB	AVPR2
LHB	CALCR
LHB	VIPR1
LHB	MC4R
LHB	MC5R
LHB	HTR7
LHB	CRHR1
LHB	ADCYAP1R1
LHB	VIPR2
LHB	MC3R
LHB	GLP1R
LHB	GCGR
LHB	SCTR
LHB	GIPR
LHB	PTH2R
LHB	HTR6
LHB	MC2R
LHB	MC1R
LHB	GHRHR
LHB	PTH1R
LHB	CRHR2
LHB	HTR4
LHB	CALCRL
LHB	NPSR1
LHB	RXFP2
LHB	RXFP1
CALCA	TSHR
CALCA	LHCGR
CALCA	FSHR
CALCA	HRH2
CALCA	AVPR2
CALCA	VIPR1
CALCA	MC4R
CALCA	MC5R
CALCA	HTR7
CALCA	CRHR1
CALCA	ADCYAP1R1
CALCA	VIPR2
CALCA	MC3R
CALCA	GLP1R
CALCA	GCGR
CALCA	SCTR
CALCA	GIPR
CALCA	PTH2R
CALCA	HTR6
CALCA	MC2R
CALCA	MC1R
CALCA	GHRHR
CALCA	PTH1R
CALCA	CRHR2
CALCA	HTR4
CALCA	NPSR1
CALCA	RXFP2
CALCA	RXFP1
PTH	TSHR
PTH	LHCGR
PTH	FSHR
PTH	HRH2
PTH	AVPR2
PTH	CALCR
PTH	VIPR1
PTH	MC4R
PTH	MC5R
PTH	HTR7
PTH	CRHR1
PTH	ADCYAP1R1
PTH	VIPR2
PTH	MC3R
PTH	GLP1R
PTH	GCGR
PTH	SCTR
PTH	GIPR
PTH	HTR6
PTH	MC2R
PTH	MC1R
PTH	GHRHR
PTH	CRHR2
PTH	HTR4
PTH	CALCRL
PTH	NPSR1
PTH	RXFP2
PTH	RXFP1
GCG	TSHR
GCG	TACR2
GCG	LHCGR
GCG	FSHR
GCG	EDNRB
GCG	HRH2
GCG	FPR2
GCG	EDNRA
GCG	TACR1
GCG	F2R
GCG	HTR2A
GCG	HTR2C
GCG	NMBR
GCG	TACR3
GCG	BDKRB2
GCG	AVPR2
GCG	GRPR
GCG	AGTR1
GCG	OXTR
GCG	GNRHR
GCG	CALCR
GCG	NTSR1
GCG	CCKAR
GCG	CCKBR
GCG	VIPR1
GCG	MC4R
GCG	MC5R
GCG	HTR7
GCG	TRHR
GCG	CRHR1
GCG	HRH1
GCG	AVPR1A
GCG	ADCYAP1R1
GCG	VIPR2
GCG	HTR2B
GCG	MC3R
GCG	XCR1
GCG	BDKRB1
GCG	SCTR
GCG	AVPR1B
GCG	PTH2R
GCG	HTR6
GCG	F2RL1
GCG	MC2R
GCG	MC1R
GCG	GHRHR
GCG	PTH1R
GCG	CRHR2
GCG	HTR4
GCG	CALCRL
GCG	NPSR1
GCG	PROKR2
GCG	PROKR1
GCG	RXFP2
GCG	LPAR1
GCG	GHSR
GCG	KISS1R
GCG	QRFPR
GCG	F2RL3
GCG	LPAR4
GCG	MCHR1
GCG	NMUR2
GCG	NPFFR1
GCG	NMUR1
GCG	LPAR2
GCG	RXFP1
GCG	UTS2R
GCG	NPFFR2
VIP	TSHR
VIP	LHCGR
VIP	FSHR
VIP	HRH2
VIP	AVPR2
VIP	CALCR
VIP	MC4R
VIP	MC5R
VIP	HTR7
VIP	CRHR1
VIP	AVPR1A
VIP	MC3R
VIP	GLP1R
VIP	GCGR
VIP	GIPR
VIP	PTH2R
VIP	HTR6
VIP	MC2R
VIP	MC1R
VIP	GHRHR
VIP	PTH1R
VIP	CRHR2
VIP	HTR4
VIP	CALCRL
VIP	NPSR1
VIP	RXFP2
VIP	RXFP1
GHRH	TSHR
GHRH	LHCGR
GHRH	FSHR
GHRH	HRH2
GHRH	AVPR2
GHRH	CALCR
GHRH	MC4R
GHRH	MC5R
GHRH	HTR7
GHRH	CRHR1
GHRH	ADCYAP1R1
GHRH	VIPR2
GHRH	MC3R
GHRH	GLP1R
GHRH	GCGR
GHRH	SCTR
GHRH	GIPR
GHRH	PTH2R
GHRH	HTR6
GHRH	MC2R
GHRH	MC1R
GHRH	PTH1R
GHRH	CRHR2
GHRH	HTR4
GHRH	CALCRL
GHRH	NPSR1
GHRH	RXFP2
GHRH	RXFP1
PPY	HTR1A
PPY	FPR1
PPY	C5AR1
PPY	CXCR1
PPY	CXCR2
PPY	FPR2
PPY	ACKR3
PPY	HTR1D
PPY	HTR1B
PPY	BDKRB2
PPY	SSTR1
PPY	SSTR2
PPY	HTR1F
PPY	SSTR4
PPY	CCR1
PPY	CCR7
PPY	CXCR5
PPY	SSTR3
PPY	SSTR5
PPY	OPRM1
PPY	APLNR
PPY	OPRD1
PPY	OPRK1
PPY	OPRL1
PPY	CCR2
PPY	CCR10
PPY	BDKRB1
PPY	GALR1
PPY	HTR5A
PPY	MTNR1A
PPY	NPBWR1
PPY	NPY2R
PPY	MTNR1B
PPY	CXCR3
PPY	AGTR2
PPY	CCR3
PPY	CCR4
PPY	CCR5
PPY	CCR6
PPY	CCR8
PPY	CCR9
PPY	CXCR4
PPY	GRM4
PPY	P2RY14
PPY	C3AR1
PPY	RXFP4
PPY	LPAR1
PPY	MCHR1
PPY	NMUR2
PPY	HRH4
PPY	NMUR1
PPY	LPAR2
PPY	RXFP3
PPY	HRH3
PPY	PTGDR2
NPY	HTR1A
NPY	FPR1
NPY	C5AR1
NPY	CXCR1
NPY	CXCR2
NPY	FPR2
NPY	ACKR3
NPY	HTR1D
NPY	HTR1B
NPY	BDKRB2
NPY	SSTR1
NPY	SSTR2
NPY	HTR1F
NPY	SSTR4
NPY	CCR1
NPY	CCR7
NPY	CXCR5
NPY	SSTR3
NPY	SSTR5
NPY	OPRM1
NPY	APLNR
NPY	OPRD1
NPY	OPRK1
NPY	OPRL1
NPY	CCR2
NPY	CCR10
NPY	BDKRB1
NPY	GALR1
NPY	HTR5A
NPY	MTNR1A
NPY	NPBWR1
NPY	MTNR1B
NPY	CXCR3
NPY	AGTR2
NPY	CCR3
NPY	CCR4
NPY	CCR5
NPY	CCR6
NPY	CCR8
NPY	CCR9
NPY	CXCR4
NPY	GRM4
NPY	P2RY14
NPY	C3AR1
NPY	RXFP4
NPY	LPAR1
NPY	MCHR1
NPY	NMUR2
NPY	HRH4
NPY	NMUR1
NPY	LPAR2
NPY	RXFP3
NPY	HRH3
NPY	PTGDR2
GAST	TACR2
GAST	EDNRB
GAST	FPR2
GAST	EDNRA
GAST	TACR1
GAST	F2R
GAST	HTR2A
GAST	HTR2C
GAST	NMBR
GAST	TACR3
GAST	BDKRB2
GAST	GRPR
GAST	AGTR1
GAST	OXTR
GAST	GNRHR
GAST	NTSR1
GAST	TRHR
GAST	HRH1
GAST	AVPR1A
GAST	HTR2B
GAST	XCR1
GAST	BDKRB1
GAST	GCGR
GAST	AVPR1B
GAST	F2RL1
GAST	NPSR1
GAST	PROKR2
GAST	PROKR1
GAST	LPAR1
GAST	GHSR
GAST	KISS1R
GAST	QRFPR
GAST	F2RL3
GAST	LPAR4
GAST	MCHR1
GAST	NMUR2
GAST	NPFFR1
GAST	NMUR1
GAST	LPAR2
GAST	UTS2R
GAST	NPFFR2
LTA	TRAF2
TNF	FAS
TNF	FLT4
APOE	SDC1
APOE	SDC4
APOE	SDC2
APOE	GPC1
APOE	TYRO3
FGA	ITGAD
FN1	TFRC
FN1	RPSA
FN1	IGF2R
FN1	DDR1
PPBP	HTR1A
PPBP	FPR1
PPBP	C5AR1
PPBP	FPR2
PPBP	ACKR3
PPBP	NPY1R
PPBP	HTR1D
PPBP	HTR1B
PPBP	BDKRB2
PPBP	SSTR1
PPBP	SSTR2
PPBP	HTR1F
PPBP	SSTR4
PPBP	CCR1
PPBP	CCR7
PPBP	CXCR5
PPBP	SSTR3
PPBP	SSTR5
PPBP	OPRM1
PPBP	APLNR
PPBP	OPRD1
PPBP	OPRK1
PPBP	OPRL1
PPBP	CCR2
PPBP	CCR10
PPBP	BDKRB1
PPBP	GALR1
PPBP	HTR5A
PPBP	MTNR1A
PPBP	NPBWR1
PPBP	NPY2R
PPBP	MTNR1B
PPBP	CXCR3
PPBP	AGTR2
PPBP	NPY4R
PPBP	CCR3
PPBP	CCR4
PPBP	CCR5
PPBP	CCR6
PPBP	CCR8
PPBP	CCR9
PPBP	CXCR4
PPBP	GRM4
PPBP	P2RY14
PPBP	NPY5R
PPBP	C3AR1
PPBP	RXFP4
PPBP	LPAR1
PPBP	MCHR1
PPBP	NMUR2
PPBP	HRH4
PPBP	NMUR1
PPBP	LPAR2
PPBP	RXFP3
PPBP	HRH3
PPBP	PTGDR2
PF4	HTR1A
PF4	FPR1
PF4	C5AR1
PF4	CXCR1
PF4	CXCR2
PF4	FPR2
PF4	ACKR3
PF4	NPY1R
PF4	HTR1D
PF4	HTR1B
PF4	BDKRB2
PF4	SSTR1
PF4	SSTR2
PF4	HTR1F
PF4	SSTR4
PF4	CCR1
PF4	CCR7
PF4	CXCR5
PF4	SSTR3
PF4	SSTR5
PF4	OPRM1
PF4	APLNR
PF4	OPRD1
PF4	OPRK1
PF4	OPRL1
PF4	CCR2
PF4	CCR10
PF4	BDKRB1
PF4	GALR1
PF4	HTR5A
PF4	MTNR1A
PF4	NPBWR1
PF4	NPY2R
PF4	MTNR1B
PF4	AGTR2
PF4	NPY4R
PF4	CCR3
PF4	CCR4
PF4	CCR5
PF4	CCR6
PF4	CCR8
PF4	CCR9
PF4	CXCR4
PF4	GRM4
PF4	P2RY14
PF4	NPY5R
PF4	C3AR1
PF4	RXFP4
PF4	LPAR1
PF4	MCHR1
PF4	NMUR2
PF4	HRH4
PF4	NMUR1
PF4	LPAR2
PF4	RXFP3
PF4	HRH3
PF4	PTGDR2
CXCL10	HTR1A
CXCL10	FPR1
CXCL10	C5AR1
CXCL10	CXCR1
CXCL10	CXCR2
CXCL10	FPR2
CXCL10	ACKR3
CXCL10	NPY1R
