"","baseMean","lgFC_PcDC_vs_CD3_CD28","lfcSE","stat","pvalue","padj"
"Gpx4-ps2",111.642491670546,0.898318519092992,0.347946172826222,2.58177439285026,0.00982938179988086,0.0313487968942989
"Kat2b",53.1317407811345,-0.566448527757815,0.219410679225492,-2.58168166543829,0.00983202294604578,0.0313487968942989
"S100a6",1038.13647585768,0.545330258131177,0.21122609836864,2.58173711649706,0.00983044346274917,0.0313487968942989
"Mtor",129.641016043123,-0.3492965828357,0.135319964642813,-2.5812642189029,0.00984392086955694,0.0313803675012301
"AU022793",2.40631717994048,3.23769855214082,1.25465372993222,2.58055148994434,0.00986426448848534,0.0314388429631997
"Ppil3",19.265316396969,-0.806552812309647,0.312622137022889,-2.5799606515088,0.0098811573415971,0.0314862988551723
"Glce",19.9169274380014,-0.734959671338144,0.284977309718093,-2.57901119238295,0.00990835762874658,0.0315665734832322
"Rab14",427.738544210292,0.507865856420497,0.196941683350734,2.57876264577284,0.00991548904740516,0.0315774811133586
"Tgs1",51.478131669154,-0.52319751192975,0.202887886869912,-2.57875184172634,0.00991579914597227,0.0315774811133586
"Rheb",361.077649820227,-0.411708136586725,0.159668690461943,-2.57851514530242,0.00992259499318728,0.0315927224423558
"Zbtb43",49.3277698436994,-0.510742526388859,0.198122556809167,-2.57791204905966,0.00993992939111854,0.0316415046778032
"Airn",3.214084206309,-1.96949506903952,0.764036430094919,-2.57775021119719,0.00994458557857521,0.031649917130922
"Rnf126",187.316836856609,-0.337300631989534,0.130854969519586,-2.57766772808005,0.0099469594224147,0.0316510637977604
"Mul1",21.3242132412866,-0.705659379253675,0.273803096722487,-2.57725127181047,0.0099589526414813,0.0316828125018103
"Cradd",34.0409219428383,0.613491875253845,0.238075994945477,2.57687414220129,0.00996982443301603,0.0317109814371872
"Gm49747",2.19894335129739,-2.82806418199347,1.09750873714382,-2.57680334222512,0.00997186661402942,0.0317110603491662
"G0s2",108.836208957745,0.770560000229361,0.29925595873574,2.57491948860343,0.0100263422318177,0.0318778465901988
"Nudt13",63.5597208066219,-0.475229561640531,0.184631356377162,-2.57393744467618,0.0100548450780007,0.0319620040002211
"Unc93b1",511.669864790345,-0.510929652805795,0.198565405166187,-2.57310508030429,0.0100790601017682,0.0320325001495541
"Ankrd49",21.2759357636022,-0.908586103039148,0.353204740491603,-2.57240630965073,0.0100994287203282,0.0320907459176953
"Pdcd2l",118.197067417787,-0.351922333999302,0.136820011667916,-2.5721554157843,0.010106751018602,0.032107522081933
"P2ry2",23.9037157424022,1.07582121135566,0.418305212019928,2.57185705662306,0.0101154647371513,0.032128710891752
"Hcrtr2",3.90256412588489,-1.62129019043215,0.630436018826127,-2.57169663854389,0.0101201525867922,0.0321371067700578
"Mettl14",50.6865776777304,-0.528166573464252,0.205431202517701,-2.57101436875804,0.0101401119696843,0.0321939850639198
"Rel",97.9435097952586,-0.768873217006132,0.299064768129228,-2.57092542801262,0.0101427164571514,0.0321957512096046
"Garin3",4.96830113923428,-1.81835680120902,0.707307093069692,-2.57081657886025,0.0101459047409966,0.0321993693970776
"Plrg1",83.708019758088,-0.489373695149539,0.190428831089551,-2.56985085897737,0.0101742305953157,0.0322827474218344
"Rps3a1",4643.21610058215,-0.369229951314013,0.14368997221941,-2.56962922054304,0.0101807414719239,0.0322968870226383
"Gpx7",5.11140084513562,1.85344200074586,0.721527760618541,2.56877434508821,0.0102058891535128,0.0323701314778182
"Atg16l1",102.405934583538,-0.430165533700192,0.167469124372468,-2.56862592022312,0.0102102609645048,0.032370934268062
"Eif4a3",503.112851484008,-0.295848928260706,0.115175495190551,-2.56867945539319,0.01020868390955,0.032370934268062
"Foxred1",60.2551477152089,-0.569454078709802,0.221709016468887,-2.56847505698856,0.0102147063053271,0.0323784973610481
"H3c8",4.81960798172449,1.76815109163363,0.688433038201456,2.5683704783445,0.0102177888339951,0.0323817384438647
"Gosr1",55.637867357137,-0.437007022904573,0.170158652954695,-2.56823273642703,0.0102218501369601,0.0323880794805234
"Gp2",4.24400708518554,-3.50768561795809,1.36595123669356,-2.56794351345136,0.0102303825165594,0.032408581777065
"Cyc1",382.348503856297,-0.467101889627506,0.181919022562622,-2.5676363199825,0.0102394519870488,0.0324307769059882
"Mblac1",11.7508779153522,1.34159098850977,0.522664703450754,2.56682913472495,0.0102633171568647,0.0324998151468082
"Senp2",162.460352257743,-0.321710865765792,0.125339647139793,-2.566712713073,0.0102667633517615,0.032504179884459
"Nvl",31.6890704499676,-0.60131053156325,0.234371027510231,-2.56563508702885,0.0102987110606326,0.0325987593963116
"Guca1b",3.79648314831648,-1.48396550063292,0.578453174245777,-2.56540298627942,0.0103056035769984,0.0326140089846662
"Tspyl4",13.2315313261652,0.956233015455514,0.372769093750838,2.56521538798672,0.0103111775382561,0.0326250804597116
"Gen1",14.1302121146803,1.00449832548491,0.391786539365626,2.56389187620222,0.0103505783064777,0.0327365674848134
"Pstk",47.9430017310893,0.505613442482094,0.197203731703952,2.56391417197488,0.0103499134563378,0.0327365674848134
"Zfp839",35.7186040432087,0.609764499725022,0.237841396666738,2.56374419369653,0.0103549830936004,0.0327439105307391
"Rab11fip3",12.9695172710586,-1.03922968127524,0.405426565059795,-2.5632994254384,0.0103682588565412,0.0327792962522066
"Eef1g",2781.26375933307,-0.190647616638031,0.0743871980763967,-2.56290896240283,0.0103799261609374,0.0328095836162829
"Clec10a",8.60551060365977,1.85400223757821,0.723636129779226,2.56206422161902,0.0104052075840401,0.0328828825921845
"Mapk6",81.4973866481512,-0.42320607720112,0.16520315782072,-2.56173116049263,0.0104151904959191,0.0329078149558497
"Bach2it1",11.5830637424621,-0.953612221597139,0.372308908225173,-2.56134677556625,0.0104267223393434,0.0329310123472249
"Il6ra",68.6966430016669,0.978595600734198,0.382061851648362,2.56135386590459,0.0104265095209362,0.0329310123472249
"Nlk",34.747915039866,0.711059553371868,0.277631418273891,2.56116385455477,0.0104322140988052,0.0329417383324869
"Tmem107",19.6087358358806,0.902940051198416,0.352611694309346,2.56072066176645,0.0104455305597038,0.0329771630584423
"Hspe1-ps3",2.92307017506562,-2.16363399901708,0.845150051208035,-2.56005900481748,0.0104654392815041,0.0330333815393501
"Irs3",0.914348132543571,3.74644659580537,1.46346788108275,2.55997869460145,0.0104678580468674,0.0330343827823147
"Mir5136",11.9624111033328,0.977539477934156,0.382052721059329,2.55865074124771,0.0105079252189086,0.0331541703163436
"Samd10",25.8942177798336,0.724855461126574,0.283320499653563,2.55842927713634,0.0105146205184573,0.033168637352926
"Gmfb",56.5433400555176,-0.466553592436604,0.182429935297004,-2.55743988330114,0.0105445782273353,0.0332564657214051
"Zfp658",1.88600173006934,3.16885148263394,1.23920144589398,2.55717219596035,0.0105526965310837,0.033275393535026
"Preb",236.814174546024,0.300423161548969,0.117544263215248,2.55583006206634,0.0105934840504226,0.0333913233823364
"Pus10",20.9754327503077,0.751365188195212,0.293985517717909,2.55578980225882,0.0105947097111676,0.0333913233823364
"Rnf128",51.190368305808,2.1099663357051,0.825575260665723,2.55575286255996,0.0105958344062023,0.0333913233823364
"Gabpa",120.917996321212,-0.391694885699665,0.153272445128431,-2.55554666314256,0.0106021144662873,0.0334044171769031
"Usp28",52.3341449023019,0.482877485604477,0.188963204392917,2.55540483215142,0.0106064360271556,0.033411336254681
"Ap1g2",111.151843163317,-0.426323194845576,0.166839866081306,-2.55528372719873,0.0106101273098236,0.033416267518156
"Mad1l1",37.9790979359275,0.610474005120349,0.238941968787018,2.55490489267918,0.0106216815755984,0.0334459560670736
"Thap3",81.6884103622188,0.540253866211729,0.211470349490523,2.55474995673537,0.010626410268554,0.0334541444044463
"Rab7",777.03357949633,-0.266435549349762,0.104301211871988,-2.55448181826272,0.0106345983616183,0.0334732181910849
"Orc6",83.9029464667297,0.469778567085378,0.183924421267515,2.55419353149461,0.010643407977997,0.0334942402414685
"Etv5",7.04978530720456,1.75501239566248,0.687429579468842,2.55300680692055,0.0106797409043276,0.0336018509357736
"Uggt1",172.517027685772,0.351338936438829,0.137641391638503,2.55256745268586,0.0106932201834584,0.0336375281296344
"Cldn1",1.78169985071773,-2.55357126200713,1.00066195316767,-2.55188203561015,0.0107142788187912,0.0336970285619407
"Tacc2",10.0214976965216,-1.02104055033694,0.400132901238048,-2.5517535478281,0.0107182305566585,0.0337027137667765
"Myo19",27.4658528628954,-0.554807249865711,0.217544373140899,-2.55031762879187,0.0107624815668634,0.0338350895499053
"Pkn2",136.287454998353,-0.644792444527684,0.252848934368086,-2.55010940085286,0.0107689120361019,0.0338485359519069
"Ncf4",582.883970533228,0.266543189278778,0.104630935773749,2.54746062727703,0.0108510097146726,0.0340997644352136
"Fuca1",264.946164715809,0.326591696279528,0.128241970005412,2.54668340065072,0.0108752048801493,0.0341689677215806
"Dedd2",98.6482611325729,0.557137806222077,0.218798562505054,2.54635039573996,0.0108855860311005,0.0341947495649217
"St6gal1",245.435186180354,0.45706394312202,0.17955881099287,2.54548323524024,0.0109126603783559,0.0342729487487267
"Mfsd11",33.2614734763688,0.749659242043327,0.29452999534946,2.54527299046012,0.0109192336144029,0.0342867425459048
"Adgre5",599.742436842698,0.272194427114818,0.106989097705792,2.54413237378001,0.0109549559955978,0.0343920418004399
"Liat1",1.60015282282947,3.37179841070998,1.32635362890054,2.54215643342792,0.0110170852833201,0.0345801844186318
"Gm15657",4.01065787225714,1.78288361445646,0.701441332078004,2.54174302671145,0.0110301235205444,0.0346072877483906
"Tomm20",34.9659647822454,-0.736385263903494,0.289710082134796,-2.54180061141562,0.0110283065626102,0.0346072877483906
"Tiprl",30.6707958568932,-0.581756809955288,0.228900672308485,-2.54152512567227,0.0110370013133032,0.0346219564246284
"Ttc36",2.03274193165898,3.30732251166843,1.30138179116124,2.54139295180799,0.0110411750838621,0.0346281386957759
"Ptgr2",59.8354543214474,0.467921884643505,0.184134964074887,2.54118975716748,0.0110475942750239,0.0346413593475165
"Cuedc2",195.774076945436,0.607974444453797,0.239267823772703,2.540978702725,0.0110542652781813,0.034655364161893
"Iglj3",4.67568557061916,-1.93146594211037,0.760533855665729,-2.53961862147435,0.0110973405951709,0.0347765344528493
"Rnase1",21.1730099755758,-3.07689561090573,1.2115518561602,-2.53963179145909,0.0110969227728848,0.0347765344528493
"Mybpc3",5.30476438159266,1.59780192949509,0.629196914667185,2.53943064921138,0.01110330560309,0.0347882919623225
"Ajm1",1.04660816634723,-3.44945202928122,1.35848894086749,-2.53918300363822,0.0111111685987842,0.0348010891153868
"Ccl20",1.61434274984341,-3.26994431607502,1.28787493720637,-2.53902317811085,0.0111162458456872,0.0348010891153868
"Cenpm",38.9241529486611,0.725296945925444,0.285658026526112,2.53903926574647,0.0111157346895189,0.0348010891153868
"Snhg8",295.784587547517,-0.367065890597568,0.144568348204088,-2.53904741361076,0.011115475813507,0.0348010891153868
"Ccser1",1.65993172561515,-3.35300261987088,1.32080186664314,-2.538611357654,0.0111293378226368,0.0348351376411845
"Abca13",4.36360822392055,2.25512994223124,0.888485846420472,2.53817205002949,0.0111433187263352,0.0348719544215135
"Susd4",1.45198064542884,3.45922578853462,1.36297132492883,2.53800334993493,0.0111486917274406,0.0348818242961064
"Ccng2",124.137011739191,0.419994198068868,0.165491854577816,2.53785419917076,0.011153444010062,0.0348882252136392
"Dusp11",255.254568079462,-0.30834556191192,0.121502100746186,-2.53777967638637,0.0111558191495158,0.0348882252136392
"Pdgfa",28.9948529232611,-1.02800409207167,0.405088014839507,-2.53773020778942,0.0111573960270351,0.0348882252136392
"9130019O22Rik",12.0064900250552,-0.994845041013985,0.392056163705455,-2.53750644196324,0.0111645313346501,0.0349035934863495
"Micu3",4.49866343784097,-1.54779913452966,0.609994324064927,-2.53739924039837,0.011167951148212,0.034907342234787
"B230377A18Rik",1.08917415139128,3.71598630672697,1.46493842049144,2.53661604798403,0.0111929638382763,0.0349716156974488
"Rpn1",10.2696084897067,-1.17079353049755,0.461545246735967,-2.53668202365285,0.0111908548665341,0.0349716156974488
"Gm15491",3.05846331851691,-1.75986929750589,0.693942188405519,-2.5360459803569,0.0112112012707656,0.0350216360840946
"Slc30a6",46.3231745335351,-0.476407537145986,0.187867611564108,-2.53586838720955,0.0112168881661953,0.0350324389200128
"Retreg3",94.9060251287635,0.538161320393692,0.21224371991969,2.5355818329858,0.0112260696197359,0.035054149454237
"Gm5507",1.87267857371015,3.27395887736366,1.29126710717086,2.53546215123285,0.0112299063055527,0.035059165286392
"Gm43672",7.39347295485217,1.53248635842092,0.604677215286449,2.53438747099963,0.0112644099670341,0.0351599007688261
"Arl6",16.6033779259813,0.834414800850253,0.329327507307554,2.53369300266499,0.0112867565933546,0.0352226577111258
"Nectin4",3.96158752328071,-1.97000477918883,0.777743597866314,-2.53297460061825,0.0113099147730939,0.0352879218575353
"Snai1",12.1727192765919,0.991847835392225,0.391684335391734,2.53226321752248,0.0113328882549861,0.0353525839412834
"Ndufb2",252.422288770881,-0.418782381790333,0.165400242839518,-2.53193329466066,0.0113435568753632,0.0353788433579036
"Acadl",443.770581960789,-0.294171546384935,0.116188959419623,-2.53183734370593,0.0113466612869344,0.0353815054095065
"Gm15706",7.45591197321357,-1.2566056800691,0.496376810093385,-2.53155597626064,0.0113557690408171,0.0354028824975415
"Dmc1",1.02700051299875,3.5506964700376,1.4027867487779,2.53117337551908,0.0113681640897638,0.0354274725073349
"mt-Tt",10.1795744072509,1.48492574822542,0.586649604240135,2.53119705100421,0.0113673967307519,0.0354274725073349
"Gins2",9.17569645041635,1.05567376264585,0.417154694196376,2.53065296239694,0.0113850431014111,0.0354730411320279
"Dse",16.0752289274849,-0.938242943586598,0.370832881203611,-2.53009641577993,0.0114031186771249,0.0355223191608652
"Hal",1.75872758547225,3.17876477131589,1.25663376333508,2.52958727042278,0.0114196770581479,0.0355668523235639
"Prrc2b",140.049794198999,0.430038670024831,0.17002708102694,2.52923632769237,0.0114311028095103,0.0355953853135287
"Xrcc2",14.2318433631004,0.916472640906959,0.36250024397489,2.52819868714473,0.0114649449736137,0.0356936957893115
"Tmed2",280.616833048761,0.288577643956078,0.114179189259534,2.52741016841632,0.0114907215795131,0.0357668618828448
"Cisd2",113.543771061595,0.340144621705714,0.134587071978294,2.52732017054783,0.0114936668695178,0.0357689466485746
"Ddx50",214.974822485926,-0.296761821592667,0.117436389482818,-2.52700055663825,0.0115041320400727,0.0357944282537415
"Pick1",29.6762183114799,-0.624347246392818,0.247082960568825,-2.52687293755696,0.01150831305444,0.0358003508614173
"Rtn1",10.0706807089144,1.47990805963155,0.585717248565619,2.52665951575738,0.0115153081226739,0.0358150234230929
"Gm12222",2.27206074018879,2.69499623915209,1.0669442269834,2.52590170225836,0.0115401765552285,0.0358852690942903
"Sirpb1c",3.17314748562967,3.22779779776596,1.2785366654315,2.5246032319899,0.0115828980057287,0.0360109916439971
"Slc52a2",44.6167534541897,-0.488777597047995,0.193639605950969,-2.5241612873957,0.0115974705658454,0.0360491674559073
"Fkbp4",419.453632739192,-0.337618070317759,0.133766599305388,-2.52393401694379,0.0116049708515226,0.036065349311009
"Dyrk4",1.49028643933304,-3.55353640500692,1.40822674259424,-2.52341210227309,0.0116222111565973,0.0360975177179514
"Gm19605",10.9223675557358,1.00614117279667,0.398722068561129,2.52341480978853,0.0116221216611645,0.0360975177179514
"Gm39326",6.41208773954017,-1.25283081712521,0.496455818306015,-2.52354946992073,0.0116176713159868,0.0360975177179514
"Fbn1",1.78153131388033,-3.15126584165241,1.24889246738729,-2.52324833718064,0.0116276254587133,0.0361050866671301
"Msh2",109.993787613569,0.424574390550518,0.168268263253176,2.52319945747408,0.0116292419235116,0.0361050866671301
"Pam",2.97495269484345,2.22458859336581,0.881724234755418,2.52299812762081,0.0116359020569621,0.0361186304173355
"Tmem109",179.430986662266,-0.323233753979758,0.128195268976331,-2.52141718302755,0.0116883185486482,0.0362741716221523
"Kat8",71.6996938523605,-0.409595232530974,0.162500766219052,-2.52057416134787,0.0117163546185328,0.0363468281524999
"Oxr1",37.748991016718,0.585909075191779,0.232447222653216,2.52061121016656,0.0117151212471629,0.0363468281524999
"Tardbp",275.054890709932,-0.264997775856122,0.105144706972695,-2.52031494010384,0.0117249874298828,0.0363664320067735
"Mrps14",114.148639814907,-0.414988637184586,0.164688263254017,-2.51984342408483,0.0117407047332535,0.0364079971793275
"Smg5",162.805735705541,-0.401964748531061,0.159580427032186,-2.51888502873844,0.0117727090621313,0.0365000421592981
"Gm11953",6.45674882930878,2.67468873752022,1.06199365590262,2.51855434602094,0.0117837697102893,0.0365271299696385
"Llph",103.479086568424,-0.421723648074581,0.167514067779595,-2.51754168270488,0.0118176985390872,0.0366250795220647
"Xpnpep3",37.337531091058,-0.551457393861858,0.219053462906383,-2.51745572311512,0.0118205825617826,0.0366267962327343
"Tnrc18",187.928414598749,0.349938712696854,0.139034116421895,2.51692693637133,0.011838337573636,0.0366745818525786
"Zfyve16",12.2947906519749,-1.0700146163432,0.425285517506139,-2.51599119249989,0.0118698149012321,0.0367648513167423
"Dmpk",9.70011273197456,-2.19993802599918,0.87473238005981,-2.51498409816355,0.0119037752759166,0.0368627745394274
"Phf24",1.00636465274189,3.49365929315532,1.38956782044456,2.51420567010368,0.0119300837644351,0.0369296941105071
"Rrp8",63.3500405129733,-0.414177998200099,0.164732886149978,-2.51423991820927,0.0119289251998985,0.0369296941105071
"Clnk",3.26434135962069,2.30503489430539,0.917028437016868,2.51359151064471,0.0119508768450621,0.036986775571477
"Popdc2",4.64073154026589,-2.15720396517628,0.858830103569338,-2.51179360878344,0.0120119317197344,0.0371684162800208
"Rad51ap1",35.5306704569472,0.565450913207967,0.225163187531342,2.51129378388844,0.0120289542990937,0.0372137635558853
"Dclre1a",24.5582247671109,0.668941649633386,0.266404014258182,2.51100439119168,0.0120388199426536,0.0372369560563895
"Efnb2",4.73700517723826,2.1577145483271,0.859504911164124,2.51041561287261,0.0120589140400752,0.0372812877238885
"Gm44667",1.42165425991614,3.36959920148775,1.3422105601656,2.5104847938851,0.0120565514583426,0.0372812877238885
"Gna12",69.0051444940723,0.645441266051253,0.257109401587086,2.51037598029116,0.0120602677063409,0.0372812877238885
"Timm17a",83.7650667909806,-0.38373444750092,0.152887980079046,-2.50990592787295,0.0120763328045865,0.0373236089963224
"Tapt1",127.968594442615,-0.439444199835649,0.175097660868643,-2.50970913977724,0.0120830641108538,0.0373370719006311
"Dnaja4",11.8313691479699,-1.08155123093158,0.43116875391231,-2.50841746095437,0.0121273297066705,0.0374664889267204
"Smim1",10.5717952685091,-1.89691996893896,0.756517483986801,-2.50743705081647,0.0121610240608302,0.0375558226350077
"Tmem41b",32.0821958132873,0.592808385714391,0.236414771844692,2.50749300091885,0.0121590989597326,0.0375558226350077
"Tsnax",156.893804458027,-0.358840902719021,0.143191078112986,-2.50602836048119,0.0122095826147448,0.0376983753920985
"Klf9",38.8822883638641,0.827192427644849,0.330131539496778,2.50564495869054,0.0122228284541832,0.03773186183647
"Nudt1",49.3555954835534,0.455311728951534,0.181722034087154,2.5055394698761,0.012226475135044,0.0377357083541639
"Oaz2",93.2810689195929,0.494253220130272,0.197300688049762,2.50507600868383,0.0122425081160618,0.0377777722026333
"Pik3c2b",12.7303703217411,1.07225907718202,0.428046406701135,2.50500660768465,0.0122449105777986,0.0377777722026333
"Serpinb1a",30.5731592655947,1.29466654447989,0.51684828595894,2.50492568061402,0.0122477125662987,0.0377790019288951
"Gm26956",32.8649959239947,1.27629479373654,0.509595829536805,2.5045236239406,0.0122616416491853,0.0378145468086214
"Igkv1-117",1.09428109752568,-3.32338320643542,1.32723195946437,-2.50399576557561,0.0122799503865725,0.0378635818216033
"Gm8539",7.90665559736263,-2.27179513403169,0.907664717660815,-2.50290122534061,0.0123179916482003,0.037973428263985
"Prr7",23.1142463496148,1.19681421515157,0.478236955450798,2.50255485593625,0.012330051606085,0.038003153175696
"Tmem171",3.71902959308915,-1.77276032687399,0.708424904032692,-2.50239696089535,0.0123355526965058,0.0380126549375367
"Sart3",162.215212877694,-0.338301202737822,0.135296766492073,-2.5004381960425,0.0124039773994309,0.0382160173935033
"Blm",50.4191507092373,0.543328573041909,0.217329910268731,2.50001747283693,0.0124187181266584,0.0382539349858795
"Maf1",361.953977172949,0.265330624001904,0.106144157525829,2.49971953413769,0.0124291662790432,0.0382786176998981
"Gm37634",1.05009622305454,-3.35001877765102,1.34043167120818,-2.49920891128417,0.0124470909721617,0.0383263120453299
"Ptger4",101.351955690768,0.473714476346809,0.189594116851688,2.49857160239511,0.0124694949142276,0.0383877772339882
"Klhdc10",71.8197896221239,0.497678082268161,0.199193250885849,2.49846859798159,0.0124731192793749,0.0383914160862529
"Gm9465",1.62093274097325,3.21488428548198,1.28696986258825,2.49802608354517,0.0124887004300074,0.0384318484845903
"H2bc8",6.1181570740182,1.51287545629071,0.605890786914144,2.49694415060497,0.0125268684284593,0.0385241501390925
"Matcap2",2.46486384038494,2.85568551990461,1.14368458856949,2.49691702454125,0.0125278266967324,0.0385241501390925
"Nck1",68.9849322904207,-0.415081483721936,0.166234197396479,-2.49696807409574,0.0125260233496685,0.0385241501390925
"Yipf2",37.7756742947529,0.64648678245155,0.258915972709616,2.49689803099406,0.0125284977104803,0.0385241501390925
"Pde10a",4.37542302105584,2.46788588857524,0.988448520660333,2.49672677634902,0.0125345493193481,0.0385352201742288
"Rab1b",171.729551896401,0.583391291732273,0.233677018743465,2.49657110001361,0.0125400526846123,0.0385446007331678
"Smc6",154.218627468147,0.447106534999426,0.179117425426854,2.49616436778236,0.0125544413074334,0.0385812830716611
"Atxn1l",71.6239462441126,-0.407627916825883,0.163531100516638,-2.49266295853253,0.0126789135030671,0.0389561847839546
"Fus",675.477233883036,-0.229313708936388,0.092009743619825,-2.49227636025038,0.0126927234938722,0.0389833764361426
"Pigv",17.3277155070611,-0.815842426924534,0.32734005373983,-2.49233913663668,0.0126904801026034,0.0389833764361426
"Bivm",8.62806488257343,1.44095551984822,0.578231260945846,2.49200556450574,0.0127024047359025,0.0389902558179363
"Ccnk",333.182985635059,-0.282547506721747,0.113376635182129,-2.49211406096027,0.0126985250853333,0.0389902558179363
"Sf3b3",231.745044512809,-0.346437835092994,0.139017082597915,-2.49205226162752,0.012700734796856,0.0389902558179363
"Cep41",14.2210429776491,-0.75305522645796,0.302333270766806,-2.49081162833316,0.0127451672292697,0.0391034073050553
"Eif2b5",120.063616857694,-0.347740127113227,0.139604732706372,-2.49089067664076,0.0127423320701258,0.0391034073050553
"Nod2",23.3422231373968,-0.913653866229726,0.366816118499264,-2.49076804467511,0.0127467306464217,0.0391034073050553
"H3c6",6.94908688979376,1.41574380763225,0.568538245645415,2.49014700150043,0.0127690269297518,0.0391641627919549
"Ppm1g",555.514044758323,-0.233637778473425,0.0938477663430261,-2.4895401092387,0.0127908485131541,0.0392234388954875
"Bsdc1",100.948272643766,-0.532109917915357,0.21381351014197,-2.48866368435765,0.012822419724901,0.039304917249555
"Dhx37",5.34480327184256,-1.37168597390662,0.551159720951799,-2.48872680960404,0.0128201434792924,0.039304917249555
"Gm46224",5.35829309081253,-1.62143902683092,0.651663461349648,-2.48815396749848,0.0128408128112948,0.0393536238215526
"Dync2li1",4.33487994265024,2.01202615420516,0.808693820910143,2.48799496444864,0.0128465551970577,0.039363547981004
"Snx27",139.482766955018,-0.339872863251877,0.136617844750084,-2.48776332164812,0.0128549250295882,0.0393766502184882
"Tango6",18.9557931921861,-0.728029983325219,0.292647373449559,-2.48773797196134,0.0128558412698824,0.0393766502184882
"Adipor2",360.913169701898,0.363746077185507,0.146271961660916,2.48677923680776,0.0128905362853729,0.0394752269374198
