"","baseMean","lgFC_MoDC_Treatment_6H_vs_MoDC_Control","lfcSE","stat","pvalue","padj"
"Cd86",71.2470601880896,2.37579255711105,0.65023871279033,3.65372364083946,0.000258464458604819,0.00155317572769877
"Pigv",14.2844373184882,1.87074999665747,0.512700402279006,3.64881710320841,0.00026345057414426,0.00158105085221608
"Birc6",92.2510328525943,0.913497843833723,0.250486095164432,3.64690041271176,0.000265422733476594,0.00159206696091307
"Mier1",187.121147774941,0.707620006047818,0.194038248961097,3.64680680142445,0.000265519407456168,0.00159206696091307
"Mob1b",12.3557218029521,1.84718195306265,0.506568550030507,3.6464599962856,0.000265877846809485,0.00159351634876642
"Gid8",99.1118265179674,0.622509078360403,0.170727792712978,3.64620820352867,0.000266138370586299,0.00159437787345974
"Usp31",44.464114668523,1.05409755881192,0.289383762366125,3.64255945182676,0.000269940605796805,0.00161432286068497
"Fnbp1l",25.5960616808053,1.99670864002681,0.548321717899773,3.64149107147308,0.000271063527912901,0.00162032852302751
"Herc1",108.703501313161,1.02918089244773,0.28274089781678,3.64001423350735,0.00027262297042644,0.00162813643023143
"Rnaseh1",78.144879248657,0.920528442835222,0.253108099170764,3.63689840764111,0.000275940700781891,0.00164444277074429
"Brd9",103.966092877482,0.779357256689939,0.214360180737802,3.63573707582949,0.000277186937910047,0.00165042881085297
