InteractorA	InteractorB	Sources	CrossConfidence	StandardConfidence	PublicationCount	Publications
19041	22352	IntAct, Biogrid	1	1	2	12244133, 19029034
1956	20416	IntAct	2	2	1	8887653
93760	83797	IntAct	3	3	1	11988099
5970	18035	MINT	1	1	1	9150141
18036	5970	MINT	1	1	1	9150141
5566	18035	MINT	1	1	1	9150141
5566	18036	MINT	1	1	1	9150141
226548	59287	MINT, Biogrid	2	2	1	15146195
19122	11816	MINT, Biogrid	2	2	2	15146195, 32325033
17967	19122	MINT, Biogrid	2	2	2	15146195, 32325033
13483	19122	MINT, Biogrid	2	2	3	15146195, 24225951, 32325033
17968	19122	MINT, Biogrid	2	2	2	15146195, 32325033
12805	19122	MINT, Biogrid	2	2	2	15146195, 32325033
19122	17136	MINT, Biogrid	2	2	2	15146195, 32325033
19122	13429	MINT, Biogrid	2	2	1	15146195
19122	17441	MINT, Biogrid	2	2	1	15146195
19122	11803	MINT	2	2	1	15146195
12759	19122	MINT, Biogrid	2	2	2	15146195, 32325033
58235	19122	MINT, Biogrid	2	2	2	15146195, 32325033
23792	19122	MINT, Biogrid	2	2	1	15146195
18453	19122	MINT, Biogrid	2	2	1	15146195
13602	19122	MINT, Biogrid	2	2	2	15146195, 32325033
19122	65945	MINT, Biogrid	2	2	2	15146195, 32325033
11804	19122	MINT, Biogrid	2	2	2	15146195, 32325033
19122	14828	MINT, Biogrid	2	2	2	15146195, 32325033
19122	11785	MINT, Biogrid	2	2	1	15146195
18140	319180	MINT	1	1	1	14993289
18140	319183	MINT	1	1	1	14993289
18140	319185	MINT	1	1	1	14993289
18140	319187	MINT	1	1	1	14993289
18140	665596	MINT	1	1	1	14993289
18140	665622	MINT	1	1	1	14993289
18140	8350	MINT, Biogrid	1	1	2	14993289, 30392929
18140	8351	MINT	1	1	1	14993289
18140	8352	MINT	1	1	1	14993289
18140	8353	MINT	1	1	1	14993289
18140	8354	MINT	1	1	1	14993289
18140	8355	MINT	1	1	1	14993289
18140	8356	MINT	1	1	1	14993289
18140	8357	MINT	1	1	1	14993289
18140	8358	MINT	1	1	1	14993289
18140	8968	MINT	1	1	1	14993289
18140	319164	MINT	1	1	1	14993289
18140	319165	MINT	1	1	1	14993289
18140	319166	MINT	1	1	1	14993289
18140	319167	MINT	1	1	1	14993289
18140	319170	MINT	1	1	1	14993289
18140	319171	MINT	1	1	1	14993289
18140	319172	MINT	1	1	1	14993289
18140	319191	MINT	1	1	1	14993289
18140	665433	MINT	1	1	1	14993289
18140	121504	MINT	1	1	1	14993289
18140	554313	MINT	1	1	1	14993289
18140	8294	MINT	1	1	1	14993289
18140	8359	MINT	1	1	1	14993289
18140	8360	MINT	1	1	1	14993289
18140	8361	MINT	1	1	1	14993289
18140	8362	MINT	1	1	1	14993289
18140	8363	MINT	1	1	1	14993289
18140	8364	MINT	1	1	1	14993289
18140	8365	MINT	1	1	1	14993289
18140	8366	MINT	1	1	1	14993289
18140	8367	MINT	1	1	1	14993289
18140	8368	MINT	1	1	1	14993289
18140	8370	MINT	1	1	1	14993289
12912	17927	MINT	2	2	1	12665587
25	11308	IntAct	2	2	1	9010225
11308	2059	IntAct	2	2	1	9010225
10006	13860	IntAct, DIP	2	2	3	9010225, 15289329, 19564905
11308	13860	IntAct, DIP, Biogrid	2	2	4	9010225, 19564905, 12515821, 32325033
66999	9439	IntAct	3	3	1	15175163
66999	5441	IntAct	3	3	1	15175163
66999	9440	IntAct	3	3	1	15175163
66999	5469	IntAct	3	3	1	15175163
66999	9968	IntAct	3	3	1	15175163
66999	9969	IntAct	3	3	1	15175163
66999	23389	IntAct	3	3	1	15175163
66999	9441	IntAct	3	3	1	15175163
66999	5439	IntAct	3	3	1	15175163
66999	5436	IntAct	3	3	1	15175163
66999	5433	IntAct	3	3	1	15175163
66999	5432	IntAct	3	3	1	15175163
66999	5431	IntAct	3	3	1	15175163
66999	5430	IntAct	3	3	1	15175163
66999	84246	IntAct	3	3	1	15175163
66999	51003	IntAct	3	3	1	15175163
66999	400569	IntAct	3	3	1	15175163
66999	6837	IntAct	3	3	1	15175163
66999	9412	IntAct	3	3	1	15175163
66999	80306	IntAct	3	3	1	15175163
66999	90390	IntAct	3	3	1	15175163
66999	55588	IntAct	3	3	1	15175163
66999	55090	IntAct	3	3	2	15175163, 14638676
66999	9477	IntAct	3	3	1	15175163
66999	54797	IntAct	3	3	1	15175163
66999	112950	IntAct	3	3	1	15175163
66999	9443	IntAct	3	3	1	15175163
66999	10001	IntAct	3	3	1	15175163
66999	219541	IntAct	3	3	1	15175163
66999	29079	IntAct	3	3	1	15175163
66999	9442	IntAct	3	3	1	15175163
66999	23097	IntAct	3	3	1	15175163
66999	1024	IntAct	3	3	1	15175163
66999	55749	IntAct	3	3	1	15175163
66999	7802	IntAct	3	3	1	15175163
66999	892	IntAct	3	3	1	15175163
66999	10985	IntAct	3	3	1	15175163
66999	81857	IntAct	3	3	1	15175163
66999	10025	IntAct	3	3	1	15175163
66999	9862	IntAct	3	3	1	15175163
66999	51586	IntAct	3	3	1	15175163
66999	9282	IntAct	3	3	1	15175163
11308	20663	IntAct	1	1	1	11003655
11308	20662	IntAct, Biogrid	2	2	2	11003655, 32325033
18514	17268	MINT, IntAct, Biogrid	1	1	3	10373562, 20211142, 9315626
19200	22376	MINT, Biogrid	1	1	2	9488710, 14707117
14810	20779	MINT, IntAct, Biogrid	3	2	2	10862698, 16635246
14810	53310	MINT, IntAct, Biogrid	3	2	2	10862698, 16635246
14810	19229	MINT, IntAct, Biogrid	3	2	2	10862698, 16635246
14810	18754	MINT, IntAct, Biogrid	3	2	2	10862698, 16635246
14810	18752	MINT, IntAct, Biogrid	3	2	2	10862698, 16635246
14810	18751	MINT, IntAct, Biogrid	3	2	2	10862698, 16635246
14810	12323	MINT, IntAct, Biogrid	3	2	2	10862698, 16635246
14810	26556	MINT, IntAct, Biogrid	3	2	2	10862698, 16635246
14810	13385	MINT, IntAct, DIP, Biogrid	1	1	12	10862698, 16635246, 16601687, 19455133, 19240213, 19243221, 28671696, 9647694, 16554481, 15663482, 23760271, 27507650
14810	14816	MINT, IntAct, Biogrid	3	2	2	10862698, 16635246
14810	18747	MINT, Biogrid	3	2	1	10862698
14810	22142	MINT, IntAct, Biogrid	3	2	2	10862698, 16635246
14810	14810	MINT	3	3	1	10862698
14810	17918	MINT, IntAct	3	3	2	10862698, 16635246
14810	210274	MINT, IntAct, Biogrid	3	2	2	10862698, 16635246
14810	11461	MINT, IntAct	3	3	2	10862698, 16635246
14810	228550	MINT	3	3	1	10862698
14810	319520	MINT, IntAct, Biogrid	3	2	2	10862698, 16635246
14810	19088	MINT, IntAct, Biogrid	3	2	2	10862698, 16635246
14810	224997	MINT, IntAct, Biogrid	3	2	4	10862698, 16635246, 28671696, 27507650
14810	23859	MINT, IntAct, Biogrid	3	2	2	10862698, 16635246
14810	14812	MINT, IntAct, DIP, Biogrid	2	2	9	10862698, 16635246, 20141836, 19243221, 32033586, 9003035, 16554481, 14645471, 15663482
14810	14811	MINT, IntAct, DIP, Biogrid	2	2	9	10862698, 16635246, 19243221, 9003035, 16554481, 14645471, 15663482, 17018287, 30284099
14810	18195	MINT, IntAct, Biogrid	3	2	2	10862698, 16635246
14810	11838	MINT, IntAct, Biogrid	3	2	2	10862698, 16635246
14810	12558	MINT, IntAct, Biogrid	2	2	3	10862698, 16635246, 17589506
14810	13043	MINT, IntAct, Biogrid	3	2	2	10862698, 16635246
14810	13510	MINT, IntAct, Biogrid	3	2	2	10862698, 16635246
14810	12387	MINT, IntAct, Biogrid	3	2	2	10862698, 16635246
14810	17756	MINT, IntAct, Biogrid	3	2	2	10862698, 16635246
14810	20742	MINT, IntAct	3	3	2	10862698, 16635246
14810	11472	MINT, IntAct, Biogrid	3	2	2	10862698, 16635246
14810	13429	MINT, IntAct, Biogrid	3	2	2	10862698, 16635246
14810	18125	MINT, IntAct, Biogrid	3	2	2	10862698, 16635246
14810	110157	MINT, IntAct, Biogrid	3	2	2	10862698, 16635246
14810	110651	MINT, IntAct, Biogrid	3	2	2	10862698, 16635246
14810	26396	MINT, IntAct, Biogrid	3	2	2	10862698, 16635246
14810	26395	MINT, IntAct, Biogrid	3	2	2	10862698, 16635246
14810	26413	MINT, IntAct, Biogrid	3	2	2	10862698, 16635246
14810	26417	MINT, IntAct, Biogrid	3	2	2	10862698, 16635246
14810	18783	MINT, IntAct, Biogrid	3	2	2	10862698, 16635246
14810	18803	MINT, IntAct, Biogrid	3	2	2	10862698, 16635246
14810	19047	MINT, Biogrid	3	2	1	10862698
14810	12313	MINT, IntAct, Biogrid	2	2	3	10862698, 16635246, 15663482
14810	12314	MINT, IntAct	3	3	2	10862698, 16635246
14810	12315	MINT, IntAct	3	3	2	10862698, 16635246
14810	15511	MINT, IntAct, Biogrid	3	2	2	10862698, 16635246
14810	18015	MINT, IntAct, Biogrid	3	2	2	10862698, 16635246
14810	12704	MINT, IntAct, Biogrid	3	2	2	10862698, 16635246
14810	76108	MINT, IntAct	3	3	2	10862698, 16635246
14810	19353	MINT, IntAct, Biogrid	3	2	2	10862698, 16635246
14810	19247	MINT, IntAct, Biogrid	3	2	2	10862698, 16635246
14810	19060	MINT, IntAct, Biogrid	3	2	2	10862698, 16635246
14810	19055	MINT, IntAct, Biogrid	3	2	2	10862698, 16635246
14810	19052	MINT, Biogrid	3	2	1	10862698
14810	18795	MINT, IntAct	3	3	2	10862698, 16635246
14812	18195	MINT, IntAct, Biogrid	3	2	2	10862698, 16635246
14812	11472	MINT, IntAct, Biogrid	2	2	3	10862698, 16635246, 16710293
14812	13429	MINT, IntAct, Biogrid	3	2	2	10862698, 16635246
14812	15511	MINT, IntAct, Biogrid	3	2	2	10862698, 16635246
14812	19247	MINT, IntAct, Biogrid	3	2	2	10862698, 16635246
14812	19055	MINT, IntAct, Biogrid	3	2	2	10862698, 16635246
14812	53310	MINT, IntAct, Biogrid	3	2	2	10862698, 16635246
14812	12323	MINT, IntAct, Biogrid	3	2	2	10862698, 16635246
14812	13385	MINT, IntAct, DIP, Biogrid	1	1	17	10862698, 16635246, 16710293, 16332682, 17950729, 19455133, 20141836, 22234183, 19240213, 19243221, 28671696, 9647694, 16554481, 15663482, 23760271, 20467438, 27507650
14812	27223	MINT	3	3	1	10862698
14812	21872	MINT	3	3	1	10862698
14812	226180	MINT	3	3	1	10862698
14812	12322	MINT, IntAct, Biogrid	2	2	7	10862698, 16635246, 16710293, 20141836, 22234183, 24725413, 24734203
14812	72993	MINT	3	3	1	10862698
14812	13383	MINT, IntAct	3	3	2	10862698, 16635246
14812	17918	MINT, IntAct	3	3	2	10862698, 16635246
14812	22142	MINT, IntAct, Biogrid	3	2	2	10862698, 16635246
14812	12217	MINT	3	3	1	10862698
14812	18641	MINT	3	3	1	10862698
14812	224997	MINT, IntAct, Biogrid	3	2	4	10862698, 16635246, 28671696, 27507650
14812	23859	MINT, IntAct, Biogrid	3	2	2	10862698, 16635246
14812	14812	MINT, IntAct	3	3	3	10862698, 16635246, 20141836
14812	14811	MINT, IntAct, Biogrid	2	2	4	10862698, 16635246, 16554481, 14645471
14812	14816	MINT, IntAct, Biogrid	3	2	2	10862698, 16635246
14812	233908	MINT	3	3	1	10862698
54401	22627	IntAct, MINT, Biogrid	2	2	3	16635246, 18687683, 32325033
54401	22629	IntAct, Biogrid	3	3	2	16635246, 32325033
54401	22628	IntAct, Biogrid	3	3	2	16635246, 32325033
54401	22630	IntAct, Biogrid	3	3	2	16635246, 32325033
54401	22631	IntAct, Biogrid	3	3	3	16635246, 16959763, 32325033
54401	51792	IntAct	3	3	1	16635246
54401	11820	IntAct	3	3	1	16635246
54401	269774	IntAct	3	3	1	16635246
54401	19299	IntAct	3	3	1	16635246
54401	11308	IntAct	3	3	1	16635246
54401	107476	IntAct	3	3	1	16635246
54401	94180	IntAct	3	3	1	16635246
54401	104112	IntAct	3	3	1	16635246
54401	11429	IntAct	3	3	1	16635246
54401	216739	IntAct	3	3	1	16635246
54401	11461	IntAct, Biogrid	3	3	2	16635246, 32325033
54401	109711	IntAct	3	3	1	16635246
54401	11472	IntAct	3	3	1	16635246
54401	60595	IntAct	3	3	1	16635246
54401	54130	IntAct	3	3	1	16635246
54401	11488	IntAct	3	3	1	16635246
54401	11496	IntAct	3	3	1	16635246
54401	23792	IntAct	3	3	1	16635246
54401	11518	IntAct	3	3	1	16635246
54401	11519	IntAct	3	3	1	16635246
54401	27360	IntAct	3	3	1	16635246
54401	11739	IntAct	3	3	1	16635246
54401	11740	IntAct	3	3	1	16635246
54401	216439	IntAct	3	3	1	16635246
54401	69923	IntAct	3	3	1	16635246
54401	330814	IntAct	3	3	1	16635246
54401	319387	IntAct	3	3	1	16635246
54401	26926	IntAct	3	3	1	16635246
54401	226180	IntAct	3	3	1	16635246
54401	11652	IntAct	3	3	1	16635246
54401	11668	IntAct	3	3	1	16635246
54401	107747	IntAct	3	3	1	16635246
54401	11674	IntAct	3	3	1	16635246
54401	11676	IntAct	3	3	1	16635246
54401	218038	IntAct	3	3	1	16635246
54401	109676	IntAct	3	3	1	16635246
54401	11735	IntAct	3	3	1	16635246
54401	17161	IntAct	3	3	1	16635246
54401	20616	IntAct	3	3	1	16635246
54401	11764	IntAct	3	3	1	16635246
54401	11771	IntAct	3	3	1	16635246
54401	11772	IntAct	3	3	1	16635246
54401	71770	IntAct	3	3	1	16635246
54401	11773	IntAct	3	3	1	16635246
54401	11776	IntAct	3	3	1	16635246
54401	64933	IntAct	3	3	1	16635246
54401	110355	IntAct	3	3	1	16635246
54401	56443	IntAct	3	3	1	16635246
54401	16800	IntAct	3	3	1	16635246
54401	54126	IntAct, Biogrid	2	2	2	16635246, 20338996
54401	67211	IntAct	3	3	1	16635246
54401	66713	IntAct	3	3	1	16635246
54401	74117	IntAct	3	3	1	16635246
54401	11899	IntAct	3	3	1	16635246
54401	56079	IntAct	3	3	1	16635246
54401	11928	IntAct	3	3	1	16635246
54401	232975	IntAct	3	3	1	16635246
54401	27222	IntAct	3	3	1	16635246
54401	11931	IntAct	3	3	1	16635246
54401	11938	IntAct	3	3	1	16635246
54401	11941	IntAct	3	3	1	16635246
54401	108888	IntAct	3	3	1	16635246
54401	11946	IntAct	3	3	1	16635246
54401	11947	IntAct	3	3	1	16635246
54401	11949	IntAct	3	3	1	16635246
54401	72685	IntAct	3	3	1	16635246
54401	20536	IntAct	3	3	1	16635246
54401	108100	IntAct	3	3	1	16635246
54401	12215	IntAct	3	3	1	16635246
54401	70350	IntAct	3	3	1	16635246
54401	71911	IntAct	3	3	1	16635246
54401	30948	IntAct	3	3	1	16635246
54401	14828	IntAct	3	3	1	16635246
54401	56710	IntAct	3	3	1	16635246
54401	12217	IntAct	3	3	1	16635246
54401	12293	IntAct	3	3	1	16635246
54401	56808	IntAct	3	3	1	16635246
54401	12294	IntAct	3	3	1	16635246
54401	12286	IntAct	3	3	1	16635246
54401	12287	IntAct	3	3	1	16635246
54401	12288	IntAct	3	3	1	16635246
54401	12297	IntAct	3	3	1	16635246
54401	12558	IntAct	3	3	1	16635246
54401	12330	IntAct	3	3	1	16635246
54401	235604	IntAct	3	3	1	16635246
54401	12345	IntAct	3	3	1	16635246
54401	12343	IntAct	3	3	1	16635246
54401	67974	IntAct	3	3	1	16635246
54401	73420	IntAct	3	3	1	16635246
54401	15510	IntAct	3	3	1	16635246
54401	56424	IntAct	3	3	1	16635246
54401	12974	IntAct	3	3	1	16635246
54401	80280	IntAct	3	3	1	16635246
54401	216197	IntAct	3	3	1	16635246
54401	76499	IntAct	3	3	1	16635246
54401	74325	IntAct	3	3	1	16635246
54401	67300	IntAct	3	3	1	16635246
54401	56430	IntAct	3	3	1	16635246
54401	269713	IntAct	3	3	1	16635246
54401	94040	IntAct	3	3	1	16635246
54401	12759	IntAct	3	3	1	16635246
54401	78830	IntAct	3	3	1	16635246
54401	50799	IntAct	3	3	1	16635246
54401	12799	IntAct	3	3	1	16635246
54401	245684	IntAct	3	3	1	16635246
54401	83674	IntAct	3	3	1	16635246
54401	12804	IntAct	3	3	1	16635246
54401	12805	IntAct	3	3	1	16635246
54401	21367	IntAct	3	3	1	16635246
54401	53321	IntAct	3	3	1	16635246
54401	50797	IntAct	3	3	1	16635246
54401	17709	IntAct	3	3	1	16635246
54401	72832	IntAct	3	3	1	16635246
54401	12995	IntAct	3	3	1	16635246
54401	268932	IntAct	3	3	1	16635246
54401	12361	IntAct	3	3	1	16635246
54401	26572	IntAct	3	3	1	16635246
54401	29873	IntAct	3	3	1	16635246
54401	12386	IntAct	3	3	1	16635246
54401	12387	IntAct	3	3	1	16635246
54401	12388	IntAct	3	3	1	16635246
54401	18163	IntAct	3	3	1	16635246
54401	12704	IntAct	3	3	1	16635246
54401	14609	IntAct	3	3	1	16635246
54401	66445	IntAct	3	3	1	16635246
54401	20430	IntAct	3	3	1	16635246
54401	76884	IntAct	3	3	1	16635246
54401	208846	IntAct	3	3	1	16635246
54401	13426	IntAct	3	3	1	16635246
54401	13427	IntAct	3	3	1	16635246
54401	14415	IntAct	3	3	1	16635246
54401	13175	IntAct	3	3	1	16635246
54401	13191	IntAct	3	3	1	16635246
54401	69654	IntAct	3	3	1	16635246
54401	67665	IntAct	3	3	1	16635246
54401	104721	IntAct	3	3	1	16635246
54401	110957	IntAct	3	3	1	16635246
54401	13205	IntAct	3	3	1	16635246
54401	67460	IntAct	3	3	1	16635246
54401	56348	IntAct	3	3	1	16635246
54401	14661	IntAct	3	3	1	16635246
54401	28200	IntAct	3	3	1	16635246
54401	68203	IntAct	3	3	1	16635246
54401	230935	IntAct	3	3	1	16635246
54401	13382	IntAct	3	3	2	16635246, 29128334
54401	13383	IntAct	3	3	1	16635246
54401	23859	IntAct	3	3	1	16635246
54401	53310	IntAct	3	3	1	16635246
54401	13385	IntAct, Biogrid	3	2	3	16635246, 28671696, 27507650
54401	15502	IntAct	3	3	1	16635246
54401	56445	IntAct	3	3	1	16635246
54401	23950	IntAct	3	3	1	16635246
54401	13480	IntAct	3	3	1	16635246
54401	13483	IntAct	3	3	1	16635246
54401	12933	IntAct	3	3	1	16635246
54401	12934	IntAct	3	3	1	16635246
54401	65254	IntAct	3	3	1	16635246
54401	56320	IntAct	3	3	1	16635246
54401	216820	IntAct	3	3	1	16635246
54401	13527	IntAct	3	3	1	16635246
54401	13424	IntAct	3	3	1	16635246
54401	13429	IntAct	3	3	1	16635246
54401	13821	IntAct	3	3	1	16635246
54401	13823	IntAct	3	3	1	16635246
54401	20511	IntAct	3	3	1	16635246
54401	97212	IntAct	3	3	1	16635246
54401	231086	IntAct	3	3	1	16635246
54401	13627	IntAct	3	3	1	16635246
54401	13628	IntAct	3	3	1	16635246
54401	55949	IntAct	3	3	1	16635246
54401	67160	IntAct	3	3	1	16635246
54401	13629	IntAct	3	3	1	16635246
54401	76740	IntAct	3	3	1	16635246
54401	57440	IntAct	3	3	1	16635246
54401	110147	IntAct	3	3	1	16635246
54401	55944	IntAct	3	3	1	16635246
54401	230866	IntAct	3	3	1	16635246
54401	66736	IntAct	3	3	1	16635246
54401	13806	IntAct	3	3	1	16635246
54401	433182	IntAct	3	3	1	16635246
54401	22027	IntAct	3	3	1	16635246
54401	13859	IntAct	3	3	1	16635246
54401	13855	IntAct	3	3	1	16635246
54401	66841	IntAct	3	3	1	16635246
54401	66482	IntAct	3	3	1	16635246
54401	211446	IntAct	3	3	1	16635246
54401	20336	IntAct	3	3	1	16635246
54401	105504	IntAct	3	3	1	16635246
54401	53413	IntAct	3	3	1	16635246
54401	102058	IntAct	3	3	1	16635246
54401	14104	IntAct	3	3	1	16635246
54401	14159	IntAct	3	3	1	16635246
54401	58249	IntAct	3	3	1	16635246
54401	14251	IntAct	3	3	1	16635246
54401	14252	IntAct	3	3	1	16635246
54401	57778	IntAct	3	3	1	16635246
54401	22379	IntAct	3	3	1	16635246
54401	14360	IntAct	3	3	1	16635246
54401	14433	IntAct	3	3	1	16635246
54401	54393	IntAct	3	3	1	16635246
54401	242425	IntAct	3	3	1	16635246
54401	14693	IntAct	3	3	1	16635246
54401	14394	IntAct	3	3	1	16635246
54401	14545	IntAct	3	3	1	16635246
54401	227753	IntAct	3	3	1	16635246
54401	268566	IntAct	3	3	1	16635246
54401	68267	IntAct	3	3	1	16635246
54401	216963	IntAct	3	3	1	16635246
54401	14645	IntAct	3	3	1	16635246
54401	216456	IntAct	3	3	1	16635246
54401	14678	IntAct	3	3	1	16635246
54401	14681	IntAct	3	3	1	16635246
54401	14682	IntAct	3	3	1	16635246
54401	14683	IntAct	3	3	1	16635246
54401	14687	IntAct	3	3	1	16635246
54401	14697	IntAct	3	3	1	16635246
54401	53334	IntAct	3	3	1	16635246
54401	241263	IntAct	3	3	1	16635246
54401	14571	IntAct	3	3	1	16635246
54401	329777	IntAct	3	3	1	16635246
54401	234267	IntAct	3	3	1	16635246
54401	14799	IntAct	3	3	1	16635246
54401	53623	IntAct	3	3	1	16635246
54401	26913	IntAct	3	3	1	16635246
54401	14816	IntAct	3	3	1	16635246
54401	108069	IntAct	3	3	1	16635246
54401	108073	IntAct	3	3	1	16635246
54401	15526	IntAct	3	3	1	16635246
54401	15166	IntAct	3	3	1	16635246
54401	29816	IntAct	3	3	1	16635246
54401	76936	IntAct	3	3	1	16635246
54401	26556	IntAct, Biogrid	3	3	2	16635246, 28671696
54401	12950	IntAct	3	3	1	16635246
54401	15505	IntAct	3	3	1	16635246
54401	73442	IntAct	3	3	1	16635246
54401	15511	IntAct	3	3	1	16635246
54401	15516	IntAct, Biogrid	3	3	2	16635246, 32325033
54401	15481	IntAct	3	3	1	16635246
54401	15275	IntAct	3	3	1	16635246
54401	12380	IntAct	3	3	1	16635246
54401	67834	IntAct	3	3	1	16635246
54401	15929	IntAct	3	3	1	16635246
54401	269951	IntAct	3	3	1	16635246
54401	230868	IntAct	3	3	1	16635246
54401	269180	IntAct	3	3	1	16635246
54401	232227	IntAct	3	3	1	16635246
54401	245666	IntAct	3	3	1	16635246
54401	16438	IntAct	3	3	1	16635246
54401	16443	IntAct	3	3	1	16635246
54401	330286	IntAct	3	3	1	16635246
54401	110308	IntAct	3	3	1	16635246
54401	16687	IntAct	3	3	1	16635246
54401	545156	IntAct	3	3	1	16635246
54401	19088	IntAct	3	3	1	16635246
54401	18749	IntAct	3	3	1	16635246
54401	27373	IntAct	3	3	1	16635246
54401	16498	IntAct	3	3	1	16635246
54401	12322	IntAct	3	3	1	16635246
54401	12323	IntAct	3	3	1	16635246
54401	12325	IntAct	3	3	1	16635246
54401	16490	IntAct	3	3	1	16635246
54401	16536	IntAct	3	3	1	16635246
54401	12716	IntAct	3	3	1	16635246
54401	23925	IntAct	3	3	1	16635246
54401	16563	IntAct	3	3	1	16635246
54401	16573	IntAct	3	3	1	16635246
54401	18751	IntAct	3	3	1	16635246
54401	18754	IntAct, MINT	2	2	4	16635246, 19429675, 18237277, 18604201
54401	18752	IntAct	3	3	1	16635246
54401	16709	IntAct	3	3	1	16635246
54401	71835	IntAct	3	3	1	16635246
54401	16796	IntAct	3	3	1	16635246
54401	56384	IntAct	3	3	1	16635246
54401	56839	IntAct	3	3	1	16635246
54401	72699	IntAct	3	3	1	16635246
54401	108030	IntAct	3	3	1	16635246
54401	22342	IntAct	3	3	1	16635246
54401	76787	IntAct	3	3	1	16635246
54401	72416	IntAct	3	3	1	16635246
54401	98238	IntAct	3	3	1	16635246
54401	16971	IntAct	3	3	1	16635246
54401	242274	IntAct	3	3	1	16635246
54401	67154	IntAct	3	3	1	16635246
54401	67863	IntAct	3	3	1	16635246
54401	17136	IntAct	3	3	1	16635246
54401	17754	IntAct	3	3	1	16635246
54401	17755	IntAct	3	3	1	16635246
54401	17760	IntAct	3	3	1	16635246
54401	67247	IntAct	3	3	1	16635246
54401	212307	IntAct	3	3	1	16635246
54401	13728	IntAct, Biogrid	2	2	3	16635246, 16959763, 32325033
54401	54343	IntAct	3	3	1	16635246
54401	72039	IntAct	3	3	1	16635246
54401	215999	IntAct	3	3	1	16635246
54401	17448	IntAct	3	3	1	16635246
54401	26922	IntAct	3	3	1	16635246
54401	66075	IntAct	3	3	1	16635246
54401	66098	IntAct	3	3	1	16635246
54401	76614	IntAct	3	3	1	16635246
54401	50932	IntAct	3	3	1	16635246
54401	59040	IntAct	3	3	1	16635246
54401	74610	IntAct	3	3	1	16635246
54401	17441	IntAct	3	3	1	16635246
54401	57377	IntAct	3	3	1	16635246
54401	18674	IntAct	3	3	1	16635246
54401	50997	IntAct	3	3	1	16635246
54401	56524	IntAct	3	3	1	16635246
54401	217866	IntAct	3	3	1	16635246
54401	17756	IntAct	3	3	1	16635246
54401	56462	IntAct	3	3	1	16635246
54401	56428	IntAct	3	3	1	16635246
54401	77980	IntAct	3	3	1	16635246
54401	97287	IntAct	3	3	1	16635246
54401	53375	IntAct	3	3	1	16635246
54401	360013	IntAct	3	3	1	16635246
54401	77579	IntAct	3	3	1	16635246
54401	71960	IntAct	3	3	1	16635246
54401	17886	IntAct	3	3	1	16635246
54401	17912	IntAct	3	3	1	16635246
54401	338367	IntAct	3	3	1	16635246
54401	17918	IntAct	3	3	1	16635246
54401	110891	IntAct, Biogrid	3	3	2	16635246, 32325033
54401	17938	IntAct	3	3	1	16635246
54401	26422	IntAct	3	3	1	16635246
54401	17967	IntAct, Biogrid	2	2	2	16635246, 20598904
54401	17968	IntAct	3	3	1	16635246
54401	13004	IntAct	3	3	1	16635246
54401	26562	IntAct	3	3	1	16635246
54401	50884	IntAct	3	3	1	16635246
54401	66108	IntAct	3	3	1	16635246
54401	67273	IntAct	3	3	1	16635246
54401	227197	IntAct	3	3	1	16635246
54401	226646	IntAct	3	3	1	16635246
54401	68349	IntAct	3	3	1	16635246
54401	72900	IntAct	3	3	1	16635246
54401	217124	IntAct, Biogrid	3	3	2	16635246, 30562941
54401	17999	IntAct, Biogrid	2	2	3	16635246, 18687683, 16099816
54401	320840	IntAct	3	3	1	16635246
54401	64011	IntAct	3	3	1	16635246
54401	14432	IntAct	3	3	1	16635246
54401	18015	IntAct	3	3	1	16635246
54401	269116	IntAct	3	3	1	16635246
54401	18039	IntAct	3	3	1	16635246
54401	18040	IntAct	3	3	1	16635246
54401	18082	IntAct	3	3	1	16635246
54401	192167	IntAct	3	3	1	16635246
54401	216856	IntAct	3	3	1	16635246
54401	245537	IntAct	3	3	1	16635246
54401	14811	IntAct	3	3	1	16635246
54401	14812	IntAct	3	3	1	16635246
54401	14810	IntAct	3	3	1	16635246
54401	56177	IntAct	3	3	1	16635246
54401	20320	IntAct	3	3	1	16635246
54401	18195	IntAct	3	3	1	16635246
54401	13804	IntAct	3	3	1	16635246
54401	18223	IntAct	3	3	1	16635246
54401	13171	IntAct	3	3	1	16635246
54401	18293	IntAct	3	3	1	16635246
54401	78920	IntAct	3	3	1	16635246
54401	235339	IntAct	3	3	1	16635246
54401	18597	IntAct	3	3	1	16635246
54401	68263	IntAct	3	3	1	16635246
54401	18377	IntAct	3	3	1	16635246
54401	74143	IntAct	3	3	1	16635246
54401	18392	IntAct	3	3	1	16635246
54401	13200	IntAct	3	3	1	16635246
54401	209027	IntAct	3	3	1	16635246
54401	18458	IntAct	3	3	1	16635246
